caption,topic
"Gotcha!""
""That's what you think.",43
"Checkmate again! Same as the usual, bring me back to life and see ya in 15 minutes after my auto-erotic asphyxiation, buddy!",11
But I haven't released the piece to complete my move!,84
Best out 7?,13
"Well, I have a different endgame...",10
"I'm pretty good when I'm playing for my life, eh?!",4
Ah ah ah! That was only the sixth seal!,22
Now who is master of the end game!,10
Just kidding!,-1
Forty-one years playing chess every day had finally paid off,2
You lose! Now I get to know the surprise you were keeping secret.,-1
"My dad always said, you reap what you sow. Same time next week?",61
I think you have something in your teeth.,64
"Nice try Steve, but you cannot cheat Death",0
"Now I get to be Death, and you spend eternity as a GS-10 from HHS!",-1
ha! … and they say you can never cheat death …,0
A win for one is overpopulation for all.,-1
"We are playing""sudden death""!",20
That’s the third miracle this week.,-1
I call this the Pyrhhic maneuver.,-1
Ha! I don't have to cheat you to beat you!,0
"Hey, why are you giving me the finger? It's just chess, not life or death.",2
Does this mean I have to resurrect your queen?,6
"I will remember this win when I come for your soul, mortal!",-1
Checkmate! You die!,11
Max von Sydow. Seventh Seal. 1957.,-1
"I know this is a dream, but Checkmate! I'm immortal!",60
Don't think I can cheat you.,0
Now can I have more cowbells?,47
Ha!  Spare that over to another year!!,72
"Tougher than The Game of Life, huh?",4
Now you burn in Hell!,69
You can't just take my queen because it's 'her time'!,6
Checkmate! Now send me back as one of those tiny dogs who gets to wear cute little hats!,-1
"Arguments 
For
Roe
Vs
Wade",58
Life’s too short to play chess”,2
Beginner's luck!,-1
Ha! Mate in two. What are you going to do now?,-1
Nope!  Not going!  Cheated you again..,0
Do I look like the kind of guy you want to beat?,-1
… and this is mate!,3
Checkmate--and I thought The Seventh Seal was boring!,22
I've waited all my life for this moment!,4
One move closer to heaven.,-1
Don't push your luck. I let you win last time.,1
COME TO PAPA!,32
"I'll get the check, Mate!",3
HA! Checkmate!! Now get me the hell out of this crazy world like we bargained!,-1
"Checkmate!""
""No, check yourself, mate.",9
Ha! Kill my knight will you!,33
"You won the match and the bet. Do you really want to collect the robe?""",14
Now let’s shoot hoops!,44
Every step taken to feel more alive is a winning move in the face of the grimmer.,8
I call it the Blue Öyster Cult's opening,22
I thought this was best of seven,13
"Checkmate! Let’s play again, I got a feeling I can’t lose.",31
"Yes, yes you won. Now, come with me big winner!",1
I win the hood.,1
Do I look like someone that cares that you won?,1
The dead hand checkmate.,-1
"Will this be just your next move, or your last?",19
Ha! Revenge for 7th Seal!,22
I’ll show you a sacrifice!,77
Enough! The tables have turned.,-1
"When you said “I kill at chess”, that was just a figure of speech, right?”",2
Check mate! You are dead meat now.,3
Does the Constitution mention this?,66
Your checkered past is showing.,56
Ha! That's a stalemate!,-1
You’re between a rock and a deathly place,37
CHECK...My next move which is DEFINITELY NOT CHECKMATE!,38
"Fine, you can live.
Don't tell anyone though, I can't let this become a thing.",-1
If I win…I don’t have sleep paralysis tonight! If you win…,1
What's this best two out of three nonsense?,13
Seriously?,2
"If you collect my king, I collect your soul.",7
"Listen, I know a place with better lighting for rematch, it has a fireplace too!",59
You sure you want to do that?,-1
"What do you mean by 'my next move's a killer' "" ?",8
Am I winning you over?,1
Put that piece back! No wonder you come from Hades.,-1
Yay! I get to be Brad Pitt another fifty years!,35
"To submit your caption, leave it as a comment below with the hashtag",76
"Ha! Now I can’t die, right?",-1
White's classic advantage... a bit archaic isn't it?,27
Mate. Thus ends Jesus' Gambit!,45
That’s okay. You can play White next time.,27
"Checkmate, bully..stick with your day job!",15
"Pst, you’re already dead inside",53
"OOPS, did I say “that’s life” !",4
You see this face? This will be the last time you see this face if you let go of that piece.,89
I'm not ready for the dance.,-1
I live!,-1
You see? It's not ALWAYS about taking pieces off the board!,-1
'' - You re finished Mr.!! - Finally.. I can see Him coming for me.. - .. Wait..what.. There is another one??????,10
"And Big Bird is next, bwa-ha-ha-ha!",-1
"Ha! Now you can tell Ingmar Bergman that ""Herd Immunity"" works.",16
I win again. All you have left are your bones.,1
Soo same time next week?,42
You'll have to postpone my deadline if you want a rematch.,59
And your still trying to flip me off.,-1
See! My doctor was right!,-1
Mortal Combat- Chess Edition,2
King me! No takesies backsies!,7
Ha! Caught your king between a rook and a hard place.,78
"Ha, ha! What a loser you are and there's nothing you can do about it, loser!",40
I said checkmate & he still took my life!,-1
"Oh, fuck",57
I can't wait to tell my chess club that I won.,2
Give my best to Bobby Fischer.,68
"Checkmate!”
“Come with me.",39
Self doubt is your first mistake.,-1
"Suck it, Reaper!""",36
"Checkmate! Ha Grim Reaper, you lost your bet to be reincarnated as a Politician!",-1
Nobody ever won a chess game by resigning.,2
What’s that? the fickle finger of fate?,12
Congratulations Jerry. However your unusually high blood pressure will no doubt bring about a rematch.,59
First the fiddle and now your chessboard!,44
Russian rules - I annex your castle and poison your Queen.,-1
I sure hope my hot streak continues.,-1
You got a little something stuck between your teeth.,64
Ha-ha! Wanna try your luck with that fiddle again while we're at it?,44
"You're not use to losing, are you big guy?",1
How to scam the devil!,44
Check Annihilate!,11
Have you seen The Seventh Seal?,22
Never match wits with a Sicilian when death is on the line!,73
It looks like I just checkmated death!,-1
"And… that’s my soul, mate!",41
"Not today, Mort!",42
I don't need to cheat.,0
See? Just a few speedy moves like this and we eliminate the sudden death option!,8
What was that about Bobby Fischer?,68
Mate! I get to play for Washington!,4
"Go ahead and give me the finger, sucka; you got your butt kicked!",12
Another win for Ukraine,88
"Just forget it, check mate, I’ve got the last move.",38
You thought that Bill and Ted were the only ones' who could beat you!,-1
Get over yourself.  Everyone knows chess is dead. Its about Pickle Ball now....,2
Checkmate! And this is for Max!,15
Why are you smiling?,-1
Check mate!  Another game?,-1
Really? Did you want to check out also?,3
"Wow, I've never had instant regret winning before!",1
Does this look infected?,-1
"Come a little closer,…I DARE YOU TO MAKE THAT MOVE!!!!",-1
"Oh, ok! Well, you know we just gonna keep playin' until it's not a game anymore anyway!",4
"As Tarrasch once said:  ""Before the endgame the Gods have placed the middlegame!""",10
Just like Bill and Ted!,74
"Did I hear each player say: ""I win, you lose?""",1
And that’s how I beat Deep Blue!,-1
"You come at the Reaper,You Best not Miss",36
Oui Death ! You can’t beat me I am Mark Zuckerberg  I will take what is yours win the bet money and  won’t even pay taxes on it .,5
Double boosted.,17
Don't you realize who you're trying to cheat here?,0
F*** me? F*** you. I won.,1
"You think you know how to play the clock, eh?",18
You bet my life I won this.,1
Dresscode to d7. Checkmate.,14
"Die, Loser!
Oh, Ooops!",-1
The movie didn’t show the eighth seal: it’s in my ass!,22
Jim realized he was just a pawn after all,0
"Now, THAT is your “last” move .",19
"I told you... you will never defeat me""",34
My condolences.,0
Checkmate! I told you that your intimidating costume wouldn,14
Checkmate.  My Little Pony is the best cartoon all-time.,-1
Checkmate!  I've cheated Death!,11
I finally beat you!,34
Na Na Nee Nee Boo Boo!,52
"You see, the horsey moves in an L shape",62
I said it's time to check out not checkmate.,9
"When you think you've cheated death:  double check, mate!",0
Two out of three!,23
You say Sudden Death; I say Checkmate!,11
"O Death, where is thy King!



Laura Hogan
Palos Verdes Estates, CA",7
Okay! I pick justice Roberts!,66
I’m in my Queen’s Gambit era!,24
It wasn't the first time Houdini had cheated Death.,0
Do I detect the slightest hint of death-peration?,37
Check Mate! Now where do we go from here?,3
I was easy the one. Now you gotta play taxes.,5
Play dead”,37
Cheating Death?!? I won fair and square!,0
Mate! That's one match each! No sudden death tiebreakers!,20
Republican & Heritage Foundation chess game about whether he wins or loses will sign his life over just having support for office!,2
Checkmate!  I've won enough timeto play another game!,31
"Don’t insist, I promised myself I’d carry my winning strategy to the grave.",-1
"Having recently cancelled his Netflix subscription, Greg became unstuck when, in filling the voids in his evenings with themed parties, he invited his mate, Grim, to ‘Squid Game’ Night.",4
Gambit schmambit!,45
"Now you're a pawn in my game, chessmate!",48
Why do I have this feeling that you're not going to let me go....,-1
Bold sacrifice,77
Nice move. End Game.,19
"Actually, that move is illegal. Trust me, my frat brother told me so”",-1
"Sure, you can use it. It's a killer move!",8
I guess that you don't know what you won...,1
That's what you get for being such a Kharon.,61
"Checkmate, Go Back to Hell!",82
Enough games! Tell me where Harry Potter is.,4
"No, you'd better check again, mate.",3
"That's 'check' and 'mate,' mate!""",3
King and pawn return to the same box after death.,-1
"Oh that's very mature, I win and you give me the finger.",12
It's a new move - 'Queen's gambit deceased',24
Another round?,67
"There, I win. Now bring my boo back.",-1
"Facing little chance of success, Ebenezer used the Wing Gambit and surprisingly soon had the Ghost of Grandmasters Past in check with his Bishop.",24
"Uh huh.  Kissy, kissy?",43
"Tell you what, best two out of three, but this time, lets make it interesting.",13
Checkmate! Now dance!,15
Did I mention this is strip chess?,2
No no need for vulgarities. It's not cheating!,0
I told you I’d beat you if it was the last thing I ever did.,34
Does this mean I get to watch season 2 of Squid Game!?,4
Is it OK to say Hello to the queen ?,6
Bergman's Gambit,-1
"Checkmate by ""dead position"" how the tables have turned.",38
Now I'm ready to take on the IRS!,5
Best two out of three?,13
You do realize that Armageddon chess favors me?,2
- Checkmate Mate. You are dead.,-1
"During the lockdown, I was throwing games to keep you occupied.",4
"Checkmate,baby. You're dead.",-1
I used the profits from the IPO to buy all the bishops on both sides so they work for me now!,28
You should believe Republicans when we say we're going to kill your queen.,6
that's what you get for playing a Bergman film devotee....,16
I like this move if you do.,25
"Before you make another move, let me tell you how you could make a real kiling with NFTs",-1
You want to see me without my mask?,-1
I won!  Can you do your job without your scythe?,30
Checkmate again! I’m killing it here!!,15
"You took your hand off , so that’s your move!",-1
"You haven’t won yet, and I’m 200 years old.",1
About time you picked that booger.,-1
"Not so good for you, punk !",-1
Checkmate!  Time for me to reap the benefits!,15
A fleeting victory,90
I'm not sure you understand how this works.,1
Health check.,3
"Again, I'm not going to play you for 2023.",-1
Ha! Bet you never saw it coming!,26
Ha! I’ll teach you but it’s going to take time. Lots and lots of time.,4
Have you seen the Queen’s Gambit!?,24
Why so grim? It’s just an endgame.,29
"Can’t lose, not today",1
"Happy?  Now let's go, I hate grumpy ones anyway!",-1
"Checkmate! So as per our bet, I get to travel the world meeting new people and you now have to live forever as an investment analyst on a restricted diet with alimony payments and an allergic reaction every time you visit a bar. Have fun!",-1
"Checkmate!  ...And guess who's neve filed a tax return, either.",5
I was promised a cute Redhead. Who are you?,-1
Me: Checkmate   You: I don't think so!,9
Can you visit my ex boss' house when we finish this game?,-1
Are you SURE you want to do that?,25
‘ To the death’ is just an expression.,37
You've lost your touch,12
"One positive move, one false positive.",8
And that's checkmate - so much for your intimidation costume.,14
Aha! Fell for the death gambit!,45
Your dead ! Check mate,3
"Die, motherfucker!",-1
"Didn't think I could do it, did you?",26
You really should stop insisting on playing black.,27
I won. Your problem? The ME of tomorrow.,-1
"Now, do you get cryogenic freezing?",-1
Cheating death is the oldest trick in the book.,0
A fallen queen for a fallen Angel!,6
I hear there is a guy with a fiddle in Georgia you might be able to beat.,44
"I'm sure this is symbolic, but honestly, I'm just happy to win one.",1
"No Mulligans in Chess, Steve",2
"You won the key to the kingdom.  Unfortunately for you, it's a skeleton key.",7
"I win!”  (But, did he?",1
"No worries, I'll win the last one.",1
"Nope, not gonna resign",-1
"You really suck at this game, Kevin.",4
Double or death?,46
"No, you can’t eat the pieces!",47
Celebrate now but I always win in the end,1
I wouldn’t be caught dead doing Bishop to Queen 7,28
Do you really want to go there?,-1
"You got climate change, Covid and Ukraine, but you didn’t see my Twitter move coming, did you?",-1
"You lose, now go testify before the January 6th Commission!",-1
Death! I have beat thee at mine chosen game of skill and now you must deliver what was promised: a look at your weird football-shaped ass.,37
I never expected a simple game of chess to summon the dark side. Checkmate!,2
"Nope. I'm not going to say, ""Your move.""",25
Bet you never thought it'd be something as simple as fruits and vegetables!,47
"Hey!  I'm right here, standing up, smiling at you.  Of course I'm cheating!",0
"Best two out of three for the ring?  Sure, but good luck getting it resized.",13
"Give me back my goldfish, my Granny, and my boyish charm!",-1
Mate  in three after life in four!,23
"Check me out, mate!",3
C’mon Mr. Stokely. I gave Elon a hell of a deal.,63
"Sam: I didn’t expect to see you so soon, Ruth.",26
"Man up, you closet queen.",6
Watch your manners.,-1
Best of 3…million.,13
Ha! And they said I couldn't beat you!,34
So like I was saying…I have a photoshoot with Lucifer after this match. Do I have anything in my teeth?,64
"Your days are numbered, my friend.",42
This is 1 guy you will never beat.,-1
Where's my scythe?,30
I win! You’re dead!,1
Aha! I win. You lose!,1
Reap this‐checkmate!,-1
"Okay, two out of three Wordles, and that's not a question.",23
Are you giving me the finger?,12
Dead Draw!,67
Guess what? I don't pay my taxes either.,5
See… check mated you!,30
Better to beat Death than to cheat Death.,0
"Checkmate, I win, best of 2 out of 3?",31
Gotto go--hot date in Samaria!,85
I didn’t see that one coming.,26
What do you mean? “I checkmate your checkmate.”,9
Between us— does my breath smell like garlic?,64
"Oh no, no, no, you can have your queen, my mistake.",6
Checkmate-I bet you didn't see that coming.,9
How would you like to suck my dick!,-1
Ha! Does this mean I get to have my Friday with the boys??,42
Now if I only could beat Taxes.,5
"My pawn sacrifice fooled you, didn't it?",77
Just because the Knight in that old Bergman film lost…,16
The knight is always a lifesaver!,33
"Gotcha! And you thought you
could beat me at your own game.",34
my eyes are up here buddy,18
You took my king; I shall take your crown.  You lost.,7
There's nothing quite like staring Death right in it's face!,37
Usually I sneak up on people…,-1
I absolutely CAN change the rules mid-game!,-1
"It's over...but then you know what that's like!""
Heidi Roe, Myrtle Point, OR",51
Ha! I win! Now kill me!,1
Booyaa! Bet you didn't see that one coming!,26
"C'mon, make your last grim move!",84
Nobody forks me like you do,-1
"That's not fair, I've been trying to take the Queen for years",6
"Hey Greed, I hope you've been a taught a good lesson - Beirut",48
"That's checkmate to you, AND your intermittent fasting.",9
That's check mate and now I own your boney ass.  And I want you to only kill yourself for the rest of eternity.  Talk about your basic conundrum.,-1
"I know it's short term, but I'm going to beat you permanently next time.",34
At least let me cheat in the game of chess vs the game of life.,2
"Ha, you owe me another 30 days.  Double or nothing?",46
"Checkmate! Again! Another 100 years for me. See you 2122, looser.",35
"Grim, Skrim! Checkmate!",86
losersayswhat!,40
"And for five more years, I can teach you Nimzowitsch Defense.",-1
Where do you think you are? Washington Sq. Park?,-1
L’chaim!,52
Nice strategy. As a side note did you buy green bananas today?,47
Maybe you should consider another line of work!,-1
Ha! I have checkmated death! Put that in your pipe and smoke it!,-1
TOP THAT MOVE !,8
"If you place that piece, i will steal your soul for eternity",50
Checkmate! I've never felt so alive.,11
"So, you want to test the reaper...be my guest .....",36
Haha - no longer a pawn in your game!,48
I recognize you. I voted for you Donald,1
Careful - I don't respond well to 'Checkmate'.,9
"Haha mate in thirteen, your move",-1
Mefistofeles: Okay Faust. You win again.,-1
My white knights are out-trending your evil kingdom on Twitter. I win.,33
Stop picking your nose. Check mate.,55
"This is chess, mate.",2
King me you idiot!,7
See you on Samarra!,85
"Okay then, Block THIS!",-1
"If I beat death, what will I do next?",21
Checkmate again! Your problem is you are so predictable.,15
"'That went a lot faster than I thought.
Now what?""",-1
I am just a pawn… in the game of life.,48
"Yeah, you see that? Even when I play chess I'm a douche.",2
Perpetual check.  That means I get YOUR job!,-1
That move is really mate!,8
Glory to Ukraine!,88
You should have picked Scrabble!,-1
Check Mate!  I'll see you very much later.,3
"Checkmate! Phew, not a moment too soon; I'm still catching up on emails!",15
„Hey! I said j‘adoube!“,52
"Ha check mate! Now, please… kill me!",3
Hmm… I’m not used to people playing fairly,4
"Pyrrhicmate, I assure you.",1
Maybe you'll have better luck in the Ukraine.,88
"That's one small step for a queen, one giant checkmate for death.",-1
I love cheating death.,0
"I didn't cheat you, I just beat you.",0
Don't talk to me about dress code!,14
"It's not about winning or losing, it's about who's a sore loser.",1
"Taxes, and therefore tax accountants, are every bit the equal of Death.",5
I always win.,1
"You lost… passed on, departed, gave up the ghost, slipped away, kicked the bucket, breathed your last, succumbed, met your Maker, went to the Lord, were called home…",-1
"Win, lose or draw... The outcome is still the same.",1
Soulmate bitch,41
Who says I can't cheat you? WINNING!,0
"According to Ingmar, I'm supposed to win.",1
It doesn't matter who wins,1
And you said I couldn’t beat you!,34
And you thought that you were too BIG  for this table.,-1
Death: What do you mean you found a cure against aging?,60
Is Checkmate really worth your soul?,41
"No, I am not going to do 'two outs three'.",23
Checkmate!  Don't ever think death has the last word.,11
"Ok, but I'm still taking your dog.",32
"Don't feel bad, I saw that movie ten times.",-1
"And, if you buy timeshare resale, you’ll be savings thousands on this incredible vacation product.",-1
"Beat you again,you old bag of bones!",76
"Yes! I won. I get to stay with Covid, inflation, overturned laws…wait, I didn’t take my finger off yet.",1
"Instead, I'll  just resign my Queen, capitulate the game and 
in exchange you stick that boney finger where the sun don't shine.",6
Sit down moron! It’s my move!,25
"No, no, you can't do best of three in this game",13
That's OK; chess isn't really on-brand for you anymore.  Maybe you should consider a TikTok challenge.,2
"Damn it, Bergman!",16
"Lettuce, yes, lettuce!",47
Queening your pawn does not equate to resurrection...time's up.,6
I’ll take the invisibility clock,18
"You may have won,  but you have spinach in your teeth.",1
Beat you again you Son of a Bi...,34
"I didn't cheat, Grim, I swear!",0
"I Told you, you say Check Mate, not Trick or Treat!",3
Checkmate! Now let’s go we’ve got a 2:30 with Senator McConnell.,74
Checkmate! Now you *have* to kill me,-1
Just sign over all the Twitter shares and no one gets Hurt!,-1
"Guy: Checkmate!

Death: Can I be White next game? It matches my fingers.",27
You beckon? I come - Checkmate!,39
"Check mate! Haha. You know I'm kidding. You win. Haha. Sorry, can't stay, gotta go. Forgot I have an appointment. Haha. Bye!",3
"I'll go with ""Adjournment.""  Now get out of here!",18
"You win, this time.",1
"Sorry, you can't suddenly say it's two out of three.  Checkmate buddy!!  I'll see you when I see you . . . .",23
"That's checkmate. Hand over the sickle, Grim.",-1
"Wow, you didn't see this coming, did you?",26
Ha! Paper beats rock!,34
Ukrainian Gambit!,-1
Checkmate!  I knew the end was near!,31
"you may won now, but
when you're time run out, we will have a re-match.",1
"we all lose sometimes, mate. At least once.",1
Sure. Bring it on.,-1
"Screw the Seventh Seal, that’s checkmate.",22
The Seventh Seal? Never heard of it.,22
I learned that move from a 7-year old YouTuber!,49
Death be not cowed...,-1
Mate Death...You Stupefied Sucker,-1
I prefer to open up with the Omicron Variation,10
"Ha! Didn't see that comin', did you!",26
Ha Grim! I beat death! Wait till I tell everyone that taxes are the only sure thing.,5
"They said it can’t be done, but four moves ago…I cheated!",0
You know you can't win this game.,1
"Oh well, it must have been nothing behind you. Anyway, checkmate.",9
Ha! Grim Reaper? How about Hooded Woodpusher?,36
"Ask not for whom the Queen trolls, she trolls for YOU....",6
Ok.  How about best 3 out of 5?,13
Toldya I kill at chess,2
You'll never know how good it feels to put you in checkmate old man!,-1
"From now on, the only activity that you will be able to do is lose to Bobby Fisher for eternity.",68
There! Come back next year.,72
You know very well you can only castle once!  You’re killing me!!,-1
It was a short lived win,90
There! Who says you can't cheat death?,0
You can keep your 'best of 3',13
"If you flip me the bird, I will show you my shiny wedding ring!",12
"Haha ya dumb Reaper, king me!",36
"Checkmate, you play like a toddler.  It's hard to believe your ""claim""  that nobody's ever beaten you twice.",31
Sorry dude — no backsides.,-1
I have another interview after this.  Do people typically list 'victory over death' as an honor or an experience in their CV?,-1
"What's the matter Grim, cat got your tongue?",-1
I think you should really be taking something for that arthritis.,17
Checkmate! Now you know how it feels.,15
I’d rather win than keep the game going indefinitely. What do you say?,4
"Take my king, these bunions are killing me!",7
You know what happens to cheaters.,0
"Death, be not proud, that's a check and mate!",81
"This required one life, but at the end...",4
Life’s just a game to you is t it?,4
"How about a cheque, mate?",3
"You saw that Bergman film too, huh?",16
"April 18th: Jared decides to instead take his chances with the first certainty, Death.",-1
"Okay, Death. Let's see if you like where I take YOU.",53
Checkmate? Do you really want to make that your last move?,38
"Checkmate, now give me my outfit back!",14
Sudden Death indeed!,20
"Check mate! , see you next year chump!",72
"Just buy a computer, death.",0
"Bro, you're being a sore loser. No one's ""cheating you"".",0
Check mate! Best of three?,13
"The two things every man loves: drinkin’ coffee, smokin’ crack, and… fuckin’!",-1
You can't move there. Don't try to cheat death.,0
You ought to be in movies.,49
"Gotcha! Or to put it another way,... best out of three?",13
"‘Next month we play checkers, and I get to start with the white pieces!",56
"There will be a grim price to pay when you reap my King"".",7
Let’s play the game of Life instead,4
"You found out the hard way: the three certainties in life are death, taxes, and never go up against a Union Square hustler!",5
"C-H-E-C-K! I'm a whiz at Wordle as well.""
""D-E-A-T-H! Me too.",-1
"You cheated,death!",0
I said death of a salesman Mike…  @kelseyyy_danielle,-1
"Middle digit, Hah!, Check mate Bones",12
"You may win in the end, but right now it's one to nothingness!",1
"Justice Alito, it appears that the queen dissents.",66
Immortality mate!,60
"Win if you can, lose if you must, but always cheat.",0
"I'm an AI robot, checkmate !",15
"Checkmate, Senator McConnell!",74
"In THIS game, I take your soul.",50
"Good heavens, I just noticed that the bishop I have been playing is actually one of your fingers!",28
There’s no way in hell they’d allow that move,-1
"Gottcha!  Ya didn't know I'd seen ""The Seventh Seal"", did ya?",22
In your face! Oh sorry.,-1
"That's technically checkmate, but I don't think it's a good idea for me to win against you.",31
I thought I’d choke.,-1
I wouldn’t be so confident if I were playing Putin!,65
Ha! You’re really dead now!,54
"Death, Scmeath…Checkmate!",11
Take my queen and suffer the consequences.,6
"Too bad,one hell of a move.",8
"Fine, you’re better at chess than me, but I always win.",2
"Ha! I win again, Reaper! Now go back to Hell...and ask Satan for a chess lesson while you're there.",2
"If I win, I live, right?",1
"This time I didn't cheat.""",0
"Checkmate. I’m Elon Musk, sucker!”",15
"Look at my face and say it 'checkmate'""",9
The match is over when I say it's over.,51
"And that, my friend, is the infamous Seventh Seal opening.",22
your ivy league education and corporate job doesnt win against me.,-1
"Suck it, Death. Now give me back my wife!",-1
Kim just eat some sugar and carbs already,47
Checkmate bitch - get your ass back to the River Styx!,-1
Killer save!,-1
Cheating at chess; hard to do. Cheating death; impossible.,2
You’ve taken masking to the next level,-1
"That’s right, you heard me… your breath smells like … well, you.”",64
"So, this is what ego death feels like?",37
"You win the bet, I'm buying.  Pick your poison...heh heh heh.",-1
"Checkmate, so bring Ingmar Bergman back.",16
"No clichés, please. I’ll let you go if you tell me something new and original",42
"Checkmate, Death.",11
Why are you so chipper?,-1
Have you ever heard 'Life's a game you wanna win. You might want to reconsider that move!',-1
I’ve cheated death once already!,0
Do you have a place in mind or just the standard underworld?,-1
I always make the last move.,19
"Make my day....check me, mate.",-1
Now you die.,54
That comfy robe can’t help you.,14
You dare cheat Death?,0
Did you say mate?,3
Checkmate! Yay…I don't die today.,11
"-sorry, your time is running.",18
You said if I win you would pay a visit to my ex-wife!,-1
Do you really believe this move will stand Mr. Alito?,66
A deal’s a deal: I believe you owe me a more risk-averse disposition?,63
"Wrong finger, loser.",12
"Best 2 out of 3? If I win again, I get to keep the sickle?",13
Has it occurred to you that maybe you’re getting rusty and not everyone’s a cheater?,0
"I've cheated on my taxes, but I'd never cheat you.",5
"Can I interest you in a life insurance policy with LOW, LOW rates?",70
It wasn't a good idea to rush to the end.,10
The ‘Keith Richards Gambit’. Checkmate!,24
"Checkmate! This time,Trevor from accounting!",5
What’s therapy?” asked the white man,27
Don’t call me mate!,3
"Watch my lips, at least I’m a chess player and not simple a chess piece.",2
Are you ready for my move?,25
"You see? If you move your knight here, you can't lose. Go again?",33
"Hey, that’s life!",4
Whadda you mean my time has come? You've not even punched your clock yet.,18
God please save the queen,6
That's 2 souls for me! Double or nothing?,46
And we have a great 402k and whole life policy,70
... Long live the king!,7
"No, I'm not interested in having you try again at checkers!",3
"Surprised? One look at you, and I knew you'd attempt the Scandinavian defense.",73
And you wanted to play pick-up Styx!,-1
I will never take my hand off.,12
Who's got the last laugh now?,71
"Checkmate.  I lose, right?",31
I cannot tell you how surprised I am!,1
Scheherazade strikes again!,30
You can't say I cheated you again!,0
How To Cheat Death: Politician’s Edition,0
Ha! The Kiss of YOU!,43
HA HA—Fool’s Mate!,3
Checkmate! Now can I go back and finish my Final Destination series binge-watching?,-1
Checkmate!  I've beaten death once more!,11
You win! So I’ll recommend you to spend your eternity in the Chess Room from Hell.,2
I win the bet. I want your cloak.,14
"That's it, big fella.  Back to the Styx.",-1
"Go to Heaven
Checkmate!",82
Checkmate! You reap what you saw.,9
Now you owe me twenty bucks!,-1
And THAT is how you win a game of Checkers!,56
"Don't worry! I sold my soul to Google, too! Checkmate.",41
Check mate and the middle finger is the best you git!,12
Checkmate! Now bring back Liberace!,15
"Checkmate! Better luck next time, Reaper. The IRS wins the Most Dreaded title for the seventeenth year in a row.",5
This winning streak is goimg to be the death of me.”,-1
"You are clearly not much into old swedish movies, don’t you?",49
Ha! Got your Queen!,6
51%. Checkmate.,9
"Just between you and me- should I go with this, or ""Little Red Riding Hood"", for next month's tournament",1
And that's how recycling will solve climate change.,-1
You should have checked up on my background.”,-1
Triple jump and now king me.,7
"It's too late, you ran out of time",18
"I saw your finger move, black knight: you die!",33
"Yes,my affairs are in order.",42
Ha! Check-mate!  Now you have to go and LIVE!,3
Aha! Seven in a row seals it. I live.,22
Checkmate you fuck,15
Checkmate!  I get to keep my soul.,41
Ha!  The Von Sydow gambit!,-1
Now I don't know how I could lose.,1
Bet I beat you the next time we meet as well.,34
How about a badmintem next?,-1
The Constitution Survives!!!,-1
To your peril!,-1
I knew I was better than Bergman...,16
Boom! I win! HA-HA! I'm not some goofy asshole during the Crusades. I'm a modern man! I have cocaine! Do you know how good that makes me at this??? I'm going to live forever because I don't have empathy!! Ha! God is dead!,69
I'm death. What did you think you would win by playing me?,-1
That makes us tied!  Now for the sudden death round…,20
Checkmate!  Now you have to become an accountant.,5
"You might have won, but I'm a sore loser.",-1
And THAT'S how you beat death!,21
"You’ve killed my Queen, now I’ll have to kill your!",6
Ha Ha... That move is called 'Eternal Life'!,-1
King me!,7
"Hah! Sorry, but I cheated you fair and square.",0
Checkmate doesn’t mean you’ve cheated taxes too,5
"This time it's for Good...
Checkmate!",15
I should have thought better before playing the IRS - the only other thing that can't be beat.,5
"Look at  that,now what you gonna do, your dead man dead.",53
That’s the last time I’m letting you cheat!,0
And CHECKMATE right back atcha!,15
Whaddya think of them apples??,76
Ha!  You can see a thousand years into the future but still lose to a mate-in-three!,-1
"You lose, now get lost.",1
GOTCHA!  I win.  I get to be 15 again!,1
Not this time. Checkmate!,15
Your rating is going to take a hit.,-1
Rents DECREASE!,5
We both know this move isn't possible.,25
"Knight, knight",33
Are you sure life is like a game of Chess?,2
"Check Mate, again. 4 out of 7?",13
"Actually, YOU can’t cheat, Death.",0
We're square now.,-1
now i’m the bone man,76
Who says I can’t cheat?,0
Now murder my in-laws!,-1
"No, Mr. Scrooge, you're coming anyway.",-1
Who’s braindead now ?,87
"No hard feelings, right?",-1
"Pawn me! Oh,wait …",48
"I just had a great idea for a silent movie!  I’ll call it, ‘The Seventh Seal.’",22
"Ron check-mated the oddly dressed stranger, painfully unaware that he was playing with Death.",11
Come here. I’ll show you checkmate.,9
Ha!  That's the move Bergman missed!,16
You're thinking ahead way too much,-1
You shouldn't have bet your home on a chess match! Now where are the keys?,2
"Checkmate! Now give me Twitter, and you can have my soul.",41
Checkmate — abortion is legal now!,58
You mean I cheated for nothing?,0
I may not cheat you at death but I can checkmate you in life.,0
"You are coming with me, and I will show you a real checkmate!",-1
"Big Blue ? You""re joking ?",27
"No! My queen?! You're killing me Larry, you're really killing me!",6
And that's for Max von Sydow!,-1
You say that like it's a good thing.,43
Got you with the ghoul's mate.,3
Cis white checks black death!,27
"Don't feel too bad...I just won a fiddlin' contest in Georgia, so...",1
Checkmate u crusty bitch,15
Aha... I won ya!,1
Why so serious? Check Mate. Lets go !,3
That’ll be ten additional years.,35
"Now, that's what I call a death blow!",-1
"Hah!  That's checkmate!""
""Oh, dear. Really?",9
"take that ""Dark Lord""",33
