,caption,topic,aggregated_theme
25307,i've been having a little trouble staying faithful to the wife.,0,Mariage
26740,this next one’s called “i’m a failure and my wife’s leaving me.”,0,Mariage
25305,my wife got tired of calling to ask when i'd be home...,0,Mariage
21012,"no, it's my wife's sense of humor.",0,Mariage
11841,my wife disapproves of our friendship. she says you're too seedy.,0,Mariage
11285,my wife is becoming suspicious.,0,Mariage
11529,worst part is my wife is still in bed,0,Mariage
18398,"i am looking for my wife, have you seen her around?",0,Mariage
14119,fetch me my wife.,0,Mariage
18395,better than that other ball and chain of an ex-wife,0,Mariage
26732,this one is dedicated to my lovely ex-wife.,0,Mariage
30846,your wife redecorating again?,0,Mariage
17321,my wife finished her thesis.,0,Mariage
11528,"sorry, i am late. took me an hour to kick my wife out of bed this morning.",0,Mariage
17317,my wife is missing.,0,Mariage
27344,"my wife couldn't make it, but she sent a replacement.",0,Mariage
27722,reminds me of how i met my first wife.,0,Mariage
24486,"sure, i'll work some overtime, let me ask my wives.",0,Mariage
25944,my wife keeps telling me not to bring my work home.”,0,Mariage
20967,wait 'till you see my wife!,0,Mariage
14367,and here's a little something from the wife...,0,Mariage
25292,my wife's design.,0,Mariage
30839,i always feel like you're taking my wife's side.,0,Mariage
31252,i hope your wife doesn't mind!,0,Mariage
25286,my wife likes to keep tabs on everything i do.,0,Mariage
11624,it's harder to balance work and life when i'm fucking my wife.,0,Mariage
32481,"hmm, you're having delusions that your wife is a funny looking animal?
take two of these in the morning.",0,Mariage
23939,this is my wife's idea ever since i broke our fourth laptop.,0,Mariage
16879,i think my wife is trying to tell me something.,0,Mariage
31543,so i guess now’s not the best time to tell you i slept with your wife?,0,Mariage
15761,your wife called to tell us you had forgotten your reading glasses.,0,Mariage
22093,"i said to my wife ""no more commuting i am staying put.""",0,Mariage
22092,the wife kicked me out mid-sear.,0,Mariage
11527,"yeah, the wife and i are having problems, why do you ask?",0,Mariage
29172,"as i said before your highness, there currently is no cure for heheading…i am sorry for the loss of your wives...",0,Mariage
23931,my wife hates it when i bring my work home with me.,0,Mariage
23929,my wife says my work has become an obsession.,0,Mariage
15757,another place setting for your wife? of course!,0,Mariage
25282,my wife's the jealous type.,0,Mariage
22114,wife hates the fumes.,0,Mariage
32479,my wife!  tell her i went to get cigarettes.  i am doing magic with the butt.,0,Mariage
25977,she hates when i bring my work home,0,Mariage
26716,"i'd like to dedicate the next song to my ex-wife. trudy, this one's for you.",0,Mariage
25276,and my wife said i wouldn’t find a use.,0,Mariage
23923,we just had a baby. my wife wants me to practice throwing things up without spinning it at the same time.,0,Mariage
25274,you're lucky your wife trusts you.,0,Mariage
24478,could you have your wife put on rouge?,0,Mariage
25273,i'll be in touch later. have to take a look in my apartment. i think my wife is having an affair.,0,Mariage
22083,what? my wife declared her independence from me.,0,Mariage
25271,"apparently, my wife still hasn't got over the fact that i cheated on her.",0,Mariage
11621,my wife complains that i take my home to work with me.,0,Mariage
16113,your wife engaged me to clean up your act!,0,Mariage
11830,you're wife is gone.,0,Mariage
35708,never encourage your unemployed wife to get a new hobby.,0,Mariage
22071,the wife says my retirement is causing her too much stress.,0,Mariage
23909,my wife hates when i bring work home with me.,0,Mariage
19729,the wife leave you too?,0,Mariage
26711,"'i'd like to dedicate this next number to my ex-wife.""",0,Mariage
18444,oh look sam! your wife is back.,0,Mariage
15752,where did you hide my wife?,0,Mariage
36012,i told my wife to make me a sandwitch!,0,Mariage
34670,my wife’s on a work trip this week.,0,Mariage
16492,my wife makes a strong point,0,Mariage
15744,is my ex-wife still looking this way?,0,Mariage
11524,i made the mistake of complaining that my wife never makes the bed.,0,Mariage
22068,"i suspect that my wife was cheating on me with bjorn, who was a contractor we hired to work on our house.",0,Mariage
25266,"to tell the truth, they're my wife's idea. something about keeping an eye on things.",0,Mariage
22062,my wife says i spend too much time in the backyard and suggested i get out more.,0,Mariage
23900,my wife tells me i need to leave my work at home.,0,Mariage
26708,this one goes out to my ex wife.,0,Mariage
26707,"and now, an ode to my ex-wife.",0,Mariage
15740,your wife left half an hour ago,0,Mariage
25259,"hey, you want to see some pictures of your wife sunbathing?",0,Mariage
25256,my wife makes sure i come straight home from work.,0,Mariage
26704,and this next piece is for my ex-wife.,0,Mariage
20854,my wife left me after this one.,0,Mariage
22031,wife and i had a little argument. she said i needed to speed it up.,0,Mariage
25254,they’re chastity suspenders with a live video feed to my wife.,0,Mariage
22029,my wife kicked me out. why are you here?,0,Mariage
26702,this next one’s dedicated to my ex-wife.,0,Mariage
24409,you ask about my wife's inner child?  may i ask which one?,0,Mariage
22023,my wife says i need to get out of the house more.,0,Mariage
25945,my wife tells me to stop bringing my work home!,0,Mariage
19779,kind of reminds me of the back window on my wife's suv.,0,Mariage
20880,it's actually from a carousel but i wanted to fill in the blank space after removing my ex-wife. the way her eyes kept following me around the room was giving me the creeps.,0,Mariage
26701,i would like to dedicate this to my ex-wife.,0,Mariage
16912,"i'm trying to reach my wife, edict.",0,Mariage
26700,this next piece is dedicated to my ex-wife.,0,Mariage
33324,how am i gonna explain this to my wife?!,0,Mariage
15735,"no, i'm afraid i didn't see your wife leave either.",0,Mariage
30819,this is how i got in trouble with my first wife.,0,Mariage
20547,i got it when the circus closed it reminds me of my ex wife,0,Mariage
25245,"it's my wife, she thinks i'm cheating.",0,Mariage
16904,"wait, my wife just sent me a message.",0,Mariage
15772,may i suggest “may i ask you to repeat what your wife just said about tonight’s specials.,0,Mariage
24431,my wife,0,Mariage
19788,"my wife's family, i'd know 'em anywhere.",0,Mariage
20849,"as it turns out, my wife had something else in mind.",0,Mariage
30818,my wife hates me. my kids hate me. my boss hates me. why am i not president?,0,Mariage
11971,sorry. my wife kicked me out.,0,Mariage
30810,for some reason i am reminded of my first wife,0,Mariage
22018,my wife loves it when i bring work home.,0,Mariage
22016,my wife said i had to get another hobby.,0,Mariage
15442,it looks amazingly like my wife and kid.,0,Mariage
26662,you ain't seen nuthin lady...,0,Mariage
13500,does your wife know you are here?,0,Mariage
22009,"my wife told me to ""get a life.""",0,Mariage
13499,your wife will never find us here.,0,Mariage
22007,my wife says i need to unplug.,0,Mariage
20558,it was easy. she reminded me of my ex-wife.,0,Mariage
12226,and i haven't seen my wife since the gullivers were here.,0,Mariage
34871,this conversation may be transcribed or recorded for quality assurances purposes or for keeping an accurate account of this conversation for my wife.,0,Mariage
11419,sadly you wife saw how much this surgery costs,0,Mariage
21975,my wife runs the show at home.,0,Mariage
21974,"my wife said ""not in my backyard!"" so i left.",0,Mariage
22832,"i've loved you for 50 years. if my wife finds out, she's kill me !",0,Mariage
11418,next time i'll show you a picture of my ex-wife instead of my kids when making small-talk.,0,Mariage
15465,i commissioned it -- it's my wife and little timmy.,0,Mariage
22002,the wife said i needed to get out more.,0,Mariage
32433,"no, greg! i won't tell your wife you caught an std. what would make you think i'd rat you out?",0,Mariage
25232,my wife forgave me for the affair.  with conditions.,0,Mariage
16931,just got the news from my wife!,0,Mariage
16929,ummm...i think my wife knows about us.,0,Mariage
31207,please tell my wife that i'm still in a coma,0,Mariage
24419,my boss told me to get my wife in order.,0,Mariage
20576,this is the only one my wife likes.,0,Mariage
21991,my wife said we’re doing a staycation this year.,0,Mariage
25224,"i see your wife has got you on the ropes, to get it perfectly done before sex with you.",0,Mariage
11379,"dr. phil, i barely go out, but my wife complains that i run around too much. can you help me?",0,Mariage
27674,"i noticed you got a little choked up when i mentioned your wife""",0,Mariage
20818,my wife wanted to add a touch of whimsy.,0,Mariage
27673,"good news, you’re wife is not the one suffocating you.",0,Mariage
20815,"no, i had it made. got me a young wife, though.",0,Mariage
17369,"yea, my wife said she'd ""kill me"" if i didn't run her errands today. i think she's serious.",0,Mariage
17923,"seems like i hear so many of them saying, 'my wife doesn't understand me'.",0,Mariage
23876,my wife thinks i’m a workaholic.,0,Mariage
32743,"and that, my friend, is my ex-wife.",0,Mariage
11517,it's only awkward when my wife sleeps in.,0,Mariage
11849,your wife said she left you because of a chick.,0,Mariage
20584,"yeah. the wife prefers that one, although i'm not sure why.",0,Mariage
16136,i just want you to be totally relaxed before i tell you i’m sleeping with your wife.,0,Mariage
23871,my wife says i work too much.,0,Mariage
33620,"my wife is right there! i'll tell her soon, but for now, you need to go.",0,Mariage
34113,leaf my wife a note.,0,Mariage
23868,and then she complains that i bring my work home with me.,0,Mariage
17409,i can’t tell you how important this is to my wife.,0,Mariage
21984,the wife won't let me do it in the house.,0,Mariage
35116,"if you see my ex-wife floating around out there, tell her i said hello.",0,Mariage
21929,still jousting with your ex-wife?,0,Mariage
32442,"relax, it's for your wife.",0,Mariage
22784,my ex-wife? we had a falling out.,0,Mariage
31554,"""you think our wives will fall for this?""",0,Mariage
15484,she looks exactly like my first wife.,0,Mariage
33065,"yesss, yesss... now call your ex-wife and tell her it was you who peed in her sweater drawer.. it was you all along.. yess",0,Mariage
25211,just a few more leaves and the red carpet welcome you sarcastically promised your wife will be ready.,0,Mariage
11545,my wife got tired of me bringing work to bed.,0,Mariage
23855,i can't figure why my wife left me,0,Mariage
31550,this will be a great way to get away from the wife for awhile.,0,Mariage
14642,"i told you, it was for my first wife.",0,Mariage
17930,"logging hours with her instead of me, turns out cheating actually is a walk in the park.",0,Mariage
21944,"it looks great to me, but i have to check with the wife.",0,Mariage
33087,i’m taking you at your word that you also do this to my wife.,0,Mariage
32466,"it's your wife,again.",0,Mariage
23848,"actually, my life was pretty simple, till my wife brought home that damned guinness book.",0,Mariage
35841,my wife is going to be very upset. i’m toast.,0,Mariage
16540,i'm sure my wife left a reminder. i'll look around for it.,0,Mariage
11644,my wife roped me into this.,0,Mariage
20594,it's actually my wife's sex toy.,0,Mariage
22753,and for my ex-wife?,0,Mariage
18530,"honey, i think your ex-wife is following us again.",0,Mariage
30754,i feel like i'm being consumed by my wife!,0,Mariage
20626,i think my wife is mocking me.,0,Mariage
24367,"i didn’t realize my wife had it, i mean...them, in her.",0,Mariage
16164,"an example of how my wife just doesn't listen to me? well, i recently asked her to make me an appointment with her dental hygeniest, and i wind up at a mental hygeniest.",0,Mariage
22766,your wife says she sees you.,0,Mariage
16162,"alright, let's scrub away all memories of your ex wife.",0,Mariage
28734,"my ex-wife is near the upper right, sort of",0,Mariage
18517,your wife is having us followed again!,0,Mariage
27653,it says here you recently relocated with your wife from eden.,0,Mariage
18515,"say, about your ex-girlfriend, the one you described as ""succulent""...",0,Mariage
16158,your wife dropped these off this morning. she says that you have too many hard edges.,0,Mariage
21932,now if only your wife could keep her trap shut.,0,Mariage
33287,this is going to be a hard one to explain to my wife.,0,Mariage
21870,your wife melania will see you now.,0,Mariage
18510,are you sure your wife doesn't know about us?,0,Mariage
11542,i shouldn't have complained about my wife not vacuuming under the bed.,0,Mariage
25197,"i know how you feel, buddy -- my wife's a rake!",0,Mariage
18506,you're positive you didn't tell your ex-wife where we were going?,0,Mariage
19872,my wife says i’m from the far end of this line.,0,Mariage
18505,i said beam up the love of my life. my wife is not going to like this.,0,Mariage
11541,"""my wife downloads every frickin' app that comes along. it's called insta-bed"".",0,Mariage
11413,your wife suspects that the fire has left your relationship.,0,Mariage
22733,my new wife's playing hard to get.,0,Mariage
22732,"wait 'till i tell my wife, i am the bad cowboy of her dreams.",0,Mariage
35188,your wife just got off on the top floor in her gear. you guys are really taking this honeymoon thing to another level.,0,Mariage
25141,your wife is selling tickets to the rake's progress,0,Mariage
27683,has your wife noticed?,0,Mariage
18542,i still think your wife doesn't trust us.,0,Mariage
30766,"i feel like when i'm here, i get something my wife never gives me.",0,Mariage
14407,"and, a little something for your wife for the effort.",0,Mariage
32736,this is why you never see my wife at night.,0,Mariage
34834,for injuries sustained during a brief incursion with my wife into bloomingdale's lingerie department on black friday.,0,Mariage
15208,she looks like my first wife,0,Mariage
17434,my wife left me and i have no idea why.,0,Mariage
12244,being long-winded doth not impress anyone but your wife,0,Mariage
14656,"yeah hi, it's your wife again. perhaps you could do a better at judging this next railroad crossing.",0,Mariage
16970,"it's not from my wife; that would have been one sentence, written badly.",0,Mariage
16968,i think my wife is trying to tell me something.,0,Mariage
25168,your wife is waiting for valet parking.,0,Mariage
31511,my wife says i have an inferiority complex.,0,Mariage
21848,i met my first wife at a medieval times too.,0,Mariage
30709,the wife told me to bring something home.,0,Mariage
28690,"and i told my wife, melania, that it's mine, all mine.",0,Mariage
25125,can you believe it? my wife thought i wouldn't be able to find a hobby after retiring from the secret service.,0,Mariage
17460,"sorry, i think my wife may have a few things for me to do.",0,Mariage
27931,my ex-wife would brave the risk.,0,Mariage
12386,you're disgusted but the woman that i married would be inspired.,0,Mariage
31133,and then i met my fourth wife...,0,Mariage
27645,"well, i think you should have listened to your wife, eve.",0,Mariage
35187,"once i went into space, my wife won’t look at me any other way.",0,Mariage
22707,i miss my wife,0,Mariage
35763,"yes, i'm pretty sure i dropped my favorite pick between here and beth's house, where she's having some ladies over for cocktails right now. keep shoveling.",0,Mariage
27903,"if my wife finds out, she'll kill me",0,Mariage
27668,"no, i'm quite certain it's er-reptile dysfunction, although you should still be embarrassed telling your wife.",0,Mariage
14185,my wife made it.,0,Mariage
21816,so you said that you're attending your ex-wife's wedding?,0,Mariage
21838,"i realize it’s uncomfortable, but look at it this way. she gets to marry an accountant and fulfill her fantasy at the same wedding.",0,Mariage
25152,my wife gave me the useless task of watching you do your wife's useless task.,0,Mariage
11844,great camouflage bill… your wife will never find you here.,0,Mariage
20679,my wife's idea.,0,Mariage
12231,my ex-wife blew that one up.,0,Mariage
35874,your wife and girlfriend had a fight. there are crumbs everywhere.,0,Mariage
21765,my wife will hate it- i'll take five,0,Mariage
12110,"no, i haven't seen your wife.",0,Mariage
16571,i can’t talk now. my wife and i are having a discussion.,0,Mariage
33598,what are you doing here snowball?!  my wife can’t see us together.,0,Mariage
16192,your wife says your a little aloof-a,0,Mariage
31064,you being my wife's lover are you certain this is ethical?,0,Mariage
26,"my wife said i was lying around the house too much, so i decided to go somewhere else.",0,Mariage
25,"go ahead, my wife does it all the time.",0,Mariage
16187,your wife suggested that this would solve over half of your intimacy issues.,0,Mariage
22,my wife complains that i take things lying down.,0,Mariage
16983,"no problem, my wife reminded me to take a message.",0,Mariage
34710,"what, are you too chicken to sit with both of your ex-wives?",0,Mariage
3,this is how i met my first wife.,0,Mariage
2,my ex-wife puts you all to shame.,0,Mariage
22689,i'll take her! she reminds me of my 1st wife!,0,Mariage
27633,your wife called and asked if you could pick up a few apples on the way home.,0,Mariage
25115,"your wife said as long as i stay behind the rope, i can watch you all day",0,Mariage
30725,"i know, i know, but i promised my wife no more attacks",0,Mariage
33595,"let me guess. your wife kicked you out, too?",0,Mariage
33449,"your highness, the queen asks if you're still feeling prickly.",1,Royalty
33451,"bad news sire, we suspect your new queen is merely a plant",1,Royalty
33452,"thy queen speakith, she doth think thee a real prick.",1,Royalty
33453,"your highness, the queen findeth thou too thorny and a bit of a prick...",1,Royalty
33455,"i see the queen has deserted you yet again, sire.",1,Royalty
33456,"i'm guessing the secret service has gone ""green"" or you really pissed off the queen.",1,Royalty
33457,"your majesty, the word throughout the kingdom is that your relationship with the queen has grown quite...prickly.",1,Royalty
44162,"you will be fine. after listening to you, they think you are the queen.",1,Royalty
44164,but you've always dreamed of being a queen.,1,Royalty
44146,these guys thing every woman is their queen.,1,Royalty
21888,"yas, queen.",1,Royalty
44176,they must be  from the queen selection committee.,1,Royalty
33470,that should keep the queen on the right.,1,Royalty
33471,it appears you are not planning on a queen!!!!,1,Royalty
33472,"you tell the queen ""i'll move back home when her mother moves out!""",1,Royalty
33476,"the queen sent me to assist with its removal, your majesty...but first you'll have to stand.",1,Royalty
24674,"yeah, so i lied too. i am not really a queen.",1,Royalty
6846,t'is her punishment for maligning the queen,1,Royalty
6850,"yes, i think the queen mumbled that in her speech this morning.",1,Royalty
13120,i'll be home soon...this queen is a real bitch!,1,Royalty
13121,but she's the queen ... how could i refuse?,1,Royalty
13122,"honestly, the queen means nothing to me.",1,Royalty
6869,"her majesty is taking the, 'let them eat cake' bit a little too far...",1,Royalty
6857,"honestly, this queen business has really gone to her head.",1,Royalty
12765,you were right. it is good to be queen.,1,Royalty
12766,"honey, i ate the queen",1,Royalty
3923,oh sure... you're the grim reaper and i'm the freakin' queen of england!,1,Royalty
46897,"2015 reaction: wtf???
2020 reaction: thanks for the help, i am going to binge watch queen’s gambit now.",1,Royalty
12693,"we do need a queen, if you're interested.",1,Royalty
12694,the queen just abdicated. what shall i do now?,1,Royalty
3787,"stop dawdling! if you're to visit the queen, i have to finish your boots then get back to the beanstalk before i'm missed!",1,Royalty
33447,the queen wants all your spades.,1,Royalty
2709,"the queen, formerly princess, now testifies that it was non consensual",1,Royalty
2714,"the good news, your highness: the queen's order for silverware has arrived ahead of schedule.",1,Royalty
2715,"and last but not least,the queen has a headache.",1,Royalty
2716,proud new parents- lord and lady jolly green are requesting a royal circumcision,1,Royalty
2717,"this is the queen's ultimatum: ""do you share of the household chores, or else!""",1,Royalty
2721,"sire, your new queen requires me to explain why she feels misled ...",1,Royalty
2723,"the queen suggested that hung in this manner, instead of point down, the crossguard can swing down and knock some sense into you instead of the sword killing you.",1,Royalty
13265,it's my shot at being a queen.,1,Royalty
13266,"i honey, the queen is home.",1,Royalty
48934,will you be my queen of the hill?,1,Royalty
24619,welcome to queen ketchupsut's pyramid.,1,Royalty
12549,i can't go. i've been elected queen.,1,Royalty
12551,"look, she means nothing to me. you're my queen.",1,Royalty
13133,"be patient, the queen is coming around on the price of the sublet.",1,Royalty
13683,"cheer up, snookems, we're very close to choosing a new queen.",1,Royalty
13679,"you went to london to visit the queen, and then?",1,Royalty
13110,they made me their queen.,1,Royalty
13112,the queen in me never sleeps.,1,Royalty
13113,the queen is even more demanding than you are!”,1,Royalty
13114,i'd rather kiss a real queen's ass.,1,Royalty
13115,i've met another queen.,1,Royalty
13118,"it's not you, it's me. i only have room for one queen in my life.",1,Royalty
6761,i like to know what the queen is thinking about!,1,Royalty
38479,her majesty says she does not know what understaffed and overworked is,1,Royalty
6781,it's enchanted so her majesty can tune into the latest pillow talk.,1,Royalty
13697,"dear, could i be queen for a day?",1,Royalty
30832,"i met a gin-soaked, bar-room queen in memphis...",1,Royalty
24709,"okay, but this is the last time: ""prithee, m'lord, i am but a country lass...""",1,Royalty
6787,how else does one shut up an over talkative queen?,1,Royalty
32570,"“i can’t help trying to butter her up, she’s like a royal queen on the cob.”",1,Royalty
12787,they brought back the tv show 'queen for a day'. and i won!,1,Royalty
12788,the queen and i have an understanding,1,Royalty
6956,oh! it's so elizabeth! her royal highness' laundress has finally found a way to silence her majesty!,1,Royalty
14681,queen of the slipscreen,1,Royalty
38575,the queen says to tell you you suck”,1,Royalty
38557,her majesty has decided she wants the soufflé after all,1,Royalty
38525,"i told you to get me a shallot, not the lady of shallot!",1,Royalty
24822,"check, mate, my queen?",1,Royalty
48158,it depends on whether you want to be queen elizabeth or the pope,1,Royalty
13256,i'm their queen,1,Royalty
13258,will you be my queen?,1,Royalty
40307,lucky for me the queen was there.,1,Royalty
24746,"i know i wrote ""treat me like a queen"" on my tinder profile but this is ridiculous.",1,Royalty
50781,"so ms. chaise lounge,how long have you been having this delusion that you are a paisley chameleon?",1,Royalty
6919,"ever since her letters were exposed the queen has increased her ""personal space"".",1,Royalty
38504,"yes, i support the queen’s move to knight all working moms. and yes, i see now what a balancing act it has been.”",1,Royalty
13127,you should know i have a queen but we're in an open relationship.,1,Royalty
13129,"i'm sorry, you need an appointment to see the queen.",1,Royalty
13138,through it all i've always been a queen.,1,Royalty
13140,"you'll always be my queen, honey.",1,Royalty
9025,"wave to ms liberty, darling. it may be your last chance",1,Royalty
13718,queen for a day obviously isn't working. let's try make a deal.,1,Royalty
13732,"sorry, queen tabby, you'll have to remove the cape in order to use that potty chair.",1,Royalty
46517,have you been watching the queen’s gambit?,1,Royalty
12795,i think they want me to be their queen.,1,Royalty
12796,turns out what they're really looking for is a queen. what do you say?,1,Royalty
12801,"yes, i'm getting a divorce. and yes, the queen is better looking.",1,Royalty
12789,"i can't, they made me queen.",1,Royalty
12790,you're still my queen.,1,Royalty
12779,"yes, we do need a queen. i'll buzz you in.",1,Royalty
12785,"this is good-bye, denise. the queen and i have ... ouch! ... something special.",1,Royalty
13130,honey? you wanna be queen for a day?,1,Royalty
13132,"of course i still love you, but my world has a new queen now.",1,Royalty
6970,you can tell when the queen wants to turn up her nose at the rest of us. she always wears the same dress.,1,Royalty
13093,your sweet but the queen got a hold on me.,1,Royalty
13095,the queen hired me as an efficiency expert. now buzz off.,1,Royalty
13097,yas queen!,1,Royalty
38677,"curbside pick-up only, even for the queen!.”",1,Royalty
13645,"yeah, but tomorrow she'll be the queen of spayeds...",1,Royalty
13622,"so, you went to london to visit the queen. then what?",1,Royalty
13623,would you consider ms fluffy down the street for queen,1,Royalty
13625,"hey, queen of spayeds, your dinner's ready.",1,Royalty
33867,"why the moaning? weren't you complaining last time that i didn't fight for your sake?""
vivian avraamidou, famagusta, cypru",1,Royalty
12069,curse thee continual yammerings wench! yon be the only relic of me bygone days of glory aboard the illustrious queen anne's revenge!,1,Royalty
38662,tell the queen we’re out of ‘substitutes’”,1,Royalty
38645,that's not what i meant when i said you would be serving the queen.,1,Royalty
13146,the queen is dead. long live the queen.,1,Royalty
31804,"sorry, but her highness is not acquainted with anyone from the amazon.",1,Royalty
13134,"i'm sorry emily, i've found a new queen",1,Royalty
13137,the queen asked me to babysit.,1,Royalty
13159,you're you think you're the only one who wants to be treated like a queen?,1,Royalty
13160,now who's the queen b?,1,Royalty
13629,you can't become queen dear. you've been fixed.,1,Royalty
13634,our mistake was treating her like a queen.,1,Royalty
13607,"you've been to london to see the queen again, haven't you?",1,Royalty
8874,"then as the seven of you are singing ""heigh ho"", a lawyer sent by the evil queen starts asking questions about mineral royalties.",1,Royalty
7049,her highness is in readiness to do a rope line,1,Royalty
38646,the queen demands to know why there is no food on her table still,1,Royalty
6682,"she's running for queen on the ""let them eat cake "" theme.",1,Royalty
37900,we've finally found it... the lost city of corona queens!,1,Royalty
40162,so all the queen's women put me together again.,1,Royalty
40186,"...and they said to me, ' you're outta luck, this is queen's county, we ain't puttin nuttin back together again'",1,Royalty
40241,glory be the queen came to the rescue.,1,Royalty
40293,"if the queen and her ladies in waiting weren't there, i would have been a goner.",1,Royalty
13704,she's been like this ever since i told her that 'queen for a day' went off the air years ago.,1,Royalty
13708,"it's no use, the queen has always liked dogs.",1,Royalty
29139,"well, my queen, the testosterone injections seem to be working.",1,Royalty
29140,i see here you would rather be queen.,1,Royalty
29116,so you want to become a queen?,1,Royalty
29117,one of us has to tell the queen she also needs a penicillin shot.,1,Royalty
29119,"the surgery went very well, your majesty, but the entire country still knows you as the queen.",1,Royalty
29120,am i reading this correctly: you want to be queen?,1,Royalty
13144,if you kiss me you'll turn into my queen.,1,Royalty
13145,"be the bliss that makes you hum. it just so happens, there's an opening for a queen.",1,Royalty
13734,"so pussycat, pussycat i guess you did more than just look at the queen",1,Royalty
13737,there's a queen out there somewhere who hasn't been spayed.,1,Royalty
13552,"i didn't say it was the queen, i said her date was obviously a queen",1,Royalty
29124,it says here you were beaten by two queens.,1,Royalty
13733,even the queen of england would lack dignity with this pose.,1,Royalty
7047,"with her sister, london is but a fortnight.",1,Royalty
13151,i never wanted to be queen.,1,Royalty
13156,"sorry, i was thinking the queen was just a little bit more important than your thing.",1,Royalty
12555,i can't come home. they elected me queen.,1,Royalty
12558,"not gay, deborah... i'm a queen.",1,Royalty
7110,the queen is trying bit by bit to get rid of her!,1,Royalty
25001,i agree that should dress for success. it’s just that your dream of being knighted by the queen seems a little far-fetched.,1,Royalty
29122,let's put it this way:  long live the queen!,1,Royalty
37743,of course we can do something by queen.,1,Royalty
37764,please show us to the lopez quinceanera.,1,Royalty
3046,the chocolate souffle needs to be preordered because it's coming from queens.,1,Royalty
7115,she's the queen of resting bitch face.,1,Royalty
4085,methinks the new queen saw what happened to the old queen.,1,Royalty
7071,the queen didn't like her laughing at the peasants.,1,Royalty
6613,"i would say a bit gauche, even for the queen !",1,Royalty
42319,queen or the rolling stones?,1,Royalty
29132,how many redactions for the queen's copy?,1,Royalty
29133,you'll laugh at this:  her majesty the queen also just asked me to recommend a good poison.,1,Royalty
29134,but without them you would be the queen.,1,Royalty
31758,"well, the queen did say that when she fell in love it would be a romance for the ages.",1,Royalty
12559,you're not the queen here.,1,Royalty
12560,the queen will see you now.,1,Royalty
13098,"i swear baby, you're my only queen.",1,Royalty
13099,"it's not so bad, the queen likes me.",1,Royalty
13100,"sorry, my queen says i can't have any visitors after nine o' clock.",1,Royalty
14148,"just to let you know, the queen has first dibs.",1,Royalty
12565,the queen asked me to dinner.,1,Royalty
12566,they made me queen for a day.,1,Royalty
13103,"i'm sorry, the queen can't see you right now. give us a ""buzz"" to make an appointment.",1,Royalty
13105,you're not the only one that likes to be treated like a queen.,1,Royalty
13106,there's only one queen.,1,Royalty
12568,"i probably should have told you this sooner, but i'm a queen.",1,Royalty
12570,"honey, i can't hide it any longer; i'm a queen.",1,Royalty
12574,her majesty requires an appointment.,1,Royalty
12554,leave? but they just made me queen.,1,Royalty
13469,it's best you not hang around when the queen comes home.,1,Royalty
13471,"it's a bit cramped, but they treat me like a queen.",1,Royalty
13443,i thought i was being trendy when i put 'yas queen' on my tinder profile...,1,Royalty
13162,i can make you a queen.,1,Royalty
13164,the queen is a real honey.,1,Royalty
13166,you're here for the position of queen?,1,Royalty
13169,"honey, i’ve found another queen",1,Royalty
4207,that's the queen mum.,1,Royalty
34124,that’s what you get for singing that queens song constantly.,1,Royalty
14145,the beds too small with the queens diet not working!,1,Royalty
14147,the queen requires an audience.,1,Royalty
13444,you're such a queen.,1,Royalty
42440,you said you always wanted to live like a queen.,1,Royalty
19314,"it might not look like a queen, but it plays great water music.",1,Royalty
6516,"ah, now i know why the royal laundry lady is missing.",1,Royalty
13172,i can explain but know that queen is not what she's cracked up to be.,1,Royalty
34138,"congratulations dani, you're the may queen!",1,Royalty
13170,"i know you're mad doris, but i'm in love with the queen.",1,Royalty
13171,the queen wants proof i can work in this country.,1,Royalty
13439,my landlord is a queen.,1,Royalty
13441,i am learning how to treat you like a queen.,1,Royalty
7166,"although the majesty struts her authentic and very elegant look, the fellow noblemen of the town still look at the beauty in such a ugly manner.",1,Royalty
7168,her majesty will be truly pest,1,Royalty
2605,"in castle news, the queen and the royal rope maker have disappeared.",1,Royalty
2606,the queen has agreed to split everything fifty-fifty.,1,Royalty
2607,the queen wishes to express her best wishes to you and your mistress.,1,Royalty
12584,"again, the queen's tweets speak for themselves.",1,Royalty
12575,"i'm sorry, the queen's not here. may i take a message?",1,Royalty
12576,"honestly honey, the queen and i are just good friends.",1,Royalty
12577,"i can't leave now, they made me queen.",1,Royalty
6497,the queen gets colds.,1,Royalty
12583,it's time to come out as the raging queen that i am.,1,Royalty
13087,i've found a new queen.,1,Royalty
14122,"they didn't tell me what it would be like to be the ""royal consort"" to the queen.",1,Royalty
14124,her majesty will be here soon,1,Royalty
14125,just tell the queen that i'm hammocking tonight!,1,Royalty
14129,tell the queen i'm not sleeping on the couch tonight.,1,Royalty
14130,the queen will see you the night of the full moon.,1,Royalty
1078,they found your fingerprints on the queen's bishop.,1,Royalty
20989,getting arrested for poaching made me swear off drugs for good. i owe a big thank you to queen sparkles and everyone in lovemore valley.,1,Royalty
14133,tell queen gertrude that i'll be napping for the rest of the afternoon.,1,Royalty
14138,"i asked her majesty for home office, but she declined. now we're both happy.",1,Royalty
14141,tell the queen i apologize.,1,Royalty
12750,"i guess when the queen said, ""off with your head"", she really meant it.",1,Royalty
12730,i have an audience with the queen,1,Royalty
12734,"sure, it has its downsides, but i married a queen.",1,Royalty
12735,i couldn't turn down the queen!,1,Royalty
