Occupation,Job Zone,Code,Synonyms
dry roller,,,"['dry roller', 'dry rollers']"
dry room attendant,,,"['dry room attendant', 'dry room attendants']"
dry sand molder,,,"['dry sand molder', 'dry sand molders']"
dry sander,,,"['dry sander', 'dry sanders']"
dry starch operator,,,"['dry starch operator', 'dry starch operators']"
dry transfer man,,,"['dry transfer man', 'dry transfer men']"
dry yard worker,,,"['dry yard worker', 'dry yard workers']"
drying can worker,,,"['drying can worker', 'drying can workers']"
drying frame operator,,,"['drying frame operator', 'drying frame operators']"
drying oven attendant,,,"['drying oven attendant', 'drying oven attendants']"
drying room attendant hat,,,"['drying room attendant hat', 'drying room attendant hats']"
drying room attendant cap,,,"['drying room attendant cap', 'drying room attendant caps']"
drying room attendant,,,"['drying room attendant', 'drying room attendants']"
drying room operator,,,"['drying room operator', 'drying room operators']"
drying tumbler operator,,,"['drying tumbler operator', 'drying tumbler operators']"
drying tunnel operator,,,"['drying tunnel operator', 'drying tunnel operators']"
drywall applicator,,,"['drywall applicator', 'drywall applicators']"
drywall contractor administration or general management,,,"['drywall contractor administration or general management', 'drywall contractor administration or general managements']"
drywall contractor exc administrator or general manager,,,"['drywall contractor exc administrator or general manager', 'drywall contractor exc administrator or general managers']"
drywall finisher,,,"['drywall finisher', 'drywall finishers']"
drywall hanger,,,"['drywall hanger', 'drywall hangers']"
drywall hanger helper,,,"['drywall hanger helper', 'drywall hanger helpers']"
drywall sander,,,"['drywall sander', 'drywall sanders']"
drywall sprayer,,,"['drywall sprayer', 'drywall sprayers']"
drywall stripper,,,"['drywall stripper', 'drywall strippers']"
drywall taping,,,"['drywall taping', 'drywall tapings']"
drywall worker,,,"['drywall worker', 'drywall workers']"
drywaller,,,"['drywaller', 'drywallers']"
dtr,,,"['dtr', 'dtrs']"
dual hose cementer,,,"['dual hose cementer', 'dual hose cementers']"
dubbing machine operator,,,"['dubbing machine operator', 'dubbing machine operators']"
duck bill operator,,,"['duck bill operator', 'duck bill operators']"
duck operator,,,"['duck operator', 'duck operators']"
ducker,,,"['ducker', 'duckers']"
duco polisher,,,"['duco polisher', 'duco polishers']"
duct installer air conditioning or heating,,,"['duct installer air conditioning or heating', 'duct installer air conditioning or heatings']"
duct installer metal work,,,"['duct installer metal work', 'duct installer metal works']"
duct layer,,,"['duct layer', 'duct layers']"
dude wrangler,,,"['dude wrangler', 'dude wranglers']"
dukey rider,,,"['dukey rider', 'dukey riders']"
duller,,,"['duller', 'dullers']"
dulser,,,"['dulser', 'dulsers']"
dumb waiter operator,,,"['dumb waiter operator', 'dumb waiter operators']"
dump attendant,,,"['dump attendant', 'dump attendants']"
dump motorman,,,"['dump motorman', 'dump motormen']"
dump operator,,,"['dump operator', 'dump operators']"
dump truck driver,,,"['dump truck driver', 'dump truck drivers']"
dumpcart driver,,,"['dumpcart driver', 'dumpcart drivers']"
dumper,,,"['dumper', 'dumpers']"
dumper bailer operator,,,"['dumper bailer operator', 'dumper bailer operators']"
dumper operator,,,"['dumper operator', 'dumper operators']"
dumping machine operator,,,"['dumping machine operator', 'dumping machine operators']"
dumpling machine operator,,,"['dumpling machine operator', 'dumpling machine operators']"
dumpman,,,"['dumpman', 'dumpmen']"
dumpster driver,,,"['dumpster driver', 'dumpster drivers']"
dumpster operator,,,"['dumpster operator', 'dumpster operators']"
dunger,,,"['dunger', 'dungers']"
dunner,,,"['dunner', 'dunners']"
duplex trimmer,,,"['duplex trimmer', 'duplex trimmers']"
duplicating machine operator,,,"['duplicating machine operator', 'duplicating machine operators']"
duplicator,,,"['duplicator', 'duplicators']"
duplicator punch operator,,,"['duplicator punch operator', 'duplicator punch operators']"
duplicator punch set up operator,,,"['duplicator punch set up operator', 'duplicator punch set up operators']"
dupligraph operator,,,"['dupligraph operator', 'dupligraph operators']"
duralumin metalworker,,,"['duralumin metalworker', 'duralumin metalworkers']"
dust box tender,,,"['dust box tender', 'dust box tenders']"
dust box worker,,,"['dust box worker', 'dust box workers']"
dust collector,,,"['dust collector', 'dust collectors']"
dust collector attendant,,,"['dust collector attendant', 'dust collector attendants']"
dust collector operator,,,"['dust collector operator', 'dust collector operators']"
dust collector treater,,,"['dust collector treater', 'dust collector treaters']"
dust handler,,,"['dust handler', 'dust handlers']"
dust mill operator,,,"['dust mill operator', 'dust mill operators']"
dust mixer,,,"['dust mixer', 'dust mixers']"
dust mop maker,,,"['dust mop maker', 'dust mop makers']"
dust operator,,,"['dust operator', 'dust operators']"
dust puller,,,"['dust puller', 'dust pullers']"
dust sampler,,,"['dust sampler', 'dust samplers']"
duster,,,"['duster', 'dusters']"
duster tender,,,"['duster tender', 'duster tenders']"
dustless operator,,,"['dustless operator', 'dustless operators']"
dvm,,,"['dvm', 'dvms']"
dwarf tree grower,,,"['dwarf tree grower', 'dwarf tree growers']"
dye box operator,,,"['dye box operator', 'dye box operators']"
dye can operator,,,"['dye can operator', 'dye can operators']"
dye colorist dyer,,,"['dye colorist dyer', 'dye colorist dyers']"
dye colorist formulator,,,"['dye colorist formulator', 'dye colorist formulators']"
dye expert,,,"['dye expert', 'dye experts']"
dye feeder,,,"['dye feeder', 'dye feeders']"
dye house hand,,,"['dye house hand', 'dye house hands']"
dye house vat worker,,,"['dye house vat worker', 'dye house vat workers']"
dye house wheel operator,,,"['dye house wheel operator', 'dye house wheel operators']"
dye house worker,,,"['dye house worker', 'dye house workers']"
dye jig operator,,,"['dye jig operator', 'dye jig operators']"
dye maker,,,"['dye maker', 'dye makers']"
dye mixer,,,"['dye mixer', 'dye mixers']"
dye padder operator,,,"['dye padder operator', 'dye padder operators']"
dye range operator,,,"['dye range operator', 'dye range operators']"
dye reel operator,,,"['dye reel operator', 'dye reel operators']"
dye tank tender,,,"['dye tank tender', 'dye tank tenders']"
dye tub tender,,,"['dye tub tender', 'dye tub tenders']"
dye weigher,,,"['dye weigher', 'dye weighers']"
dye worker,,,"['dye worker', 'dye workers']"
dyer,,,"['dyer', 'dyers']"
dyer artificial flower,,,['dyer artificial flowers']
dynamic balancer,,,"['dynamic balancer', 'dynamic balancers']"
dynamic etching processor,,,"['dynamic etching processor', 'dynamic etching processors']"
dynamicist,,,"['dynamicist', 'dynamicists']"
dynamite cartridge crimper,,,"['dynamite cartridge crimper', 'dynamite cartridge crimpers']"
dynamite packing machine operator,,,"['dynamite packing machine operator', 'dynamite packing machine operators']"
dynamite reclaimer,,,"['dynamite reclaimer', 'dynamite reclaimers']"
dynamite shooter,,,"['dynamite shooter', 'dynamite shooters']"
dynamiter,,,"['dynamiter', 'dynamiters']"
dynamiter blast setter,,,"['dynamiter blast setter', 'dynamiter blast setters']"
dynamo tender,,,"['dynamo tender', 'dynamo tenders']"
dynamometer tester,,,"['dynamometer tester', 'dynamometer testers']"
e learning manager,,,"['e learning manager', 'e learning managers']"
e worker,,,"['e worker', 'e workers']"
eam operator,,,"['eam operator', 'eam operators']"
ear machine operator,,,"['ear machine operator', 'ear machine operators']"
ear nose doctor,,,"['ear nose doctor', 'ear nose doctors']"
ear specialist,,,"['ear specialist', 'ear specialists']"
early childhood special education teacher,,,"['early childhood special education teacher', 'early childhood special education teachers']"
early learning teacher,,,"['early learning teacher', 'early learning teachers']"
earring maker,,,"['earring maker', 'earring makers']"
earth auger operator,,,"['earth auger operator', 'earth auger operators']"
earth boring machine operator,,,"['earth boring machine operator', 'earth boring machine operators']"
earth moving equipment operator,,,"['earth moving equipment operator', 'earth moving equipment operators']"
earth moving machine operator,,,"['earth moving machine operator', 'earth moving machine operators']"
easement man,,,"['easement man', 'easement men']"
easter bunny,,,"['easter bunny', 'easter bunnies']"
eastern philosophy professor,,,"['eastern philosophy professor', 'eastern philosophy professors']"
eating disorder psychologist,,,['eating disorder psychologists']
ebay seller,,,"['ebay seller', 'ebay sellers']"
eccentric dancer,,,"['eccentric dancer', 'eccentric dancers']"
ecclesiastical worker,,,"['ecclesiastical worker', 'ecclesiastical workers']"
echocardiogram technician,,,"['echocardiogram technician', 'echocardiogram technicians']"
echocardiographer,,,"['echocardiographer', 'echocardiographers']"
echocardiographic technologist,,,"['echocardiographic technologist', 'echocardiographic technologists']"
echocardiography technician,,,"['echocardiography technician', 'echocardiography technicians']"
echocardiology technologist,,,"['echocardiology technologist', 'echocardiology technologists']"
eclectic doctor,,,"['eclectic doctor', 'eclectic doctors']"
econometrician,,,"['econometrician', 'econometricians']"
econometrics professor,,,"['econometrics professor', 'econometrics professors']"
economic analyst,,,"['economic analyst', 'economic analysts']"
economic geographer,,,"['economic geographer', 'economic geographers']"
economic research analyst,,,"['economic research analyst', 'economic research analysts']"
economic research assistant,,,"['economic research assistant', 'economic research assistants']"
edge bander hand,,,"['edge bander hand', 'edge bander hands']"
edge bander machine,,,"['edge bander machine', 'edge bander machines']"
edge banding off bearer,,,"['edge banding off bearer', 'edge banding off bearers']"
edge baster,,,"['edge baster', 'edge basters']"
edge blacker,,,"['edge blacker', 'edge blackers']"
edge bonder,,,"['edge bonder', 'edge bonders']"
edge brusher,,,"['edge brusher', 'edge brushers']"
edge burnisher,,,"['edge burnisher', 'edge burnishers']"
edge cutter,,,"['edge cutter', 'edge cutters']"
edge cutting machine operator,,,"['edge cutting machine operator', 'edge cutting machine operators']"
edge drummer,,,"['edge drummer', 'edge drummers']"
edge finisher,,,"['edge finisher', 'edge finishers']"
edge glue machine tender,,,"['edge glue machine tender', 'edge glue machine tenders']"
edge gluer,,,"['edge gluer', 'edge gluers']"
edge grinder,,,"['edge grinder', 'edge grinders']"
edge molder,,,"['edge molder', 'edge molders']"
edge runner,,,"['edge runner', 'edge runners']"
edge sawyer,,,"['edge sawyer', 'edge sawyers']"
edge setter,,,"['edge setter', 'edge setters']"
edge stainer,,,"['edge stainer', 'edge stainers']"
edge trimmer,,,"['edge trimmer', 'edge trimmers']"
edge worker,,,"['edge worker', 'edge workers']"
edger,,,"['edger', 'edgers']"
edger feeder,,,"['edger feeder', 'edger feeders']"
edger liner,,,"['edger liner', 'edger liners']"
edger operator,,,"['edger operator', 'edger operators']"
edger runner,,,"['edger runner', 'edger runners']"
edger saw operator,,,"['edger saw operator', 'edger saw operators']"
edger tailer,,,"['edger tailer', 'edger tailers']"
edging catcher,,,"['edging catcher', 'edging catchers']"
edging machine feeder,,,"['edging machine feeder', 'edging machine feeders']"
edging machine operator,,,"['edging machine operator', 'edging machine operators']"
edging machine setter,,,"['edging machine setter', 'edging machine setters']"
ediphone operator,,,"['ediphone operator', 'ediphone operators']"
editing clerk,,,"['editing clerk', 'editing clerks']"
editorial cartoonist,,,"['editorial cartoonist', 'editorial cartoonists']"
editorial clerk,,,"['editorial clerk', 'editorial clerks']"
editorial director,,,"['editorial director', 'editorial directors']"
editorial specialist,,,"['editorial specialist', 'editorial specialists']"
editorial writer,,,"['editorial writer', 'editorial writers']"
education consultant,,,"['education consultant', 'education consultants']"
education counselor,,,"['education counselor', 'education counselors']"
education social worker,,,"['education social worker', 'education social workers']"
educational adviser,,,"['educational adviser', 'educational advisers']"
educational aide,,,"['educational aide', 'educational aides']"
educational audiologist,,,"['educational audiologist', 'educational audiologists']"
educational director,,,"['educational director', 'educational directors']"
educational psychology professor,,,"['educational psychology professor', 'educational psychology professors']"
educational specialist,,,"['educational specialist', 'educational specialists']"
educational therapist,,,"['educational therapist', 'educational therapists']"
eeg technologist,,,"['eeg technologist', 'eeg technologists']"
eeler,,,"['eeler', 'eelers']"
efficiency analyst,,,"['efficiency analyst', 'efficiency analysts']"
efficiency clerk,,,"['efficiency clerk', 'efficiency clerks']"
efficiency expert,,,"['efficiency expert', 'efficiency experts']"
efficiency miner blasting,,,"['efficiency miner blasting', 'efficiency miner blastings']"
efficiency miner,,,"['efficiency miner', 'efficiency miners']"
egg breaker,,,"['egg breaker', 'egg breakers']"
egg breaking machine operator,,,"['egg breaking machine operator', 'egg breaking machine operators']"
egg buyer,,,"['egg buyer', 'egg buyers']"
egg candler,,,"['egg candler', 'egg candlers']"
egg caser,,,"['egg caser', 'egg casers']"
egg crater,,,"['egg crater', 'egg craters']"
egg gatherer,,,"['egg gatherer', 'egg gatherers']"
egg grader,,,"['egg grader', 'egg graders']"
egg packer,,,"['egg packer', 'egg packers']"
egg processor,,,"['egg processor', 'egg processors']"
egg separator,,,"['egg separator', 'egg separators']"
egg setter,,,"['egg setter', 'egg setters']"
egg sorter,,,"['egg sorter', 'egg sorters']"
egg tester,,,"['egg tester', 'egg testers']"
egg trayer,,,"['egg trayer', 'egg trayers']"
egg washer machine,,,"['egg washer machine', 'egg washer machines']"
ekg technician,,,"['ekg technician', 'ekg technicians']"
elastic tape inserter,,,"['elastic tape inserter', 'elastic tape inserters']"
elder,,,"['elder', 'elders']"
elderly companion,,,"['elderly companion', 'elderly companions']"
election clerk,,,"['election clerk', 'election clerks']"
election judge,,,"['election judge', 'election judges']"
election watcher,,,"['election watcher', 'election watchers']"
electric appliance installer,,,"['electric appliance installer', 'electric appliance installers']"
electric arc furnace operator,,,"['electric arc furnace operator', 'electric arc furnace operators']"
electric arc welder,,,"['electric arc welder', 'electric arc welders']"
electric blanket packer,,,"['electric blanket packer', 'electric blanket packers']"
electric car operator,,,"['electric car operator', 'electric car operators']"
electric cell tender,,,"['electric cell tender', 'electric cell tenders']"
electric crane operator,,,"['electric crane operator', 'electric crane operators']"
electric cutter operator,,,"['electric cutter operator', 'electric cutter operators']"
electric detector operator,,,"['electric detector operator', 'electric detector operators']"
electric distribution checker,,,"['electric distribution checker', 'electric distribution checkers']"
electric dolly operator,,,"['electric dolly operator', 'electric dolly operators']"
electric drill operator,,,"['electric drill operator', 'electric drill operators']"
electric furnace operator,,,"['electric furnace operator', 'electric furnace operators']"
electric installer,,,"['electric installer', 'electric installers']"
electric knife operator,,,"['electric knife operator', 'electric knife operators']"
electric lift truck driver,,,"['electric lift truck driver', 'electric lift truck drivers']"
electric locomotive firer,,,"['electric locomotive firer', 'electric locomotive firers']"
electric meter installer,,,"['electric meter installer', 'electric meter installers']"
electric meter reader,,,"['electric meter reader', 'electric meter readers']"
electric meter tester,,,"['electric meter tester', 'electric meter testers']"
electric motor analyst,,,"['electric motor analyst', 'electric motor analysts']"
electric motor fitter,,,"['electric motor fitter', 'electric motor fitters']"
electric motor rebuilder,,,"['electric motor rebuilder', 'electric motor rebuilders']"
electric motor tester,,,"['electric motor tester', 'electric motor testers']"
electric motorman,,,"['electric motorman', 'electric motormen']"
electric mule driver,,,"['electric mule driver', 'electric mule drivers']"
electric mule operator,,,"['electric mule operator', 'electric mule operators']"
electric operator,,,"['electric operator', 'electric operators']"
electric organ checker,,,"['electric organ checker', 'electric organ checkers']"
electric plater,,,"['electric plater', 'electric platers']"
electric power machine operator,,,"['electric power machine operator', 'electric power machine operators']"
electric powerline examiner,,,"['electric powerline examiner', 'electric powerline examiners']"
electric relay tester,,,"['electric relay tester', 'electric relay testers']"
electric scoop operator,,,"['electric scoop operator', 'electric scoop operators']"
electric screw driver operator,,,"['electric screw driver operator', 'electric screw driver operators']"
electric sealing machine operator,,,"['electric sealing machine operator', 'electric sealing machine operators']"
electric serviceman,,,"['electric serviceman', 'electric servicemen']"
electric sewer cleaning machine operator,,,"['electric sewer cleaning machine operator', 'electric sewer cleaning machine operators']"
electric shovel operator,,,"['electric shovel operator', 'electric shovel operators']"
electric sign wirer,,,"['electric sign wirer', 'electric sign wirers']"
electric solderer,,,"['electric solderer', 'electric solderers']"
electric spot welder,,,"['electric spot welder', 'electric spot welders']"
electric stop installer,,,"['electric stop installer', 'electric stop installers']"
electric track switch maintainer,,,"['electric track switch maintainer', 'electric track switch maintainers']"
electric transfer operator,,,"['electric transfer operator', 'electric transfer operators']"
electric tripper machine operator,,,"['electric tripper machine operator', 'electric tripper machine operators']"
electric truck driver,,,"['electric truck driver', 'electric truck drivers']"
electric truck operator,,,"['electric truck operator', 'electric truck operators']"
electric trucker,,,"['electric trucker', 'electric truckers']"
electric utility lineworker,,,"['electric utility lineworker', 'electric utility lineworkers']"
electric welder,,,"['electric welder', 'electric welders']"
electric well logging operator,,,"['electric well logging operator', 'electric well logging operators']"
electric wirer,,,"['electric wirer', 'electric wirers']"
electrical appliance servicer,,,"['electrical appliance servicer', 'electrical appliance servicers']"
electrical calibrator,,,"['electrical calibrator', 'electrical calibrators']"
electrical computer aided design technician,,,"['electrical computer aided design technician', 'electrical computer aided design technicians']"
electrical computer aided training technician,,,"['electrical computer aided training technician', 'electrical computer aided training technicians']"
electrical contractor administration or general management,,,"['electrical contractor administration or general management', 'electrical contractor administration or general managements']"
electrical contractor exc administrator or general manager,,,"['electrical contractor exc administrator or general manager', 'electrical contractor exc administrator or general managers']"
electrical design technician,,,"['electrical design technician', 'electrical design technicians']"
electrical discharge machine operator,,,"['electrical discharge machine operator', 'electrical discharge machine operators']"
electrical discharge machine set up operator,,,"['electrical discharge machine set up operator', 'electrical discharge machine set up operators']"
electrical engineering professor,,,"['electrical engineering professor', 'electrical engineering professors']"
electrical equipment tester,,,"['electrical equipment tester', 'electrical equipment testers']"
electrical high tension tester,,,"['electrical high tension tester', 'electrical high tension testers']"
electrical lineman,,,"['electrical lineman', 'electrical linemen']"
electrical lineworker,,,"['electrical lineworker', 'electrical lineworkers']"
electrical logger,,,"['electrical logger', 'electrical loggers']"
electrical logging operator,,,"['electrical logging operator', 'electrical logging operators']"
electrical machinist,,,"['electrical machinist', 'electrical machinists']"
electrical maintenance man,,,"['electrical maintenance man', 'electrical maintenance men']"
electrical parts reconditioner,,,"['electrical parts reconditioner', 'electrical parts reconditioners']"
electrical prospecting observer,,,"['electrical prospecting observer', 'electrical prospecting observers']"
electrical prospecting operator,,,"['electrical prospecting operator', 'electrical prospecting operators']"
electrical sign servicer,,,"['electrical sign servicer', 'electrical sign servicers']"
electrical solderer,,,"['electrical solderer', 'electrical solderers']"
electrical superintendent,,,"['electrical superintendent', 'electrical superintendents']"
electrical system specialist,,,"['electrical system specialist', 'electrical system specialists']"
electrical systems drafter,,,"['electrical systems drafter', 'electrical systems drafters']"
electrical tester,,,"['electrical tester', 'electrical testers']"
electrical timing device adjuster,,,"['electrical timing device adjuster', 'electrical timing device adjusters']"
electrical tryout person,,,"['electrical tryout person', 'electrical tryout people']"
electrical wirer,,,"['electrical wirer', 'electrical wirers']"
electrical worker,,,"['electrical worker', 'electrical workers']"
electrician airplane,,,"['electrician airplane', 'electrician airplanes']"
electrician automotive,,,"['electrician automotive', 'electrician automotives']"
electrician chief,,,"['electrician chief', 'electrician chiefs']"
electrician locomotive,,,"['electrician locomotive', 'electrician locomotives']"
electrician office,,,"['electrician office', 'electrician offices']"
electrician powerhouse,,,"['electrician powerhouse', 'electrician powerhouses']"
electrician radio,,,"['electrician radio', 'electrician radios']"
electrician substation,,,"['electrician substation', 'electrician substations']"
electrification adviser,,,"['electrification adviser', 'electrification advisers']"
electrifier operator,,,"['electrifier operator', 'electrifier operators']"
electrocardiogram technician,,,"['electrocardiogram technician', 'electrocardiogram technicians']"
electrocardiograph operator,,,"['electrocardiograph operator', 'electrocardiograph operators']"
electrochemist,,,"['electrochemist', 'electrochemists']"
electrode cleaner,,,"['electrode cleaner', 'electrode cleaners']"
electrode cleaning machine operator,,,"['electrode cleaning machine operator', 'electrode cleaning machine operators']"
electrodynamicist,,,"['electrodynamicist', 'electrodynamicists']"
electroencephalogram technologist,,,"['electroencephalogram technologist', 'electroencephalogram technologists']"
electroformer,,,"['electroformer', 'electroformers']"
electrogalvanizing machine operator,,,"['electrogalvanizing machine operator', 'electrogalvanizing machine operators']"
electroless plater,,,"['electroless plater', 'electroless platers']"
electrolog operator,,,"['electrolog operator', 'electrolog operators']"
electrologist,,,"['electrologist', 'electrologists']"
electrolysis investigator,,,"['electrolysis investigator', 'electrolysis investigators']"
electrolysis needle operator,,,"['electrolysis needle operator', 'electrolysis needle operators']"
electrolysis operator,,,"['electrolysis operator', 'electrolysis operators']"
electrolysist,,,"['electrolysist', 'electrolysists']"
electrolytic plating,,,"['electrolytic plating', 'electrolytic platings']"
electromatic typist,,,"['electromatic typist', 'electromatic typists']"
electron beam welder setter,,,"['electron beam welder setter', 'electron beam welder setters']"
electroneurodiagnostic technologist,,,"['electroneurodiagnostic technologist', 'electroneurodiagnostic technologists']"
electronic component processor,,,"['electronic component processor', 'electronic component processors']"
electronic data programmer,,,"['electronic data programmer', 'electronic data programmers']"
electronic drafter,,,"['electronic drafter', 'electronic drafters']"
electronic gambling device supervisor,,,"['electronic gambling device supervisor', 'electronic gambling device supervisors']"
electronic gaming device supervisor,,,"['electronic gaming device supervisor', 'electronic gaming device supervisors']"
electronic heat seal operator,,,"['electronic heat seal operator', 'electronic heat seal operators']"
electronic musical instrument repairer,,,"['electronic musical instrument repairer', 'electronic musical instrument repairers']"
electronic pagination system operator,,,"['electronic pagination system operator', 'electronic pagination system operators']"
electronic parts designer,,,"['electronic parts designer', 'electronic parts designers']"
electronic publisher,,,"['electronic publisher', 'electronic publishers']"
electronic scale subassembler,,,"['electronic scale subassembler', 'electronic scale subassemblers']"
electronic semiconductor processor,,,"['electronic semiconductor processor', 'electronic semiconductor processors']"
electronic specialist,,,"['electronic specialist', 'electronic specialists']"
electronic typesetting machine operator,,,"['electronic typesetting machine operator', 'electronic typesetting machine operators']"
electronic video games servicer,,,"['electronic video games servicer', 'electronic video games servicers']"
electronic wirer,,,"['electronic wirer', 'electronic wirers']"
electronics aircraft,,,['electronics aircraft']
electronics consultant,,,"['electronics consultant', 'electronics consultants']"
electronics scale tester,,,"['electronics scale tester', 'electronics scale testers']"
electronics scientist,,,"['electronics scientist', 'electronics scientists']"
electronics tester,,,"['electronics tester', 'electronics testers']"
electronics utility worker,,,"['electronics utility worker', 'electronics utility workers']"
electronmicroscopist,,,"['electronmicroscopist', 'electronmicroscopists']"
electrophysiology cardiologist,,,"['electrophysiology cardiologist', 'electrophysiology cardiologists']"
electrophysiology nurse practitioner,,,"['electrophysiology nurse practitioner', 'electrophysiology nurse practitioners']"
electroplater,,,"['electroplater', 'electroplaters']"
electrostatic paint operator,,,"['electrostatic paint operator', 'electrostatic paint operators']"
electrotherapist,,,"['electrotherapist', 'electrotherapists']"
electrotype caster,,,"['electrotype caster', 'electrotype casters']"
electrotype finisher,,,"['electrotype finisher', 'electrotype finishers']"
electrotype molder,,,"['electrotype molder', 'electrotype molders']"
electrotype servicer,,,"['electrotype servicer', 'electrotype servicers']"
electrotyper,,,"['electrotyper', 'electrotypers']"
element burner,,,"['element burner', 'element burners']"
element setter,,,"['element setter', 'element setters']"
elementary learning support aide,,,"['elementary learning support aide', 'elementary learning support aides']"
elementary school inclusion teacher,,,"['elementary school inclusion teacher', 'elementary school inclusion teachers']"
elementary school math teacher,,,"['elementary school math teacher', 'elementary school math teachers']"
elementary school music teacher,,,"['elementary school music teacher', 'elementary school music teachers']"
elementary school substitute teacher,,,"['elementary school substitute teacher', 'elementary school substitute teachers']"
elephant tamer,,,"['elephant tamer', 'elephant tamers']"
elevated guard,,,"['elevated guard', 'elevated guards']"
elevated motorman,,,"['elevated motorman', 'elevated motormen']"
elevating grader operator,,,"['elevating grader operator', 'elevating grader operators']"
elevator adjuster,,,"['elevator adjuster', 'elevator adjusters']"
elevator attendant,,,"['elevator attendant', 'elevator attendants']"
elevator builder,,,"['elevator builder', 'elevator builders']"
elevator conductor,,,"['elevator conductor', 'elevator conductors']"
elevator constructor,,,"['elevator constructor', 'elevator constructors']"
elevator dispatcher,,,"['elevator dispatcher', 'elevator dispatchers']"
elevator erector,,,"['elevator erector', 'elevator erectors']"
elevator examiner,,,"['elevator examiner', 'elevator examiners']"
elevator pilot,,,"['elevator pilot', 'elevator pilots']"
elevator runner,,,"['elevator runner', 'elevator runners']"
elevator starter,,,"['elevator starter', 'elevator starters']"
eligibility worker,,,"['eligibility worker', 'eligibility workers']"
elocutionist,,,"['elocutionist', 'elocutionists']"
embalmer apprentice,,,"['embalmer apprentice', 'embalmer apprentices']"
embalmer director,,,"['embalmer director', 'embalmer directors']"
emblem cutter,,,"['emblem cutter', 'emblem cutters']"
emblem drawer in,,,"['emblem drawer in', 'emblem drawer ins']"
emblem maker,,,"['emblem maker', 'emblem makers']"
embosser,,,"['embosser', 'embossers']"
embossing machine operator,,,"['embossing machine operator', 'embossing machine operators']"
embossing press operator,,,"['embossing press operator', 'embossing press operators']"
embossing tool setter,,,"['embossing tool setter', 'embossing tool setters']"
embossograph operator exc office machine,,,['embossograph operator exc office machines']
embossograph operator office machine,,,['embossograph operator office machines']
embroidery cutter,,,"['embroidery cutter', 'embroidery cutters']"
embroidery designer,,,"['embroidery designer', 'embroidery designers']"
embroidery finisher,,,"['embroidery finisher', 'embroidery finishers']"
embroidery patternmaker,,,"['embroidery patternmaker', 'embroidery patternmakers']"
embroidery worker,,,"['embroidery worker', 'embroidery workers']"
embryologist,,,"['embryologist', 'embryologists']"
emergency clerk,,,"['emergency clerk', 'emergency clerks']"
emergency communication,,,['emergency communications']
emergency department scribe,,,"['emergency department scribe', 'emergency department scribes']"
emergency man,,,"['emergency man', 'emergency men']"
emergency management specialist,,,"['emergency management specialist', 'emergency management specialists']"
emergency medical service coordinator,,,"['emergency medical service coordinator', 'emergency medical service coordinators']"
emergency medical services driver,,,"['emergency medical services driver', 'emergency medical services drivers']"
emergency medicine nurse practitioner,,,"['emergency medicine nurse practitioner', 'emergency medicine nurse practitioners']"
emergency medicine pediatric physician,,,"['emergency medicine pediatric physician', 'emergency medicine pediatric physicians']"
emergency medicine specialist,,,"['emergency medicine specialist', 'emergency medicine specialists']"
emergency operator,,,"['emergency operator', 'emergency operators']"
emergency physician,,,"['emergency physician', 'emergency physicians']"
emergency physician pediatric,,,"['emergency physician pediatric', 'emergency physician pediatrics']"
emergency preparedness coordinator,,,"['emergency preparedness coordinator', 'emergency preparedness coordinators']"
emergency room doctor,,,"['emergency room doctor', 'emergency room doctors']"
emergency room nurse,,,"['emergency room nurse', 'emergency room nurses']"
emergency room orderly,,,"['emergency room orderly', 'emergency room orderlies']"
emergency room physician,,,"['emergency room physician', 'emergency room physicians']"
emergency room rn,,,"['emergency room rn', 'emergency room rns']"
emergency room scribe,,,"['emergency room scribe', 'emergency room scribes']"
emery grinder,,,"['emery grinder', 'emery grinders']"
emery wheel worker,,,"['emery wheel worker', 'emery wheel workers']"
employee,,,"['employee', 'employees']"
employee adviser,,,"['employee adviser', 'employee advisers']"
employee benefits director,,,"['employee benefits director', 'employee benefits directors']"
employee benefits specialist,,,"['employee benefits specialist', 'employee benefits specialists']"
employee counselor,,,"['employee counselor', 'employee counselors']"
employee development specialist,,,"['employee development specialist', 'employee development specialists']"
employee operations examiner,,,"['employee operations examiner', 'employee operations examiners']"
employee placement specialist,,,"['employee placement specialist', 'employee placement specialists']"
employee relations specialist,,,"['employee relations specialist', 'employee relations specialists']"
employee relation,,,['employee relations']
employee service officer,,,"['employee service officer', 'employee service officers']"
employee wellness fitness coordinator,,,"['employee wellness fitness coordinator', 'employee wellness fitness coordinators']"
employees representative,,,"['employees representative', 'employees representatives']"
employment clerk,,,"['employment clerk', 'employment clerks']"
employment counselor,,,"['employment counselor', 'employment counselors']"
employment interviewer,,,"['employment interviewer', 'employment interviewers']"
employment officer,,,"['employment officer', 'employment officers']"
employment security officer,,,"['employment security officer', 'employment security officers']"
emt,,,"['emt', 'emts']"
emt b,,,"['emt b', 'emt bs']"
emt i,,,"['emt i', 'emt we']"
emulsion coater,,,"['emulsion coater', 'emulsion coaters']"
emulsion operator,,,"['emulsion operator', 'emulsion operators']"
enamel applier,,,"['enamel applier', 'enamel appliers']"
enamel buffer,,,"['enamel buffer', 'enamel buffers']"
enamel burner,,,"['enamel burner', 'enamel burners']"
enamel dipper,,,"['enamel dipper', 'enamel dippers']"
enamel finisher,,,"['enamel finisher', 'enamel finishers']"
