caption,mean,precision,votes,not_funny,somewhat_funny,funny,funny_score_scaled,funny_group,topic_nb,aggregated_topic
CHECKMATE!  and F U too.,1.2474226804123711,0.0486742799801212,97,75,20,2,24.516129032258064,mid_funny,0,checkmate_win_lose
Shall we meet again on Halloween?,1.2474226804123711,0.0486742799801212,97,75,20,2,24.516129032258064,mid_funny,-1,misc
Aha! Now you have to bring back low-rise jeans!,1.2522522522522523,0.0451922247457713,111,85,24,2,24.516129032258064,mid_funny,18,checkmate_win_lose
Told you I have killer chess skills!,1.2421052631578948,0.0466474938653282,95,73,21,1,24.516129032258064,mid_funny,5,chess_life_game
You have checked out before your time.,1.2386363636363635,0.0484728057797513,88,68,19,1,24.497695852534562,mid_funny,-1,misc
Watching Bergman finally pays off.,1.2666666666666666,0.0545824420417681,105,83,16,6,24.497695852534562,mid_funny,13,pop_culture
Who you calling CHECK?  MATE!,1.25531914893617,0.0544016982757331,94,74,16,4,24.497695852534562,mid_funny,4,checkmate_win_lose
"Alright, I win again! Same time next century?",1.2621359223300972,0.0533677639348154,103,81,17,5,24.497695852534562,mid_funny,-1,misc
The most famous of last words at Reaper’s Chess Emporium are “checkmate.”,1.2525252525252526,0.0504431696766191,99,77,19,3,24.497695852534562,mid_funny,5,chess_life_game
Just a little closer and I'll end your rein.,1.2525252525252526,0.0504431696766191,99,77,19,3,24.497695852534562,mid_funny,2,chess_mechanics_pieces
Bishop to Queen 4… Checkmate you grim bastard,1.25,0.052698331948532,92,72,17,3,24.497695852534562,mid_funny,29,chess_mechanics_pieces
"Checkmate! Since you have no soul to give, instead let’s get you into a nice LL Bean Oxford blue button-collar shirt paired with a nice pair of pleated dockers and spring ducky boots",1.25,0.052698331948532,92,72,17,3,24.497695852534562,mid_funny,18,checkmate_win_lose
I've seen 'The Seventh Seal' forty-nine times.,1.2432432432432432,0.0602684688842784,74,59,12,3,24.497695852534562,mid_funny,25,pop_culture
Ha! See you in a decade.,1.2444444444444445,0.0507401180359771,90,70,18,2,24.497695852534562,mid_funny,23,time_endgame_clock
"It's call the Bergman Gambit. If you don't believe me, look it up!",1.25531914893617,0.0544016982757331,94,74,16,4,24.497695852534562,mid_funny,13,pop_culture
I call it the Seventh Seal Gambit.....,1.25531914893617,0.0544016982757331,94,74,16,4,24.497695852534562,mid_funny,11,pop_culture
"Ha! If you had a soul, it would belong to me.",1.2444444444444445,0.0507401180359771,90,70,18,2,24.497695852534562,mid_funny,21,death_grim_reaper_afterlife
So now will teach me how to play the fiddle?,1.2525252525252526,0.0504431696766191,99,77,19,3,24.497695852534562,mid_funny,-1,misc
I am so telling everyone about this Grim Reaper Cheat.,1.2361111111111112,0.0609428256247712,72,57,11,3,24.497695852534562,mid_funny,9,death_grim_reaper_afterlife
There goes your queen!  Who’s the dead man now?,1.2432432432432432,0.0602684688842784,74,59,12,3,24.497695852534562,mid_funny,12,chess_mechanics_pieces
So you keep your soul for a few more months of working from home.,1.2278481012658229,0.0474926909377105,79,61,18,0,24.47926267281106,mid_funny,21,death_grim_reaper_afterlife
Nice try Putin.,1.2345679012345678,0.0505268689621756,81,63,17,1,24.47926267281106,mid_funny,30,pop_culture
Here's a hint: I cheated.,1.2345679012345678,0.0505268689621756,81,63,17,1,24.47926267281106,mid_funny,1,checkmate_win_lose
"Checkmate Death, and I didn’t cheat.",1.2345679012345678,0.0505268689621756,81,63,17,1,24.47926267281106,mid_funny,0,checkmate_win_lose
And to think I almost wrote my dissertation on WILD STRAWBERRIES instead...,1.2345679012345678,0.0505268689621756,81,63,17,1,24.47926267281106,mid_funny,35,body_parts
"During your pandemic, I was watching The Queen’s Gambit. Checkmate!",1.2345679012345678,0.0505268689621756,81,63,17,1,24.47926267281106,mid_funny,11,pop_culture
"No, it's you who are beknighted!""",1.2528735632183907,0.0571495943170743,87,69,14,4,24.47926267281106,mid_funny,0,checkmate_win_lose
I win.  Now bring back abortion rights.,1.2528735632183907,0.0571495943170743,87,69,14,4,24.47926267281106,mid_funny,20,pop_culture
"Sorry pal, it's check mate on you...hahahahaha!",1.2409638554216869,0.053086795805151,83,65,16,2,24.47926267281106,mid_funny,4,checkmate_win_lose
"Gotcha!""
""That's what you think.",1.2637362637362637,0.0621848142209846,91,73,10,7,24.47926267281106,mid_funny,-1,misc
"Checkmate again! Same as the usual, bring me back to life and see ya in 15 minutes after my auto-erotic asphyxiation, buddy!",1.25,0.0603261179451248,80,64,12,4,24.46082949308756,mid_funny,0,checkmate_win_lose
But I haven't released the piece to complete my move!,1.2475247524752475,0.0475247524752475,101,78,21,2,24.46082949308756,mid_funny,-1,misc
Best out 7?,1.2475247524752475,0.0475247524752475,101,78,21,2,24.46082949308756,mid_funny,8,deals_bets_rematches
"Well, I have a different endgame...",1.2545454545454546,0.0473419650779496,110,85,22,3,24.46082949308756,mid_funny,17,time_endgame_clock
"I'm pretty good when I'm playing for my life, eh?!",1.2424242424242424,0.0456088907049902,99,76,22,1,24.46082949308756,mid_funny,6,chess_life_game
Ah ah ah! That was only the sixth seal!,1.2545454545454546,0.0473419650779496,110,85,22,3,24.46082949308756,mid_funny,25,pop_culture
Now who is master of the end game!,1.2475247524752475,0.0475247524752475,101,78,21,2,24.46082949308756,mid_funny,17,time_endgame_clock
Just kidding!,1.2524271844660195,0.049205464405722,103,80,20,3,24.46082949308756,mid_funny,-1,misc
Forty-one years playing chess every day had finally paid off,1.2475247524752475,0.0475247524752475,101,78,21,2,24.46082949308756,mid_funny,5,chess_life_game
You lose! Now I get to know the surprise you were keeping secret.,1.2560975609756098,0.0621093042621454,82,66,11,5,24.46082949308756,mid_funny,3,checkmate_win_lose
"My dad always said, you reap what you sow. Same time next week?",1.25,0.0458091364430126,108,83,23,2,24.46082949308756,mid_funny,9,death_grim_reaper_afterlife
I think you have something in your teeth.,1.2589285714285714,0.0487051376163351,112,87,21,4,24.46082949308756,mid_funny,19,body_parts
"Nice try Steve, but you cannot cheat Death",1.2551020408163265,0.0529206410969513,98,77,17,4,24.44239631336406,mid_funny,1,checkmate_win_lose
"Now I get to be Death, and you spend eternity as a GS-10 from HHS!",1.2616822429906542,0.0520035004826206,107,84,18,5,24.44239631336406,mid_funny,9,death_grim_reaper_afterlife
ha! … and they say you can never cheat death …,1.26,0.0543464382782842,100,79,16,5,24.44239631336406,mid_funny,1,checkmate_win_lose
A win for one is overpopulation for all.,1.26,0.0543464382782842,100,79,16,5,24.44239631336406,mid_funny,-1,misc
"We are playing""sudden death""!",1.2672413793103448,0.0510133571900296,116,91,19,6,24.44239631336406,mid_funny,22,death_grim_reaper_afterlife
That’s the third miracle this week.,1.2435897435897436,0.0582400827442843,78,62,13,3,24.44239631336406,mid_funny,27,emotional_reactions
I call this the Pyrhhic maneuver.,1.2435897435897436,0.0582400827442843,78,62,13,3,24.44239631336406,mid_funny,2,chess_mechanics_pieces
Ha! I don't have to cheat you to beat you!,1.236842105263158,0.0557828529669636,76,60,14,2,24.44239631336406,mid_funny,1,checkmate_win_lose
"Hey, why are you giving me the finger? It's just chess, not life or death.",1.2644628099173554,0.0480595862954819,121,94,22,5,24.44239631336406,mid_funny,5,chess_life_game
Does this mean I have to resurrect your queen?,1.2391304347826086,0.047310779894909,92,71,20,1,24.44239631336406,mid_funny,12,chess_mechanics_pieces
"I will remember this win when I come for your soul, mortal!",1.2391304347826086,0.047310779894909,92,71,20,1,24.44239631336406,mid_funny,21,death_grim_reaper_afterlife
Checkmate! You die!,1.2413793103448276,0.0516126393363296,87,68,17,2,24.42396313364055,mid_funny,0,checkmate_win_lose
Max von Sydow. Seventh Seal. 1957.,1.247191011235955,0.0536723377136655,89,70,16,3,24.42396313364055,mid_funny,11,pop_culture
"I know this is a dream, but Checkmate! I'm immortal!",1.2413793103448276,0.0516126393363296,87,68,17,2,24.42396313364055,mid_funny,-1,misc
Don't think I can cheat you.,1.247191011235955,0.0536723377136655,89,70,16,3,24.42396313364055,mid_funny,1,checkmate_win_lose
Now can I have more cowbells?,1.247191011235955,0.0536723377136655,89,70,16,3,24.42396313364055,mid_funny,-1,misc
Ha!  Spare that over to another year!!,1.247191011235955,0.0536723377136655,89,70,16,3,24.42396313364055,mid_funny,-1,misc
"Tougher than The Game of Life, huh?",1.247191011235955,0.0536723377136655,89,70,16,3,24.42396313364055,mid_funny,6,chess_life_game
Now you burn in Hell!,1.2413793103448276,0.0516126393363296,87,68,17,2,24.42396313364055,mid_funny,-1,misc
You can't just take my queen because it's 'her time'!,1.2580645161290325,0.0570082091118149,93,74,14,5,24.42396313364055,mid_funny,12,chess_mechanics_pieces
Checkmate! Now send me back as one of those tiny dogs who gets to wear cute little hats!,1.2413793103448276,0.0516126393363296,87,68,17,2,24.42396313364055,mid_funny,-1,misc
"Arguments 
For
Roe
Vs
Wade",1.2465753424657535,0.0640491330552764,73,59,10,4,24.42396313364055,mid_funny,20,pop_culture
Life’s too short to play chess”,1.2352941176470589,0.049215295678475,85,66,18,1,24.42396313364055,mid_funny,5,chess_life_game
Beginner's luck!,1.2427184466019416,0.0446361848738281,103,79,23,1,24.405529953917053,mid_funny,-1,misc
Ha! Mate in two. What are you going to do now?,1.2307692307692308,0.0513652339016563,78,61,16,1,24.405529953917053,mid_funny,-1,misc
Nope!  Not going!  Cheated you again..,1.2307692307692308,0.0513652339016563,78,61,16,1,24.405529953917053,mid_funny,1,checkmate_win_lose
Do I look like the kind of guy you want to beat?,1.2395833333333333,0.0507504897277094,96,74,17,3,24.405529953917053,mid_funny,-1,misc
… and this is mate!,1.2448979591836735,0.0482411548755989,98,76,20,2,24.405529953917053,mid_funny,4,checkmate_win_lose
Checkmate--and I thought The Seventh Seal was boring!,1.2375,0.0540854633129101,80,63,15,2,24.405529953917053,mid_funny,25,pop_culture
I've waited all my life for this moment!,1.255813953488372,0.060063911495953,86,69,12,5,24.405529953917053,mid_funny,6,chess_life_game
One move closer to heaven.,1.2627118644067796,0.0487835007328129,118,92,21,5,24.405529953917053,mid_funny,2,chess_mechanics_pieces
Don't push your luck. I let you win last time.,1.2238805970149254,0.0555426155749475,67,53,13,1,24.405529953917053,mid_funny,3,checkmate_win_lose
COME TO PAPA!,1.25,0.0583650843840542,84,67,13,4,24.405529953917053,mid_funny,-1,misc
"I'll get the check, Mate!",1.2439024390243902,0.0563920109666255,82,65,14,3,24.405529953917053,mid_funny,4,checkmate_win_lose
HA! Checkmate!! Now get me the hell out of this crazy world like we bargained!,1.2586206896551724,0.0476127080021102,116,90,22,4,24.405529953917053,mid_funny,0,checkmate_win_lose
"Checkmate!""
""No, check yourself, mate.",1.2375,0.0540854633129101,80,63,15,2,24.405529953917053,mid_funny,0,checkmate_win_lose
Ha! Kill my knight will you!,1.256880733944954,0.0494682387708498,109,85,20,4,24.405529953917053,mid_funny,33,death_grim_reaper_afterlife
"You won the match and the bet. Do you really want to collect the robe?""",1.2448979591836735,0.0482411548755989,98,76,20,2,24.405529953917053,mid_funny,18,checkmate_win_lose
Now let’s shoot hoops!,1.2375,0.0540854633129101,80,63,15,2,24.405529953917053,mid_funny,-1,misc
Every step taken to feel more alive is a winning move in the face of the grimmer.,1.2375,0.0540854633129101,80,63,15,2,24.405529953917053,mid_funny,2,chess_mechanics_pieces
I call it the Blue Öyster Cult's opening,1.2448979591836735,0.0482411548755989,98,76,20,2,24.405529953917053,mid_funny,25,pop_culture
I thought this was best of seven,1.2375,0.0540854633129101,80,63,15,2,24.405529953917053,mid_funny,8,deals_bets_rematches
"Checkmate! Let’s play again, I got a feeling I can’t lose.",1.2236842105263157,0.0516353075535489,76,59,15,1,24.387096774193548,mid_funny,0,checkmate_win_lose
"Yes, yes you won. Now, come with me big winner!",1.25,0.05,100,78,19,3,24.387096774193548,mid_funny,3,checkmate_win_lose
I win the hood.,1.2236842105263157,0.0481178531645701,76,59,17,0,24.387096774193548,mid_funny,18,checkmate_win_lose
Do I look like someone that cares that you won?,1.2735042735042734,0.0537757013637801,117,93,16,8,24.387096774193548,mid_funny,-1,misc
The dead hand checkmate.,1.2526315789473683,0.0538930570846854,95,75,16,4,24.387096774193548,mid_funny,0,checkmate_win_lose
"Will this be just your next move, or your last?",1.2473118279569892,0.0521978694323882,93,73,17,3,24.387096774193548,mid_funny,2,chess_mechanics_pieces
Ha! Revenge for 7th Seal!,1.2359550561797752,0.0480000210411097,89,69,19,1,24.387096774193548,mid_funny,25,pop_culture
I’ll show you a sacrifice!,1.2473118279569892,0.0543909152706335,93,73,15,4,24.387096774193548,mid_funny,31,chess_life_game
Enough! The tables have turned.,1.2549019607843137,0.051546223005715,102,80,18,4,24.387096774193548,mid_funny,-1,misc
"When you said “I kill at chess”, that was just a figure of speech, right?”",1.2549019607843137,0.051546223005715,102,80,18,4,24.387096774193548,mid_funny,5,chess_life_game
Check mate! You are dead meat now.,1.2549019607843137,0.051546223005715,102,80,18,4,24.387096774193548,mid_funny,4,checkmate_win_lose
Does the Constitution mention this?,1.2549019607843137,0.051546223005715,102,80,18,4,24.387096774193548,mid_funny,20,pop_culture
Your checkered past is showing.,1.2359550561797752,0.0480000210411097,89,69,19,1,24.387096774193548,mid_funny,-1,misc
Ha! That's a stalemate!,1.2473118279569892,0.0521978694323882,93,73,17,3,24.387096774193548,mid_funny,-1,misc
You’re between a rock and a deathly place,1.247191011235955,0.0445752249961079,89,69,19,1,24.387096774193548,mid_funny,36,death_grim_reaper_afterlife
CHECK...My next move which is DEFINITELY NOT CHECKMATE!,1.2359550561797752,0.0480000210411097,89,69,19,1,24.387096774193548,mid_funny,-1,misc
"Fine, you can live.
Don't tell anyone though, I can't let this become a thing.",1.25,0.05,100,78,19,3,24.387096774193548,mid_funny,10,death_grim_reaper_afterlife
If I win…I don’t have sleep paralysis tonight! If you win…,1.2236842105263157,0.0481178531645701,76,59,17,0,24.387096774193548,mid_funny,3,checkmate_win_lose
What's this best two out of three nonsense?,1.2417582417582418,0.0502512839256923,91,71,18,2,24.387096774193548,mid_funny,8,deals_bets_rematches
Seriously?,1.2685185185185186,0.0552010728394295,108,86,15,7,24.387096774193548,mid_funny,-1,misc
"If you collect my king, I collect your soul.",1.2596153846153846,0.0529121898375067,104,82,17,5,24.387096774193548,mid_funny,14,chess_mechanics_pieces
"Listen, I know a place with better lighting for rematch, it has a fireplace too!",1.25,0.05,100,78,19,3,24.387096774193548,mid_funny,26,deals_bets_rematches
You sure you want to do that?,1.2477064220183487,0.0454448381756549,109,84,23,2,24.368663594470046,mid_funny,2,chess_mechanics_pieces
"What do you mean by 'my next move's a killer' "" ?",1.2531645569620251,0.0636148811953879,79,64,10,5,24.368663594470046,mid_funny,2,chess_mechanics_pieces
Am I winning you over?,1.2429906542056075,0.0437227311200704,107,82,24,1,24.368663594470046,mid_funny,3,checkmate_win_lose
Put that piece back! No wonder you come from Hades.,1.2328767123287672,0.0569404744901366,73,58,13,2,24.368663594470046,mid_funny,-1,misc
Yay! I get to be Brad Pitt another fifty years!,1.2328767123287672,0.0569404744901366,73,58,13,2,24.368663594470046,mid_funny,23,time_endgame_clock
"To submit your caption, leave it as a comment below with the hashtag",1.2608695652173914,0.0495393833138963,115,90,20,5,24.350230414746544,mid_funny,-1,misc
"Ha! Now I can’t die, right?",1.238095238095238,0.0525293885971792,84,66,16,2,24.350230414746544,mid_funny,34,death_grim_reaper_afterlife
White's classic advantage... a bit archaic isn't it?,1.244186046511628,0.0546998938660239,86,68,15,3,24.350230414746544,mid_funny,28,color_choice_white_black
Mate. Thus ends Jesus' Gambit!,1.2317073170731707,0.0499887987688257,82,64,17,1,24.350230414746544,mid_funny,11,pop_culture
That’s okay. You can play White next time.,1.2608695652173914,0.0495393833138963,115,90,20,5,24.350230414746544,mid_funny,28,color_choice_white_black
"Checkmate, bully..stick with your day job!",1.244186046511628,0.0546998938660239,86,68,15,3,24.350230414746544,mid_funny,0,checkmate_win_lose
"Pst, you’re already dead inside",1.2555555555555555,0.0581897346724593,90,72,13,5,24.350230414746544,mid_funny,-1,misc
"OOPS, did I say “that’s life” !",1.25,0.0487904482626762,104,81,20,3,24.350230414746544,mid_funny,6,chess_life_game
You see this face? This will be the last time you see this face if you let go of that piece.,1.2592592592592593,0.0515766817140973,108,85,18,5,24.350230414746544,mid_funny,19,body_parts
I'm not ready for the dance.,1.244186046511628,0.0546998938660239,86,68,15,3,24.350230414746544,mid_funny,-1,misc
I live!,1.25,0.0565694660855831,88,70,14,4,24.350230414746544,mid_funny,-1,misc
You see? It's not ALWAYS about taking pieces off the board!,1.2173913043478262,0.0500194557943936,69,54,15,0,24.350230414746544,mid_funny,-1,misc
'' - You re finished Mr.!! - Finally.. I can see Him coming for me.. - .. Wait..what.. There is another one??????,1.2317073170731707,0.0529149707039746,82,64,15,2,24.350230414746544,mid_funny,17,time_endgame_clock
"And Big Bird is next, bwa-ha-ha-ha!",1.2317073170731707,0.0499887987688257,82,64,17,1,24.350230414746544,mid_funny,-1,misc
"Ha! Now you can tell Ingmar Bergman that ""Herd Immunity"" works.",1.2317073170731707,0.0499887987688257,82,64,17,1,24.350230414746544,mid_funny,13,pop_culture
I win again. All you have left are your bones.,1.2173913043478262,0.0500194557943936,69,54,15,0,24.350230414746544,mid_funny,3,checkmate_win_lose
Soo same time next week?,1.225,0.0469816823987036,80,62,18,0,24.350230414746544,mid_funny,-1,misc
You'll have to postpone my deadline if you want a rematch.,1.25,0.0487904482626762,104,81,20,3,24.350230414746544,mid_funny,26,deals_bets_rematches
And your still trying to flip me off.,1.2317073170731707,0.0499887987688257,82,64,17,1,24.350230414746544,mid_funny,-1,misc
See! My doctor was right!,1.2317073170731707,0.0499887987688257,82,64,17,1,24.350230414746544,mid_funny,19,body_parts
Mortal Combat- Chess Edition,1.2547169811320755,0.0502667113901763,106,83,19,4,24.350230414746544,mid_funny,5,chess_life_game
King me! No takesies backsies!,1.244186046511628,0.0546998938660239,86,68,15,3,24.350230414746544,mid_funny,14,chess_mechanics_pieces
Ha! Caught your king between a rook and a hard place.,1.2621359223300972,0.0551224603632833,103,82,15,6,24.331797235023043,mid_funny,-1,misc
"Ha, ha! What a loser you are and there's nothing you can do about it, loser!",1.2530120481927711,0.0614339700432865,83,67,11,5,24.331797235023043,mid_funny,-1,misc
I said checkmate & he still took my life!,1.2666666666666666,0.0562351594857982,105,84,14,7,24.331797235023043,mid_funny,0,checkmate_win_lose
"Oh, fuck",1.2421052631578948,0.0489893136270484,95,74,19,2,24.331797235023043,mid_funny,-1,misc
I can't wait to tell my chess club that I won.,1.2421052631578948,0.0489893136270484,95,74,19,2,24.331797235023043,mid_funny,5,chess_life_game
Give my best to Bobby Fischer.,1.2421052631578948,0.0489893136270484,95,74,19,2,24.331797235023043,mid_funny,-1,misc
"Checkmate!”
“Come with me.",1.2421052631578948,0.0489893136270484,95,74,19,2,24.331797235023043,mid_funny,0,checkmate_win_lose
Self doubt is your first mistake.,1.2365591397849462,0.0468698811133405,93,72,20,1,24.331797235023043,mid_funny,-1,misc
"Suck it, Reaper!""",1.2574257425742574,0.0538672099355859,101,80,16,5,24.331797235023043,mid_funny,9,death_grim_reaper_afterlife
"Checkmate! Ha Grim Reaper, you lost your bet to be reincarnated as a Politician!",1.274074074074074,0.0486746734929931,135,106,21,8,24.331797235023043,mid_funny,0,checkmate_win_lose
Nobody ever won a chess game by resigning.,1.2469135802469136,0.0596565897696275,81,65,12,4,24.331797235023043,mid_funny,5,chess_life_game
What’s that? the fickle finger of fate?,1.2769230769230768,0.0512402930759785,130,103,18,9,24.331797235023043,mid_funny,16,body_parts
Congratulations Jerry. However your unusually high blood pressure will no doubt bring about a rematch.,1.2621359223300972,0.0551224603632833,103,82,15,6,24.331797235023043,mid_funny,26,deals_bets_rematches
First the fiddle and now your chessboard!,1.2421052631578948,0.0489893136270484,95,74,19,2,24.331797235023043,mid_funny,5,chess_life_game
Russian rules - I annex your castle and poison your Queen.,1.2678571428571428,0.0537855010669509,112,89,16,7,24.331797235023043,mid_funny,30,pop_culture
I sure hope my hot streak continues.,1.240506329113924,0.0575807573202435,79,63,13,3,24.331797235023043,mid_funny,-1,misc
You got a little something stuck between your teeth.,1.2525252525252526,0.0524467008524855,99,78,17,4,24.331797235023043,mid_funny,19,body_parts
Ha-ha! Wanna try your luck with that fiddle again while we're at it?,1.2530120481927711,0.0614339700432865,83,67,11,5,24.331797235023043,mid_funny,-1,misc
"You're not use to losing, are you big guy?",1.2474226804123711,0.0508326879466907,97,76,18,3,24.331797235023043,mid_funny,3,checkmate_win_lose
How to scam the devil!,1.240506329113924,0.0575807573202435,79,63,13,3,24.331797235023043,mid_funny,-1,misc
Check Annihilate!,1.2653061224489797,0.060766927552326,98,79,10,8,24.313364055299544,mid_funny,0,checkmate_win_lose
Have you seen The Seventh Seal?,1.2386363636363635,0.0535917805252719,88,69,15,3,24.313364055299544,mid_funny,25,pop_culture
Never match wits with a Sicilian when death is on the line!,1.2386363636363635,0.0510964374493487,88,69,17,2,24.313364055299544,mid_funny,-1,misc
It looks like I just checkmated death!,1.2386363636363635,0.0510964374493487,88,69,17,2,24.313364055299544,mid_funny,0,checkmate_win_lose
"And… that’s my soul, mate!",1.2386363636363635,0.0510964374493487,88,69,17,2,24.313364055299544,mid_funny,21,death_grim_reaper_afterlife
"Not today, Mort!",1.2266666666666666,0.0522410674577877,75,59,15,1,24.313364055299544,mid_funny,-1,misc
I don't need to cheat.,1.2403846153846154,0.0442664725855004,104,80,23,1,24.313364055299544,mid_funny,1,checkmate_win_lose
See? Just a few speedy moves like this and we eliminate the sudden death option!,1.2266666666666666,0.0522410674577877,75,59,15,1,24.313364055299544,mid_funny,2,chess_mechanics_pieces
What was that about Bobby Fischer?,1.2386363636363635,0.0510964374493487,88,69,17,2,24.313364055299544,mid_funny,-1,misc
Mate! I get to play for Washington!,1.2444444444444445,0.0531436493707594,90,71,16,3,24.313364055299544,mid_funny,6,chess_life_game
"Go ahead and give me the finger, sucka; you got your butt kicked!",1.2444444444444445,0.0531436493707594,90,71,16,3,24.313364055299544,mid_funny,16,body_parts
Another win for Ukraine,1.2386363636363635,0.0510964374493487,88,69,17,2,24.313364055299544,mid_funny,30,pop_culture
"Just forget it, check mate, I’ve got the last move.",1.2444444444444445,0.0531436493707594,90,71,16,3,24.313364055299544,mid_funny,-1,misc
You thought that Bill and Ted were the only ones' who could beat you!,1.2444444444444445,0.0531436493707594,90,71,16,3,24.313364055299544,mid_funny,20,pop_culture
Get over yourself.  Everyone knows chess is dead. Its about Pickle Ball now....,1.25,0.0549181730704603,92,73,15,4,24.313364055299544,mid_funny,5,chess_life_game
Checkmate! And this is for Max!,1.25,0.0476607516535646,108,84,21,3,24.294930875576036,mid_funny,0,checkmate_win_lose
Why are you smiling?,1.2475247524752475,0.0495643208347874,101,79,19,3,24.294930875576036,mid_funny,-1,misc
Check mate!  Another game?,1.2475247524752475,0.0495643208347874,101,79,19,3,24.294930875576036,mid_funny,-1,misc
Really? Did you want to check out also?,1.2424242424242424,0.0478154156588193,99,77,20,2,24.294930875576036,mid_funny,4,checkmate_win_lose
"Wow, I've never had instant regret winning before!",1.25,0.0476607516535646,108,84,21,3,24.294930875576036,mid_funny,3,checkmate_win_lose
Does this look infected?,1.2528735632183907,0.0594422773534806,87,70,12,5,24.294930875576036,mid_funny,-1,misc
"Come a little closer,…I DARE YOU TO MAKE THAT MOVE!!!!",1.2475247524752475,0.0495643208347874,101,79,19,3,24.294930875576036,mid_funny,2,chess_mechanics_pieces
"Oh, ok! Well, you know we just gonna keep playin' until it's not a game anymore anyway!",1.231578947368421,0.0435096147975529,95,73,22,0,24.294930875576036,mid_funny,6,chess_life_game
"As Tarrasch once said:  ""Before the endgame the Gods have placed the middlegame!""",1.231578947368421,0.0435096147975529,95,73,22,0,24.294930875576036,mid_funny,17,time_endgame_clock
Just like Bill and Ted!,1.2524271844660195,0.0511032791167292,103,81,18,4,24.294930875576036,mid_funny,20,pop_culture
"Did I hear each player say: ""I win, you lose?""",1.2424242424242424,0.0478154156588193,99,77,20,2,24.294930875576036,mid_funny,3,checkmate_win_lose
And that’s how I beat Deep Blue!,1.2528735632183907,0.0594422773534806,87,70,12,5,24.294930875576036,mid_funny,10,death_grim_reaper_afterlife
"You come at the Reaper,You Best not Miss",1.2545454545454546,0.0490720626103553,110,86,20,4,24.294930875576036,mid_funny,9,death_grim_reaper_afterlife
Oui Death ! You can’t beat me I am Mark Zuckerberg  I will take what is yours win the bet money and  won’t even pay taxes on it .,1.2470588235294118,0.05774929481166,85,68,13,4,24.276497695852537,mid_funny,7,bureaucracy_taxes_insurance
Double boosted.,1.2470588235294118,0.05774929481166,85,68,13,4,24.276497695852537,mid_funny,24,pop_culture
Don't you realize who you're trying to cheat here?,1.24468085106383,0.051706566565838,94,74,17,3,24.276497695852537,mid_funny,1,checkmate_win_lose
F*** me? F*** you. I won.,1.2647058823529411,0.0573241244950459,102,82,13,7,24.276497695852537,mid_funny,3,checkmate_win_lose
"You think you know how to play the clock, eh?",1.24468085106383,0.051706566565838,94,74,17,3,24.276497695852537,mid_funny,15,time_endgame_clock
You bet my life I won this.,1.2470588235294118,0.05774929481166,85,68,13,4,24.276497695852537,mid_funny,3,checkmate_win_lose
Dresscode to d7. Checkmate.,1.2278481012658229,0.050794937122985,79,62,16,1,24.276497695852537,mid_funny,18,checkmate_win_lose
"Die, Loser!
Oh, Ooops!",1.2278481012658229,0.050794937122985,79,62,16,1,24.276497695852537,mid_funny,-1,misc
The movie didn’t show the eighth seal: it’s in my ass!,1.2285714285714286,0.0581688431661773,70,56,12,2,24.276497695852537,mid_funny,25,pop_culture
Jim realized he was just a pawn after all,1.2409638554216869,0.0557858965073445,83,66,14,3,24.276497695852537,mid_funny,1,checkmate_win_lose
"Now, THAT is your “last” move .",1.24468085106383,0.051706566565838,94,74,17,3,24.276497695852537,mid_funny,2,chess_mechanics_pieces
"I told you... you will never defeat me""",1.24468085106383,0.051706566565838,94,74,17,3,24.276497695852537,mid_funny,10,death_grim_reaper_afterlife
My condolences.,1.2391304347826086,0.0497714922169699,92,72,18,2,24.276497695852537,mid_funny,1,checkmate_win_lose
Checkmate! I told you that your intimidating costume wouldn,1.2278481012658229,0.050794937122985,79,62,16,1,24.276497695852537,mid_funny,18,checkmate_win_lose
Checkmate.  My Little Pony is the best cartoon all-time.,1.2278481012658229,0.050794937122985,79,62,16,1,24.276497695852537,mid_funny,0,checkmate_win_lose
Checkmate!  I've cheated Death!,1.2551020408163265,0.0548724675027206,98,78,15,5,24.276497695852537,mid_funny,0,checkmate_win_lose
I finally beat you!,1.2647058823529411,0.0573241244950459,102,82,13,7,24.276497695852537,mid_funny,10,death_grim_reaper_afterlife
Na Na Nee Nee Boo Boo!,1.24468085106383,0.051706566565838,94,74,17,3,24.276497695852537,mid_funny,-1,misc
"You see, the horsey moves in an L shape",1.2391304347826086,0.0497714922169699,92,72,18,2,24.276497695852537,mid_funny,-1,misc
I said it's time to check out not checkmate.,1.2409638554216869,0.0557858965073445,83,66,14,3,24.276497695852537,mid_funny,0,checkmate_win_lose
"When you think you've cheated death:  double check, mate!",1.2409638554216869,0.0557858965073445,83,66,14,3,24.276497695852537,mid_funny,1,checkmate_win_lose
Two out of three!,1.2207792207792207,0.0475776037055225,77,60,17,0,24.276497695852537,mid_funny,8,deals_bets_rematches
You say Sudden Death; I say Checkmate!,1.2409638554216869,0.0557858965073445,83,66,14,3,24.276497695852537,mid_funny,0,checkmate_win_lose
"O Death, where is thy King!



Laura Hogan
Palos Verdes Estates, CA",1.2409638554216869,0.0557858965073445,83,66,14,3,24.276497695852537,mid_funny,14,chess_mechanics_pieces
Okay! I pick justice Roberts!,1.2345679012345678,0.0534939852920822,81,64,15,2,24.276497695852537,mid_funny,20,pop_culture
