caption,topic
looks like susan's kid got creative with the chalk art again.,168
we're going to advise all women to be on the look-out.,3
assign protective details to superman and wonder woman.,-1
"the last known permanent residence we have on record, is the hudson river.",57
“stand up straight!” - mother nature,94
"i'd say it was evolutionary, detective watson",-1
"elementary, my dear watson...we have evolved to the a state where we are killing one another. now, how do we stop this heinous cycle?!!",217
"elementary, my dear watson, elementary.",-1
reminds me the old lady who swallowed the fly.,-1
the ideal family mom and pop and two kids,-1
do they know you stole aunt mary's recipes too?,265
“so we have 24-7 protection for ‘watson’ up and running”?,184
roberts....make me a chair. we are going to be here a while.,-1
did you know your daughter's birthday clown was working undercover?,-1
judy collin's lawyer is here to see you,175
"even sketch artists get holidays, ok? so, does it or does it not look like mrs schwarz's dog?",168
is this the balloon animal that attacked your wife??,-1
you won't be laughing when we call your mother.,73
you think we're tough? wait till the bearded lady shows up!,-1
watson here thinks it’s very curious that the dog didn’t bark that night.,184
do you see this poor balloon animal? it no longer has a mother due to your pin-happy antics.,324
now sing- and it better not be the aria from pagliacci!,-1
"no, we're not benson and stabler. we're barnum and bailey.",164
"then, when your daughter wasn’t looking you just threw this little fellow into the trash.",-1
"or, if you do decide to testify, we can get you started with clara here who has been in our witness protection program since she was about your age.",109
officer kelly will tell you your rights.,-1
"yep, we are doing the good cop/scary-kinda-creepy-clown-cop-with-balloon-animals cop routine. now talk, or you get squirted ny the daisy again!",140
c'mon buddy......this is the last chance to identify your missing dog. our baloon artist has important government cases. stormy daniels and her lawyer are waiting in the next room.,10
"your mother and i have something to tell you, tim.",16
your sister told us how to get you to talk.,11
i'm sorry about your wife's murder.,0
and in our diversion program you get to work with officer kelly our special clown-face and twisted balloon instructor.,219
and now my good friend sergeant pennywise will use a leftover party favor courtesy of your tax dollars and the oaks elementary second grade room 1 room-moms to demonstrate what happens to jailbirds who clown around in the yard.,-1
"so, you say the dog that ran off with your grandma's brownies was a brighter blue with a more solemn expression.",95
so kelly conway stole your dog?,10
"now, after the rabbit jumped out of the clown’s hat and grabbed the lady’s diamond necklace, then what happened?",106
"i’ve brought the clown. now, tell me where the 10 girls are!",-1
"proof that hollywood has finally run out of ideas: coming summer 2018, ""turner & hoops""",2
we're not clowning around here! we found hillary's comfort dog in your trunk.,5
confess now or we bring in the bearded lady and the contortionist,-1
"no. the dog is not lassie, and she's not gonna help you.",139
so you're saying this is the animal that bit that poor lady?,-1
"now, detective kelly here is going to squeak the dog until you freakin' talk!",219
stop laughing a woman is dead.,-1
you think this is funny? detective kelly here will show you funny.,219
"you want us to believe you were just ""selling balloon animals"" outside of madison square garden at 11 o'clock at night? 3 for $20 is far too expensive!",-1
amy schumer is as good at solving crimes as she is at telling jokes.,-1
"on the following day's news concerning the double homicide, it would be reported that detective madison was unfortunately unaware of the suspect's fatal fear of clowns when the detective attempted to employ the ""good cop, bad cop"" scenario.",-1
"sorry to tell you this; the divorce is now final, and she got the piano.",156
your wife says she can still hear it.,0
it's true—the aria is thinner up here.,-1
mom says just to call it “unfinished” and come home for dinner.,108
mom always told me you'd just gone to the store for cigarettes.,-1
grandma says she'll take you back on the condition you take lessons and a shower.,100
mom says you can stop practicing now.,-1
do you know 'she'll be comin' around the mountain'?,277
mom says she can still hear you.,-1
mom says dinner is ready.,108
"my wife actually wants the piano in the living room, after all.",156
mom says you can stop lessons if you just come home.,-1
mom says it's time for dinner,108
yeah i’m gonna have to take her back to the shop if you want it fixed right.,49
she said you can practice at home...,-1
we've decided to go with the singing nun instead.,253
"so before i leave, just the sheet music for “autumn leaves” and toilet paper?",-1
the fat lady sang,213
"mom told me to tell you, ""it's dinnertime.""",108
mom says dinner is ready.,108
"of all the gin joints, in all the towns, in all the world, she walks into mine.",-1
julie andrews was right all along.,-1
my wife asked me to move it out of the house,-1
mom says you can come back home if you've learned something other than chopsticks.,-1
"amazon delivery...i believe you ordered two dozen tablets of manuscript paper, nine erasable pens, a case of gluten free energy bars and the latest rolling stone.",-1
"of all the gin joints, in all the towns, in all the world, she walks into mine.",-1
your mother says you are to stay until you get it right.,96
tell me that fat lady hasn't made it up here yet.,213
"yup, i'm the fat lady, i'm here to sing",213
do you know 'she'll be comin' around the mountain'?,277
"mom says she can still hear you, and she's trying to sleep.",-1
she says to start without her…,-1
yeah that song was fine but did you see beyoncé at coachella?,186
"you played it for her, you can play it for me! now play!",-1
"before i go, are you sure you won't play ""the girl from ipanema""?",-1
"you can come down now, gramps. grandma's stopped singing ""climb every mountain.""",14
"mom meant to say no aptitude, not altitude, for the piano.",156
my wife would like to hear ‘all of me’. can you break a twenty?,0
"i mispronounced ""aria"" so the travel agent wrote aerie. and here i am.",-1
"""almost heaven, west virginia."" do you need more directions?",-1
you the lady who called for a tuner with pitons?,331
my mom forced me to stay in and practice every day and it just snowballed from there,-1
"play it, sam. play ""climb every mountain."" you played it for her; you can play it for me.",-1
does julie andrews know about you?,-1
if you can’t tell me the meaning of life can you at least play “like a rolling stone”?,298
"your mother wants to know if you've practiced for 10,000 hours yet.",-1
"sorry, wrong plateau. beyoncé is one to the right and much further up.",186
where's julie andrews?,-1
mom said you'd be here.,-1
mom says dinner's getting cold...,108
mom says come home and give techno another try.,-1
"colonel von trapp, how do you solve a problem like maria?",-1
my ex-girlfriend gave me a groupon for beginner piano lessons...is that still valid?,156
my wife is around the corner. can you play 'she'll be coming 'round the mountain?',277
"you played it for her, now play it for me.",-1
"i was wondering if you could play ""ain't no mountain high enough"" for my wife...",-1
"time for you to come on home, alice.",23
"do you know ""honky tonk women?""",-1
oh no no no i specifically requested a female soloist,3
it's about time. she's been out of tune for eons.,-1
it's hard for the fat lady to sing when there's no music,213
"i climbed up her because i am shocked, shocked, that you are playing it again, sam!",277
"look buddy, what you do on your time is your business, but my wife is a light sleeper and we can hear you all the way over at finnigan’s pass. do you mind keeping it down after 9pm?",-1
"and then she said, “i only pretended to like shopping at rei.” that’s when i knew it was over.",-1
were you expecting julie andrews?,-1
you've gotta be kidding me. that can't be all she wrote.,-1
well that's a surprise. i was expecting julie andrews.,-1
gra-grandma?,14
it looks like you need an aria.,-1
mom says there's more money in sheep.,12
and your wife said to stop by the store on your way home and pick up a carton of 2 percent.,-1
"play ""papa was a rolling stone"" by the temptations.",-1
"“it’s true maestro, doris’ inner self has awakened yet offred remains spiritually barren”.",68
"so this explains why maria thought the ""hills are alive"".",-1
"i'm here because i vowed to leave the country if hillary lost. guess i'm a poor loser, too",5
i bring good news concerning your copyright infringement case against joan baez.,149
maria von trapp was right- you are live!,213
i didn't bring the right tools - i'll be back next summer.,2
maybe the wife in a pumpkin shell wasn't a great idea for a show.,-1
martha argerich says you stink.,350
she's not doing too good in wisconsin.,-1
madonna is ready for your solo now.,141
julie andrews you ain't. julie andrews you ain't.,-1
no autumn sonata doesn't translate to summit this fall.,32
i told my wife that a free follow-up tuning was a bad idea.,-1
ms. gradova i presume.,-1
"it doesn't have to be a masterpiece. she's dead, anyway.",-1
enlightenment? is that by beyoncé?,186
i’ll give you a 5 to do “stand by me”. it’s her favorite.,43
madame *** établit un piano dans les alpes.,39
"i climbed all this way just to hear ""she'll be coming 'round the mountain""?",277
do you know kelly clarkson's the meaning of life?,-1
"judy leaves the mountaintop after the sixth performance of ""she'll be coming 'round the mountain""",277
"the pianist didn't like my composition, so i sent her on her way. sorry, no concert.",156
would you happen to know if i should still be expecting julie andrews?,-1
that was great. how much to play my daughter’s wedding next june?,-1
"yes, the hills are alive with the sound of music and no, i’m not julie andrews.",-1
i'm looking for audrey luna.,-1
sweet caroline?...no never heard of her,-1
"sorry, i have to leave now if i want to find parking for my daughter's recital on kilimanjaro...",-1
i figured you'd be accompanied by a fat lady singing.,213
"hey lady,keep the noise down sherpas need our rest",45
"so you’re telling me... the secret to happiness and enlightenment is just banging out chopsticks as loud as fucking possible??? damn, i left my wife and kids for this trip",-1
will you please play like a rolling stone again?,298
are you a sight for sore eyes! “she’s been coming round the mountain” has been stuck in my head all day and my ipod’s dead. do you know any indie pop?,-1
can you play julia's suite?,220
gonna bang these keys like i banged your wife!,192
"what is it you can’t face, bearded maria?",-1
you played it for her. you can play it for me.,-1
where's the waitress?,152
my mom was tired of heart and soul.,-1
do you know “up town girl”?,71
plumbing services--your wife said you had a blockage.,-1
"no! i mean, i want to stay! only - my aunt - is - is - and - she is a --- cactus! i mean, she has a cactus, and i have to water my aunt! water her cactus! i need to water my cactus, because my aunt gave it too me. she really loves music.",96
"hey daddy, grandma says dinner is ready.",108
"can you play ""bohemian rhapsody"" by queen?",-1
no! i won’t play sweet caroline no more!,-1
"okay, t. swift is booked, but i got a ""maybe"" from cardi b.",-1
so this is why i've been hearing katy perry's teenage dream for the last two hours.,186
my wife said i should just buy an inspirational app.,0
"the saint bernard lost the sled with the acoustic tiles. you will have to bear with the echo for a while longer. i have, however, sifted the brown m&ms from my trail mix.",-1
sorry i'm late. mom got stuck in traffic.,-1
four days of hard climbing and she plays her head off before i get here.,277
could i have 2 tickets please? my wife’s running late,-1
you know that piece that makes your amygdalae swell up like cantaloupes... she wants to hear it.,-1
"i'm no dramaturg, but i think the 1st part of your double aria, was a bit lengthy...",-1
"i need you to rewrite this speech. go easy on the ms, bs and ps.",221
here's a list of women i want paid off that i know nothing about.,243
"good news, we found someone even better that sarah huckabee",120
i'd like to place this ad for a female ventriloquist!,-1
you heard ree: we ha a warren te sersh de remses.,39
"we need a version of this without all the bs, fs, and ms.",91
see? a love letter from your wife. we're running away together. now who's the dummy?,-1
i’m no michelle wolf but i’ll give it to you straight: you’re subpoenaed!,7
"no, chris, using your ventriloquist dummy to tell me my mother has passed did not make it ""way funnier""...",-1
"your wife said to let you down softly, but you've been served",-1
"sign this requisition for toner. and by the way, i've been sleeping with your wife.",0
just a reminder that it's 'take your daughter (and/or divorce coping mechanism) to work day' tomorrow,-1
"i know you're sleeping with with my wife, johnson.",-1
"bill, here are mike and my per diems for charlotte.",-1
if my wife asks: i'm not here.,0
she handed me the divorce papers last night and said i was the real dummy if i didn’t understand why.,7
my wife says i need to be more assertive.,0
"warren simmons, you've been served, and i've just had a colonoscopy.",7
im no dummy i found the letter you wrote my wife,-1
"first, get this thing off me. second, help me find my own voice. three, do you know any little women?",3
carol’s lawyer just sent over the divorce papers.,7
'catch and release' situation or a convenient gift for my wife?,0
here is carol's performance review.,55
kathy wants to know if you like her. check the 'yes' or 'no' box.,-1
"hey knucklehead, your wife was over last night. what a gal! thought i'd return her pink slip!",-1
"my client has absolutely nothing to hide, but refuses to speak with your sad fake witch hunt!",349
"i’m sorry peterson, amy in finance claims you called her doll face.",136
my wife gave it me.,0
our daughter is selling girl scout cookies.,216
do you think she’ll like it?,-1
bring-your-daughter-to-work day has been hard since patty got custody.,-1
e-i-e-i-o-she wants a divorce!,7
my wife said no to the motorcycle. i’m not proud of this.,-1
what if i insulted your mother?,130
we've received this notice that you do not enjoy wayland flowers and madame.,128
you better not cross me again or i'll pull out the 'old grandma' puppet! have fun telling her no!,14
last week i reeled in one of the lenin sisters.,136
it's from your mother. it says stop sending me e-mails and come to dinner this friday.,-1
here is your vbucks pay check plus your mom gay,-1
my wife said she wanted to celebrate our anniversary by candle light.,162
your mother thinks i'm the best lawyer to give you her subpoena,7
you've been served for impersonating the best ventriloquist act this side of queens....,-1
"i was told that i need to work on how i micromanage. anyway, another woman came forward accusing you of unwelcome advances. here's a resignation letter for you to sign.",-1
"using your company email to complain to your wife about your boss. . . . now, who’s the dummy at work?",0
"if i’d known that this is all it amounts to, i would’ve killed your mother right off the bat.",-1
it could be worse; the next circle down is the all kardashian channel,83
"if i knew this was it, i would have cheated on my wife and my taxes.",0
this isn't so bad. i'm actually kind of glad i killed my mother-in-law now.,150
"oh, hey susan.",17
my wife told me i'd end up here if i kept watching porn videos. guess i got the last laugh.,0
i still think things would have turned out worse if hillary had won.,5
"hi, what's a nice girl like you doing in a place like this ?",225
what’s a women like you doing in a place like this?,225
that women in front is pretty hot.,-1
the “woman scorned” symposium was way scarier.,-1
summer reruns.,2
this is something of a reprieve. i left a woman scorned.,-1
i just figured we’d be watching “keeping up with the kardashian’s” forever.,83
what's a good girl like you doing here?,225
"we only get one channel, it's hillary's burning emails.",42
did i miss judge judy?,175
this is kinda nice. the wife and i used to watch a yule log on tv around the holidays.,-1
i really need a hearing aid- i thought she told me to go to haiti...,-1
"and mom said,""be sure to wear clean underwear!""",100
like drinking hot tea in summer - it'll make you feel cooler.,2
this must be that cold day in hell that my wife kept talking about.,0
what's a nice girl like you doing in a place like this?,225
i guess i was wrong sharon. it looks like climate change really does effect everyone after all.,36
ep of wife swap. you?,127
you have to really check the reviews before you book one on these groupon all inclusive getaway deals. did you even look at the reviews sharon?,-1
"damn it, alice, i think it's another re-run.",23
we are damned for eternity molly ... a black and white cathode ray tube!!!,-1
"if i had known they only had standard definition in hell, i wouldn't have killed my wife.",0
spoiler alert -- she eats the apple.,122
so it's true about the woman scorned thingy.,-1
the bachelorette is on next.,129
my mother always told me it would rot my soul.,89
"this may make me sound shallow, but i still love watching the kardashian's down here.",83
i killed my wife for this.,0
it’s slways reruns in the summer.,2
see sharon this is why i hate hanging out with your friends.,123
reminds me of holidays at your mother's.,-1
"if you wanted more channels, maybe you shouldn’t have coveted your neighbor’s wife.",-1
"when sister claire told me that i'd burn in hell, i pictured something entirely different! what about you?",11
was a woman scorned?,-1
"i'm telling you janice, it's been all downhill since season 3!",166
nancy reagan was right.,5
this must be hell. it's another episode of judge judy.,175
"ooooh, i hope they’re playing reruns of “the beverly hillbillies”!",-1
is this the episode where ross and rachel...,305
i didn't pack any summer clothes.,2
and then she said you can go to hell.,45
it could be worse — i hear the ninth circle is “judge judy” reruns.,175
i hate summer re-runs.,2
this weeks contest will be all kardashian comments.,83
"yes, margaret, i’m sorry i hogged the remote.",-1
the summer reruns truly are intolerable.,2
hell hath no fury like a kardashian scorned.,-1
the programming has improved. we used to have only reruns of the golden girls.,2
"where's my remote, linda?",54
"is ""judge judy"" on yet?",175
it's the kardashian cooking network.,83
i used to watch this my mother,-1
i was already warned about this in high school from my mom.,267
"i've seen 'my mother the car"" 7,149 times.",-1
"these summer reruns are so monotonous, i'm looking forward to sweeps week.",2
"after this comes one year of ""my mother the car"" reruns.",-1
"if i had known there were commercial breaks in hell, i never would have coveted my neighbor's wife.",-1
"you know, this reminds me a lot of christmas at my mother-in-law's house.",-1
i used to watch this every year after a christmas carol.,55
"go home lori, this is my one day away from the kids.",-1
"when we got our first hdtv, i said to my wife, ""i feel like i've died and gone to heaven.""",0
i only came because i wanted to be in the scene with mia farrow.,-1
"yeah it’s hot down here, but there’s good tv, pretty girls and i’ll never have to deal with shrinkage.”",30
you're not fooling me. you've been staring at her the whole time.,-1
it's funny how many more guys like to watch t.v. now that we've invited the women.,3
but her emails.,42
i'm not mesmerized i followed to pick up girls.,3
i've seen this video before...i was married to a kardashian,0
and you thought the reception at tiffany goldblatt's bat mitzvah was unbearable.,-1
"go home lori, this is my one day away from the kids.",-1
this is still waaay better than watching teen mom...,-1
ladies first!,176
lord i really hate those summer replacement series,2
i actually prefer this to i love lucy reruns.,102
judge judy has really jumped the shark.,175
it's either this or judge judy.,175
i didn't think peyton place would finish like this.,69
"i hoped you enjoyed the devilish documentary, lucy. because you will be here in 30 years.",102
"i took it literally when you said you wanted to heat things up, carol. let's give it 'til intermission. if we try to leave now we might be chosen for the sacrifice.",-1
"diane, i refuse to buy a timeshare here. this is not my special place in hell.",60
our daughter warned us about basic cable.,-1
hell is eternal summer reruns!,2
"when grandma said i'd go to heck, i thought it was just a euphemism.",14
"we tried to sacrifice a virgin, but she keeps bouncing off.",-1
if this is hellzapoppin' when do we get to see martha raye in the nude? i hear her lips are as big as her mouth.,90
i guess we won't be seeing sex and the single girl episodes,-1
what sort of mental disorder do you think she has?,-1
"and remember, ladies and gents, to please keep your hands and feet inside the ride at all times.",-1
"with fossil fuels depleted, to experience the real thing, ask to be reassigned to west virginia or arabia .",36
another kardashian's marathon.,83
"welcome got fans, this is your friendly reminder that winter is not coming until summer 2019. mwahaha but be sure to make yourself at home and watch all the confusing dumb robot show you want.",2
"but, carol, aren't we supposed to be at a timeshare promo for a 'naturist resort'?",-1
turns out they're magical but not particularly swift.,-1
and that's the last time i spoke with my daughter.,99
"no, ... right here in greenwich, ... at my daughters 8th birthday party.",-1
3d printer. my wife thinks its real.,0
...and that was the last day my daughter ever spoke to me.,99
my granddaughter is still not talking to me.,99
"of course, my daughter said she will never speak to me again.",99
"long story short, that's why my daughter doesn't speak to me anymore.",99
"yeah, i know. my granddaughter still won't speak to me.",99
spied her in a clearing right next to a fiscally responsible republican.,5
"yes, but to be honest my daughter already hated me.",-1
"i tracked her through the lollipop forest, then the gumdrop foothills; i thought i had lost her and then suddenly there she stood, flanked by rainbows on the top of sugarloaf mountain -- and i took her!",278
that was the day my daughter stopped talking to me.,99
"i told my daughter that if she didn't eat her vegetables, a unicorn would die. she eats them now.",134
my granddaughter’s 6th birthday party didn’t go quite as expected.,-1
and that's why my daughter hasn't spoken to me in thirty years,99
my daughter hasn't spoken to me since.,99
lost my trophy wife over this.,4
my wife wouldn’t let me mount the leprechaun.,-1
"""and the maiden riding her became my trophy wife"".",4
my daughter hasn't spoken to me since.,99
my granddaughter still isn't speaking to me.,99
my granddaughter will be so excited to see this. she's afraid they're not real.,-1
"bagged her during the year i spent as a woodland elf . . . after yale, before wharton.",-1
"twenty-five years, and my daughter still hasn't forgiven me.",-1
i had it mounted years ago. i've just been keeping it in the basement until the girls went away to college.,-1
bagging her was actually easy. but the manager of the carousel put up one hell of a fight.,-1
"yeah, but my daughter wouldn't speak to me for months after that one.",99
did i ever tell you why my daughter stopped talking to me?,99
i bagged that one in my granddaughter's bedroom.,79
my daughter still hasn't forgiven me.,-1
my granddaughter is not speaking to me.,99
"it didn't help at all, she actually wants to live with her mother even more now",-1
but now it seems i'm on a hit list of a group of 11 year old girls.,-1
"in the divorce, judy took everything but my taxidermy and my hallucinogens.",175
"yes, my daughter and i have been estranged for years. how did you guess?",-1
none of them are real. i just like making my nieces cry.,-1
"there she was, right next to the jackalope.",-1
"my wife says i ruined our daughter's sixth birthday party, but it really completes my collection.",-1
my granddaughter is still not talking to me.,99
"yeah, my daughter was pretty pissed.",87
well... it beats my trophy wife!,4
of course my daughter doesn't see it that way.,87
"strangely, this time i felt both virile and feminine.",3
it was that or a trophy wife - that's cheaper.,4
my wife bought the unicorn and killed the other two with her car.,134
"this one i shot just for my daughter, and of course she never appreciates anything i do for her.",295
my wife wanted to visit narnia and i wanted a hunting trip. we met in the middle.,-1
had to climb over a lot of little girls to get that one.,87
things got out of hand at my granddaughter’s birthday party.,-1
my granddaughter still won't speak to me.,99
"i was just following a trail of skittles, and then there she was...",-1
"let’s just say, my daughter still isn’t talking to me",99
and that’s why my wife calls me a killjoy,0
i had a trophy wife but thought it would be tacky,4
"yes, their tears can heal. i’m completely cancer-free now, but the biggest bonus was that when my wife saw this, she walked out on me. these things are truly magical.",-1
and that was the last time my daughter spoke to me.,99
my daughter was seven when i bagged that for her. now she's an animal rights activist.,79
we used glitter to lure her out of the forest.,278
then it fell asleep on her lap. the rest you know.,250
let's just say my daughter's tenth birthday party was a mess.,-1
bagged that one at little christina's fantasy themed 10th birthday party.,79
and i thought i wouldn't enjoy my granddaughter's birthday party.,-1
"of course, my grand-daughters won't speak to me anymore.",99
"it was going to be a gift for my daughter, but turns out that's not what she meant.",-1
"yeah, i was hunting somewhere over the rainbow when i saw her.",278
"needless to say, my daughter hasn't spoken to me since.",99
"i've developed a really wild story over the years, but to tell you the truth, my wife bought it at party city.",0
i shot that one at my granddaughter’s fifth birthday party.,295
"and this is princess celestia from ‘my little pony’, she didn’t go down easy.",347
the downside is that i’m no longer olivia’s “favorite pop-pop.”,-1
and that's when she stopped calling me daddy.,-1
she died of natural causes at the end of the age of aquarius.,279
sat under a rainbow for three days before she appeared.,278
"sure, it cost my daughter years of therapy, but it was worth it.",84
most of my buddies hunt for a trophy wife. i wanted something more ... unique.,4
"my daughter asked for a pony, so i said, 'i'll do you one better'",347
"for some reason, this one always makes the little girls cry.",87
yes... my granddaughter is quite the hunter it turns out.,352
my daughter still won't talk to me.,99
it's been 20 years and my daughter still won't speak to me.,99
i see you killed your daughter's dreams.,-1
it took me four hits of acid to finally bring her down.,-1
let’s just say my daughter still doesn’t speak to me.,99
"sure my daughter will be in counseling for years, but, hey, when you got the shot...",84
i killed that one when i was a nine-year old girl.,-1
"coney island carousel , june 1976.",-1
it was easier than finding a trophy wife.,4
"they're emblematic of chaste love and faithful marriage, which is why my wife killed it.",-1
my granddaughter still won't speak to me.,99
"of course, my daughter doesn't talk to me anymore.",99
my daughter still won't speak to me.,99
"my granddaughter loves them and i thought, why not?",-1
"nope, those are her real eyelashes.",-1
turns out my daughter didn't want it after all.,87
i had to use my six year old daughter as a decoy to get this one!,-1
"my granddaughter no longer speaks to me, of course.",99
"my daughter didn’t speak to me for six years, but it was worth it.",99
"my wife won't speak to me now, so it was worth it.",0
she charged. it was a near myth.,49
"so graceful, so magical...i just had to shoot her.",266
...and then my daughter stopped asking me for things.,-1
"that was twenty years ago, and my daughter still isn't speaking to me.",99
it was extreme hunting. first she granted my wish. then i shot her.,-1
"it cost me my soul, but isn't she magnificent!",-1
"pink, fluffy, dancing on rainbows but no match for my daughter's ar15.",-1
for some reason my granddaughter refuses to visit anymore,99
my daughter is still mad at me.,87
and i bagged that one at my granddaughter's 5th birthday party,79
"for a nonexistent mythical creature, she put up quite a fight.",-1
it turned out my granddaughter wanted a live unicorn. she doesn't visit much anymore.,134
my granddaughter hasn’t spoken to me since.,99
oh that one’s just to mess with my grand-daughter.,87
my daughter hasn't spoken to me in 6 years.,99
i nabbed this one at emily’s 7th birthday party.,79
once i lured her into reality she was fair game.,-1
the downside is that my granddaughter has disowned me.,99
"my granddaughter, of course, is no longer speaking to me, but it was worth it.",99
...and was my daughter pissed!,87
my daughter still isn't speaking to me.,99
my daughter is 36 and she still hasn't forgiven me.,-1
i bagged this beauty at my niece's birthday party.,79
turns out my granddaughter wanted a plush one instead.,-1
no - actually my daughter bagged that one at her last slumber party.,79
"i poached the water buffalo in india, the impala in south africa, and the dumb, rainbow, goat-horse looking thing i shot at my own daughter's birthday.",-1
that was the very last time my daughter came with me on a hunting trip.,-1
my granddaughter doesn't talk to me anymore.,99
my wife said she wanted to put a little magic back in our relationship. turns out she meant something else.,27
"we worked out sort of a compromise. i didn't shoot her. and she agreed to pose there from nine to five, four days a week.",266
"nerf gun, 100 yards. close one! she was prancing right at me.",266
i spared her from the misery of children's television.,-1
got that one at my granddaughter’s birthday party in jersey.,79
the hardest part has been explaining this to my granddaughter.,87
"she said, ‘this deed shall carry a terrible curse,’ but honestly, i feel pretty good.",-1
i took it out of storage the moment my daughter left for college.,-1
"hopefully she is done with her “my little pony’, phase now.",347
bagged her at the end of the rainbow.,278
"little chloe wasn't too happy about that one, but i told her it was being mean to the other unicorns.",134
"well, after the divorce, my daughter asked for a ‘my little pony,’ and i thought ‘you know what? i’ll do you one better.",347
this was the same day i met your mother.,-1
i bagged it at my daughter's fifth birthday party.,79
"isn't she a beauty, she was my first carousel ride.",151
"yeah, a new thing: safaris for little girls. my eight year old loved it.",79
"it's actually just a white mare, but i finished her off with a piece of rebar.",158
my granddaughter doesn't talk to me anymore.,-1
granddaughter bagged the one in the middle. kind of a disturbed kid.,79
i slightly misheard when she requested a legendary feast to celebrate our anniversary.,162
"with the glitter and rainbow camouflage, she never saw me coming.",278
my granddaughter keyed my mercedes.,192
bittersweet...my granddaughter has stopped speaking to me.,99
she gave me one wish so i asked for her head.,-1
"in my defense, she was wearing a hoodie at the time.",8
my daughter never forgave me.,-1
it was a mid summer night dream.......,2
it was magical. until she started debating my second amendment rights.,-1
"my daughter cried for days, but it really does tie the room together.",87
my daughter bagged that one.,79
1998. family trip to candyland. my daughter still won't talk to me.,99
"yes, i am estranged from my daughter.",-1
that one charged my daughter on a merry-go-round.,295
my granddaughter hates me.,87
"magnificent shot, museum quality mounting but maybe we should rejoin the ladies? i believe they have stopped screaming now.",-1
my granddaughter won't talk to me now.,-1
and this trophy was taken down at my granddaughter’s birthday party.,4
my daughter’s first kill when she was 12.,-1
i figured i’d kill my daughter’s dreams early on.,-1
and you’re drinking her tears right now.,-1
and this is the reason susan lives with her mom now.,17
and i bagged that one at my five-year-old's princess party.,79
this one had me going around in circles before i could bring her down.,-1
"up to her last moment, she almost had me convinced she didn't exist.",-1
"i let her give me one last wild ride, and then...they shut down the carousel.",151
we had to use the world's last virgin princess as bait... finding her was more difficult.,13
"by the time i had it stuffed and mounted, my daughter had moved on to regular horses.",-1
"if we all think she's sexy it's not weird, right?",-1
my daughter doesn't speak to me.,99
i figured it was time for my daughter to grow up.,87
i got that one at little samantha's birthday party last year.,79
my wife wants it there for the feng shui.,180
"when she started snortin' sparkles, i knew then it was either her or me.",-1
apparently she wasn’t as magical as everyone thought.,27
my daughter now regrets taking me as her plus one to the enchanted forest.,-1
"i told my granddaughter it was self-defense, but she still isn't speaking to me.",99
i dropped her with a 32-guage moonbeam.,-1
she was much less elusive when the music stopped,43
hired it for my daughter’s birthday party and couldn’t help myself.,87
harry brought this back from the summer term at hogwarts.,199
she really stood out from the herd.,-1
once in a lifetime indeed. and my granddaughter hasn't spoken to me since.,99
my daughter likes unicorns so i thought she would love it - surprisingly not.,134
my wife made me take the centaur down.,-1
my daughter still hasn't forgiven me.,-1
i take it down whenever my grand daughter comes to visit.,-1
"""since i shot it, half my hair fell out, i lost my job, and my wife left me. and then the meat spoiled in the freezer.",9
my granddaughter has disowned me.,99
"my little girl bagged that, of course",79
"i didn't shoot her, she just magically appeared there one day.",266
"my granddaughter, bless her little pink heart, bagged it at morning recess.",79
nailed this little lady on a merry go round,-1
that one cost me 10 years of therapy sessions for my daughter.,84
my 9 year-old granddaughter bagged the middle one.,79
my daughter was pretty upset...,87
we have to remove it each time our granddaughter visits.,-1
i followed the scat into my granddaughter's bedroom.,-1
"mother bagged it in the sixties, which were good to her.",79
my little princess bagged this one.,79
my granddaughter no longer speaks to me.,99
"she was so beautiful i didn't want to shoot at first, but i knew no one would believe me if i didn't.",266
"little girl screaming on a crazed animal bucking up and down and running in circles. lucky for her, i had my firearm.",266
"and i bagged that one in '68, coney island, madame zee's skeeball palace.",79
my granddaughter bagged this one from the back of her little pony.,79
heather is 35 now and she still won't forgive me for that one.,-1
"long story short, both the lion and the witch made me sell the wardrobe.",21
did i mention i have an estranged granddaughter?,-1
we had to wait for my daughter to leave home before we could put it up.,-1
i didn’t realize that she was the last one.,-1
the gazelle in ethiopia-- the water buffalo i tracked and killed in zambia--i shot the my little pony in my daughter's bedroom,-1
"sure i'm proud, but my daughter no longer speaks to me.",99
my daughter has never forgiven me.,-1
"my daughter won't talk to me anymore, but it's worth it.",99
susie bagged that one when she was six.,79
"strangely enough, after all the years of looking i found it under by daughter's bed.",-1
my daughter is gonna be so pissed.,87
"my daughter was upset at first, but then she went to college.",87
this one i shot out from under my granddaughter on the carousel.,-1
i told my daughter it was important to thin the herd.,-1
the other two claim she’s just a narwhal in drag.,-1
my five year old grand-daughter bagged her with her pink 9 mm semi-automatic.,79
"between her and bambi, i'm lucky to be alive.",308
the eyelashes remind me of your mother.,-1
picked her up at a tag sale in narnia.,49
and i landed this fine specimen at my niece's birthday party in scarsdale.,79
"sure, there were some nasty tweets and my daughter isn’t speaking to me, but the rnc is begging me to return their calls.",73
she has her mother's horn,313
"my daughter isn't too happy, but it really brings the room together.",87
"yeah, my daughter still hasn’t forgiven me for that one.",-1
i call her 'my little phony'.,-1
"i bagged it, but it turned out my daughter meant a live one.",79
took her down right over the rainbow,278
you should’ve seen the look on my daughters face.,-1
