Occupation,Contests_Normal,Contests_Uncanny,Contests_Question,Contests_Total,Num_Normal,Num_Uncanny,Num_Question,Num_Total,Normal_Text,Uncanny_Text,Question_Text,Location
marking machine operator,[],[],[],[],0,0,0,0,,,,
marking pen,[],[],[],[],0,0,0,0,,,,
marquetry worker,[],[],[],[],0,0,0,0,,,,
marriage counselor,[],[],[],[],0,0,0,0,,,,
marriage counselor minister,[],[],[],[],0,0,0,0,,,,
marriage counselor psychologist,[],[],[],[],0,0,0,0,,,,
marriage performer,[],[],[],[],0,0,0,0,,,,
marriage worker,[],[],[],[],0,0,0,0,,,,
marsh buggy operator,[],[],[],[],0,0,0,0,,,,
marshal,[],[],[],[],0,0,0,0,,,,
marshmallow machine operator,[],[],[],[],0,0,0,0,,,,
marshmallow maker,[],[],[],[],0,0,0,0,,,,
marshmallow runner,[],[],[],[],0,0,0,0,,,,
marzipan maker,[],[],[],[],0,0,0,0,,,,
mascara molder,[],[],[],[],0,0,0,0,,,,
mash filter cloth changer,[],[],[],[],0,0,0,0,,,,
mash filter operator,[],[],[],[],0,0,0,0,,,,
mash grinder,[],[],[],[],0,0,0,0,,,,
mash tub cooker,[],[],[],[],0,0,0,0,,,,
mash tub cooker operator,[],[],[],[],0,0,0,0,,,,
masher,[],[],[],[],0,0,0,0,,,,
masker,[],[],[],[],0,0,0,0,,,,
masking machine operator,[],[],[],[],0,0,0,0,,,,
mason,[],[],[],[],0,0,0,0,,,,
mason liner,[],[],[],[],0,0,0,0,,,,
mason tender,[],[],[],[],0,0,0,0,,,,
masonry contractor administration or general management,[],[],[],[],0,0,0,0,,,,
masonry contractor exc administrator or general manager,[],[],[],[],0,0,0,0,,,,
mass spectroscopist,[],[],[],[],0,0,0,0,,,,
massage operator,[],[],[],[],0,0,0,0,,,,
masseur,[],[],[],[],0,0,0,0,,,,
masseuse,[],[],[],[],0,0,0,0,,,,
massotherapist,[],[],[],[],0,0,0,0,,,,
mast maker,[],[],[],[],0,0,0,0,,,,
master at arm,[],[],[],[],0,0,0,0,,,,
master barber,[],[],[],[],0,0,0,0,,,,
master brewer,[],[],[],[],0,0,0,0,,,,
master chef,[],[],[],[],0,0,0,0,,,,
master control operator,[],[],[],[],0,0,0,0,,,,
master control supervisor,[],[],[],[],0,0,0,0,,,,
master dyer,[],[],[],[],0,0,0,0,,,,
master electrician,[],[],[],[],0,0,0,0,,,,
master lay out specialist,[],[],[],[],0,0,0,0,,,,
master machinist,[],[],[],[],0,0,0,0,,,,
master mariner,[],[],[],[],0,0,0,0,,,,
master of ceremony,[],[],[],[],0,0,0,0,,,,
master pilot,[],[],[],[],0,0,0,0,,,,
master plumber,[],[],[],[],0,0,0,0,,,,
master scheduler,[],[],[],[],0,0,0,0,,,,
mastic floor layer,[],[],[],[],0,0,0,0,,,,
mastic man,[],[],[],[],0,0,0,0,,,,
mastic sprayer,[],[],[],[],0,0,0,0,,,,
masticator,[],[],[],[],0,0,0,0,,,,
mat boy,[],[],[],[],0,0,0,0,,,,
mat cutter,[],[],[],[],0,0,0,0,,,,
mat gauger,[],[],[],[],0,0,0,0,,,,
mat linker,[],[],[],[],0,0,0,0,,,,
mat machine tender,[],[],[],[],0,0,0,0,,,,
mat maker,[],[],[],[],0,0,0,0,,,,
mat man,[],[],[],[],0,0,0,0,,,,
mat puncher,[],[],[],[],0,0,0,0,,,,
mat roller,[],[],[],[],0,0,0,0,,,,
mat tester,[],[],[],[],0,0,0,0,,,,
mat weaver,[],[],[],[],0,0,0,0,,,,
match maker,[],[],[],[],0,0,0,0,,,,
match marker,[],[],[],[],0,0,0,0,,,,
match up person,[],[],[],[],0,0,0,0,,,,
match up worker,[],[],[],[],0,0,0,0,,,,
matchbook maker,[],[],[],[],0,0,0,0,,,,
matcher,[],[],[],[],0,0,0,0,,,,
matcher offbearer,[],[],[],[],0,0,0,0,,,,
matcher operator,[],[],[],[],0,0,0,0,,,,
matching machine operator,[],[],[],[],0,0,0,0,,,,
mate fishing vessel,[],[],[],[],0,0,0,0,,,,
mate ship boat or barge exc fishing,[],[],[],[],0,0,0,0,,,,
mater,[],[],[],[],0,0,0,0,,,,
material analyst,[],[],[],[],0,0,0,0,,,,
material carrier,[],[],[],[],0,0,0,0,,,,
material chaser,[],[],[],[],0,0,0,0,,,,
material checker,[],[],[],[],0,0,0,0,,,,
material clerk,[],[],[],[],0,0,0,0,,,,
material control clerk,[],[],[],[],0,0,0,0,,,,
material coordinator,[],[],[],[],0,0,0,0,,,,
material distributor,[],[],[],[],0,0,0,0,,,,
material expediter,[],[],[],[],0,0,0,0,,,,
material handler,[],[],[],[],0,0,0,0,,,,
material liaison,[],[],[],[],0,0,0,0,,,,
material lister,[],[],[],[],0,0,0,0,,,,
material loader,[],[],[],[],0,0,0,0,,,,
material man,[],[],[],[],0,0,0,0,,,,
material reclaimer,[],[],[],[],0,0,0,0,,,,
material release,[],[],[],[],0,0,0,0,,,,
material requirements worker,[],[],[],[],0,0,0,0,,,,
material requisitioner,[],[],[],[],0,0,0,0,,,,
material scheduler,[],[],[],[],0,0,0,0,,,,
material spreader,[],[],[],[],0,0,0,0,,,,
material stress tester,[],[],[],[],0,0,0,0,,,,
material yard clerk,[],[],[],[],0,0,0,0,,,,
materials analyst,[],[],[],[],0,0,0,0,,,,
maternal fetal medicine physician,[],[],[],[],0,0,0,0,,,,
maternity nurse,[],[],[],[],0,0,0,0,,,,
mathematical engineering technician,[],[],[],[],0,0,0,0,,,,
mathematical physicist,[],[],[],[],0,0,0,0,,,,
mathematical scientist,[],[],[],[],0,0,0,0,,,,
mathematical statistician,[],[],[],[],0,0,0,0,,,,
matrix bath operator,[],[],[],[],0,0,0,0,,,,
matrix drier tender,[],[],[],[],0,0,0,0,,,,
matrix plater,[],[],[],[],0,0,0,0,,,,
matrix worker,[],[],[],[],0,0,0,0,,,,
matron cleaning,[],[],[],[],0,0,0,0,,,,
matron,[],[],[],[],0,0,0,0,,,,
matting press tender,[],[],[],[],0,0,0,0,,,,
mattress filler,[],[],[],[],0,0,0,0,,,,
mattress finisher,[],[],[],[],0,0,0,0,,,,
mattress renovator,[],[],[],[],0,0,0,0,,,,
mattress stripper,[],[],[],[],0,0,0,0,,,,
mattress stuffer,[],[],[],[],0,0,0,0,,,,
mattress weaver,[],[],[],[],0,0,0,0,,,,
maxillofacial pathology,[],[],[],[],0,0,0,0,,,,
maxillofacial prosthetics dentist,[],[],[],[],0,0,0,0,,,,
maxillofacial prosthodontist,[],[],[],[],0,0,0,0,,,,
mayonnaise mixer,[],[],[],[],0,0,0,0,,,,
mc kay machine operator,[],[],[],[],0,0,0,0,,,,
mc kay stitcher,[],[],[],[],0,0,0,0,,,,
mcse,[],[],[],[],0,0,0,0,,,,
md,[],[],[],[],0,0,0,0,,,,
meal cook,[],[],[],[],0,0,0,0,,,,
meal grinder tender,[],[],[],[],0,0,0,0,,,,
meal miller,[],[],[],[],0,0,0,0,,,,
meal packer,[],[],[],[],0,0,0,0,,,,
meal room hand,[],[],[],[],0,0,0,0,,,,
meal temperer,[],[],[],[],0,0,0,0,,,,
measurement psychologist,[],[],[],[],0,0,0,0,,,,
measurer,[],[],[],[],0,0,0,0,,,,
measuring clerk,[],[],[],[],0,0,0,0,,,,
measuring instrument,[],[],[],[],0,0,0,0,,,,
measuring machine operator,[],[],[],[],0,0,0,0,,,,
meat boner,[],[],[],[],0,0,0,0,,,,
meat carrier,[],[],[],[],0,0,0,0,,,,
meat carver,[],[],[],[],0,0,0,0,,,,
meat clerk exc sale,[],[],[],[],0,0,0,0,,,,
meat clerk sale,[],[],[],[],0,0,0,0,,,,
meat cooler,[],[],[],[],0,0,0,0,,,,
meat counter worker,[],[],[],[],0,0,0,0,,,,
meat curer,[],[],[],[],0,0,0,0,,,,
meat dresser,[],[],[],[],0,0,0,0,,,,
meat grader,[],[],[],[],0,0,0,0,,,,
meat grinder,[],[],[],[],0,0,0,0,,,,
meat hanger,[],[],[],[],0,0,0,0,,,,
meat loiner,[],[],[],[],0,0,0,0,,,,
meat lugger,[],[],[],[],0,0,0,0,,,,
meat packager,[],[],[],[],0,0,0,0,,,,
meat passer,[],[],[],[],0,0,0,0,,,,
meat pickler,[],[],[],[],0,0,0,0,,,,
meat press operator,[],[],[],[],0,0,0,0,,,,
meat products demonstrator,[],[],[],[],0,0,0,0,,,,
meat puller,[],[],[],[],0,0,0,0,,,,
meat pumper,[],[],[],[],0,0,0,0,,,,
meat salter hand,[],[],[],[],0,0,0,0,,,,
meat scrubber,[],[],[],[],0,0,0,0,,,,
meat selector,[],[],[],[],0,0,0,0,,,,
meat slicer,[],[],[],[],0,0,0,0,,,,
meat smoker,[],[],[],[],0,0,0,0,,,,
meat soaker,[],[],[],[],0,0,0,0,,,,
meat specialist,[],[],[],[],0,0,0,0,,,,
meat stringer,[],[],[],[],0,0,0,0,,,,
meat stuffer,[],[],[],[],0,0,0,0,,,,
meat washer,[],[],[],[],0,0,0,0,,,,
meat wrapper,[],[],[],[],0,0,0,0,,,,
meatman,[],[],[],[],0,0,0,0,,,,
mechanic a,[],[],[],[],0,0,0,0,,,,
mechanic e,[],[],[],[],0,0,0,0,,,,
mechanic p,[],[],[],[],0,0,0,0,,,,
mechanic a c,[],[],[],[],0,0,0,0,,,,
mechanic accounting machine,[],[],[],[],0,0,0,0,,,,
mechanic adding machine,[],[],[],[],0,0,0,0,,,,
mechanic air brake,[],[],[],[],0,0,0,0,,,,
mechanic air compressor,[],[],[],[],0,0,0,0,,,,
mechanic air conditioning aircraft,[],[],[],[],0,0,0,0,,,,
mechanic air conditioning auto,[],[],[],[],0,0,0,0,,,,
mechanic air conditioning window unit,[],[],[],[],0,0,0,0,,,,
mechanic air conditioning,[],[],[],[],0,0,0,0,,,,
mechanic air duct,[],[],[],[],0,0,0,0,,,,
mechanic air valve,[],[],[],[],0,0,0,0,,,,
mechanic aircraft accessory,[],[],[],[],0,0,0,0,,,,
mechanic aircraft armament,[],[],[],[],0,0,0,0,,,,
mechanic aircraft cylinder,[],[],[],[],0,0,0,0,,,,
mechanic aircraft electrical,[],[],[],[],0,0,0,0,,,,
mechanic aircraft radio,[],[],[],[],0,0,0,0,,,,
mechanic aircraft engine,[],[],[],[],0,0,0,0,,,,
mechanic aircraft heat,[],[],[],[],0,0,0,0,,,,
mechanic aircraft vent,[],[],[],[],0,0,0,0,,,,
mechanic aircraft hydraulic equipment,[],[],[],[],0,0,0,0,,,,
mechanic aircraft instrument,[],[],[],[],0,0,0,0,,,,
mechanic aircraft magneto,[],[],[],[],0,0,0,0,,,,
mechanic aircraft photographic equipment,[],[],[],[],0,0,0,0,,,,
mechanic aircraft plumbing,[],[],[],[],0,0,0,0,,,,
mechanic aircraft hydraulic,[],[],[],[],0,0,0,0,,,,
mechanic aircraft rigging,[],[],[],[],0,0,0,0,,,,
mechanic aircraft control,[],[],[],[],0,0,0,0,,,,
mechanic aircraft structure,[],[],[],[],0,0,0,0,,,,
mechanic aircraft,[],[],[],[],0,0,0,0,,,,
mechanic airframe,[],[],[],[],0,0,0,0,,,,
mechanic airframe plant,[],[],[],[],0,0,0,0,,,,
mechanic airplane,[],[],[],[],0,0,0,0,,,,
mechanic aluminum siding,[],[],[],[],0,0,0,0,,,,
mechanic ambulance,[],[],[],[],0,0,0,0,,,,
mechanic amf,[],[],[],[],0,0,0,0,,,,
mechanic amplifier,[],[],[],[],0,0,0,0,,,,
mechanic amusement machine,[],[],[],[],0,0,0,0,,,,
mechanic appliance dental,[],[],[],[],0,0,0,0,,,,
mechanic appliance exc dental,[],[],[],[],0,0,0,0,,,,
mechanic appliance exc household,[],[],[],[],0,0,0,0,,,,
mechanic appliance household,[],[],[],[],0,0,0,0,,,,
mechanic arcade game,[],[],[],[],0,0,0,0,,,,
mechanic area,[],[],[],[],0,0,0,0,,,,
mechanic armament,[],[],[],[],0,0,0,0,,,,
mechanic asbestos siding,[],[],[],[],0,0,0,0,,,,
mechanic atm,[],[],[],[],0,0,0,0,,,,
mechanic attic fan,[],[],[],[],0,0,0,0,,,,
mechanic audio video,[],[],[],[],0,0,0,0,,,,
mechanic auto air conditioning,[],[],[],[],0,0,0,0,,,,
mechanic auto body,[],[],[],[],0,0,0,0,,,,
mechanic auto bumper,[],[],[],[],0,0,0,0,,,,
mechanic auto exc body,[],[],[],[],0,0,0,0,,,,
mechanic auto glas,[],[],[],[],0,0,0,0,,,,
mechanic auto radiator,[],[],[],[],0,0,0,0,,,,
mechanic auto radio,[],[],[],[],0,0,0,0,,,,
mechanic auto top,[],[],[],[],0,0,0,0,,,,
mechanic automatic coin machine,[],[],[],[],0,0,0,0,,,,
mechanic automatic dispenser,[],[],[],[],0,0,0,0,,,,
mechanic automatic door,[],[],[],[],0,0,0,0,,,,
mechanic automatic pilot,[],[],[],[],0,0,0,0,,,,
mechanic automatic pinsetter,[],[],[],[],0,0,0,0,,,,
mechanic automatic teller machine,[],[],[],[],0,0,0,0,,,,
mechanic automatic transmission,[],[],[],[],0,0,0,0,,,,
mechanic automatic washer,[],[],[],[],0,0,0,0,,,,
mechanic automotive,[],[],[],[],0,0,0,0,,,,
mechanic awning,[],[],[],[],0,0,0,0,,,,
mechanic bakery machine,[],[],[],[],0,0,0,0,,,,
mechanic bank teller machine,[],[],[],[],0,0,0,0,,,,
mechanic battery,[],[],[],[],0,0,0,0,,,,
mechanic bench aircraft,[],[],[],[],0,0,0,0,,,,
mechanic bench auto,[],[],[],[],0,0,0,0,,,,
mechanic bench truck,[],[],[],[],0,0,0,0,,,,
mechanic bench,[],[],[],[],0,0,0,0,,,,
mechanic bicycle,[],[],[],[],0,0,0,0,,,,
mechanic billboard,[],[],[],[],0,0,0,0,,,,
mechanic billiard table,[],[],[],[],0,0,0,0,,,,
mechanic block,[],[],[],[],0,0,0,0,,,,
mechanic blower,[],[],[],[],0,0,0,0,,,,
mechanic boat carpenter,[],[],[],[],0,0,0,0,,,,
mechanic boat motor diesel,[],[],[],[],0,0,0,0,,,,
mechanic boat motor exc diesel,[],[],[],[],0,0,0,0,,,,
mechanic boat,[],[],[],[],0,0,0,0,,,,
mechanic body,[],[],[],[],0,0,0,0,,,,
mechanic fender,[],[],[],[],0,0,0,0,,,,
mechanic boiler,[],[],[],[],0,0,0,0,,,,
mechanic boiler shop,[],[],[],[],0,0,0,0,,,,
mechanic boilerhouse,[],[],[],[],0,0,0,0,,,,
mechanic boilermaker,[],[],[],[],0,0,0,0,,,,
mechanic bookkeeping machine,[],[],[],[],0,0,0,0,,,,
mechanic bowling alley,[],[],[],[],0,0,0,0,,,,
mechanic brake auto,[],[],[],[],0,0,0,0,,,,
mechanic brake exc auto,[],[],[],[],0,0,0,0,,,,
mechanic breaker,[],[],[],[],0,0,0,0,,,,
mechanic bridge,[],[],[],[],0,0,0,0,,,,
mechanic broadcasting equipment,[],[],[],[],0,0,0,0,,,,
mechanic bulldozer,[],[],[],[],0,0,0,0,,,,
mechanic burglar alarm,[],[],[],[],0,0,0,0,,,,
mechanic bu,[],[],[],[],0,0,0,0,,,,
mechanic business machine n,[],[],[],[],0,0,0,0,,,,
mechanic cable,[],[],[],[],0,0,0,0,,,,
mechanic calculating machine,[],[],[],[],0,0,0,0,,,,
mechanic camera,[],[],[],[],0,0,0,0,,,,
mechanic canal equipment,[],[],[],[],0,0,0,0,,,,
mechanic car,[],[],[],[],0,0,0,0,,,,
mechanic car body,[],[],[],[],0,0,0,0,,,,
mechanic carboy,[],[],[],[],0,0,0,0,,,,
mechanic carburetor,[],[],[],[],0,0,0,0,,,,
mechanic cargo gear,[],[],[],[],0,0,0,0,,,,
mechanic cash register,[],[],[],[],0,0,0,0,,,,
mechanic cat,[],[],[],[],0,0,0,0,,,,
mechanic caterpillar,[],[],[],[],0,0,0,0,,,,
mechanic central office,[],[],[],[],0,0,0,0,,,,
mechanic ceramic tile,[],[],[],[],0,0,0,0,,,,
mechanic chain saw,[],[],[],[],0,0,0,0,,,,
mechanic chair,[],[],[],[],0,0,0,0,,,,
mechanic chassis,[],[],[],[],0,0,0,0,,,,
mechanic chimney,[],[],[],[],0,0,0,0,,,,
mechanic cigarette machine,[],[],[],[],0,0,0,0,,,,
mechanic clock,[],[],[],[],0,0,0,0,,,,
mechanic clutch,[],[],[],[],0,0,0,0,,,,
mechanic coach,[],[],[],[],0,0,0,0,,,,
mechanic coin machine,[],[],[],[],0,0,0,0,,,,
mechanic collision,[],[],[],[],0,0,0,0,,,,
mechanic combine,[],[],[],[],0,0,0,0,,,,
mechanic compressor,[],[],[],[],0,0,0,0,,,,
mechanic computer,[],[],[],[],0,0,0,0,,,,
mechanic computing system,[],[],[],[],0,0,0,0,,,,
mechanic conduit,[],[],[],[],0,0,0,0,,,,
mechanic construction equipment,[],[],[],[],0,0,0,0,,,,
mechanic controller,[],[],[],[],0,0,0,0,,,,
mechanic conveyor,[],[],[],[],0,0,0,0,,,,
mechanic conveyor maintenance,[],[],[],[],0,0,0,0,,,,
mechanic copying machine,[],[],[],[],0,0,0,0,,,,
mechanic crane,[],[],[],[],0,0,0,0,,,,
mechanic cupola,[],[],[],[],0,0,0,0,,,,
mechanic customer,[],[],[],[],0,0,0,0,,,,
mechanic customer household appliance,[],[],[],[],0,0,0,0,,,,
mechanic cylinder block,[],[],[],[],0,0,0,0,,,,
mechanic data processing,[],[],[],[],0,0,0,0,,,,
mechanic deck,[],[],[],[],0,0,0,0,,,,
mechanic dental,[],[],[],[],0,0,0,0,,,,
mechanic dental equipment,[],[],[],[],0,0,0,0,,,,
mechanic dictaphone,[],[],[],[],0,0,0,0,,,,
mechanic dictating machine,[],[],[],[],0,0,0,0,,,,
mechanic die,[],[],[],[],0,0,0,0,,,,
mechanic diesel,[],[],[],[],0,0,0,0,,,,
mechanic dinkey engine,[],[],[],[],0,0,0,0,,,,
mechanic display,[],[],[],[],0,0,0,0,,,,
mechanic donkey,[],[],[],[],0,0,0,0,,,,
mechanic door closer,[],[],[],[],0,0,0,0,,,,
mechanic dragline,[],[],[],[],0,0,0,0,,,,
mechanic drink box,[],[],[],[],0,0,0,0,,,,
mechanic drop hammer,[],[],[],[],0,0,0,0,,,,
mechanic dryer appliance,[],[],[],[],0,0,0,0,,,,
mechanic drywall,[],[],[],[],0,0,0,0,,,,
mechanic duplicating machine,[],[],[],[],0,0,0,0,,,,
mechanic dural,[],[],[],[],0,0,0,0,,,,
mechanic duralumin,[],[],[],[],0,0,0,0,,,,
mechanic dynamometer,[],[],[],[],0,0,0,0,,,,
mechanic electric brain wave equipment,[],[],[],[],0,0,0,0,,,,
mechanic electric clock,[],[],[],[],0,0,0,0,,,,
mechanic electric motor,[],[],[],[],0,0,0,0,,,,
mechanic electric razor,[],[],[],[],0,0,0,0,,,,
mechanic electric shaver,[],[],[],[],0,0,0,0,,,,
mechanic electric stove,[],[],[],[],0,0,0,0,,,,
mechanic electrical,[],[],[],[],0,0,0,0,,,,
mechanic electrical appliance,[],[],[],[],0,0,0,0,,,,
mechanic electronic fire control system,[],[],[],[],0,0,0,0,,,,
mechanic electronic organ,[],[],[],[],0,0,0,0,,,,
mechanic electronic production line maintenance,[],[],[],[],0,0,0,0,,,,
mechanic electronic,[],[],[],[],0,0,0,0,,,,
mechanic electronics computer,[],[],[],[],0,0,0,0,,,,
mechanic elevator,[],[],[],[],0,0,0,0,,,,
mechanic emergency generator,[],[],[],[],0,0,0,0,,,,
mechanic endless track vehicle,[],[],[],[],0,0,0,0,,,,
mechanic engine aircraft,[],[],[],[],0,0,0,0,,,,
mechanic engine auto,[],[],[],[],0,0,0,0,,,,
mechanic engine boat exc outboard,[],[],[],[],0,0,0,0,,,,
mechanic engine boat outboard,[],[],[],[],0,0,0,0,,,,
mechanic engine bus railroad truck,[],[],[],[],0,0,0,0,,,,
mechanic engine diesel,[],[],[],[],0,0,0,0,,,,
mechanic engine electric,[],[],[],[],0,0,0,0,,,,
mechanic engine,[],[],[],[],0,0,0,0,,,,
mechanic equipment,[],[],[],[],0,0,0,0,,,,
mechanic escalator,[],[],[],[],0,0,0,0,,,,
mechanic exchange,[],[],[],[],0,0,0,0,,,,
mechanic experimental outboard motor,[],[],[],[],0,0,0,0,,,,
mechanic experimental rocket sled,[],[],[],[],0,0,0,0,,,,
mechanic experimental wood,[],[],[],[],0,0,0,0,,,,
mechanic experimental,[],[],[],[],0,0,0,0,,,,
mechanic farm equipment engine,[],[],[],[],0,0,0,0,,,,
mechanic farm equipment exc engine,[],[],[],[],0,0,0,0,,,,
mechanic farm implement engine,[],[],[],[],0,0,0,0,,,,
mechanic farm implement exc engine,[],[],[],[],0,0,0,0,,,,
mechanic farm machinery engine,[],[],[],[],0,0,0,0,,,,
mechanic farm machinery exc engine,[],[],[],[],0,0,0,0,,,,
mechanic field type of equipment or machinery n,[],[],[],[],0,0,0,0,,,,
mechanic filling station equipment,[],[],[],[],0,0,0,0,,,,
mechanic fire alarm,[],[],[],[],0,0,0,0,,,,
mechanic fire control,[],[],[],[],0,0,0,0,,,,
mechanic fire extinguisher,[],[],[],[],0,0,0,0,,,,
mechanic fire hydrant,[],[],[],[],0,0,0,0,,,,
mechanic fishing gear,[],[],[],[],0,0,0,0,,,,
mechanic fishing rod,[],[],[],[],0,0,0,0,,,,
mechanic fleet,[],[],[],[],0,0,0,0,,,,
mechanic flight test,[],[],[],[],0,0,0,0,,,,
mechanic flight test shop,[],[],[],[],0,0,0,0,,,,
mechanic flowmeter test,[],[],[],[],0,0,0,0,,,,
mechanic flowmeter certification,[],[],[],[],0,0,0,0,,,,
mechanic fluid power,[],[],[],[],0,0,0,0,,,,
mechanic fork lift,[],[],[],[],0,0,0,0,,,,
mechanic foundry equipment,[],[],[],[],0,0,0,0,,,,
mechanic front end,[],[],[],[],0,0,0,0,,,,
mechanic furnace,[],[],[],[],0,0,0,0,,,,
mechanic furniture exc upholstery,[],[],[],[],0,0,0,0,,,,
mechanic furniture upholstery,[],[],[],[],0,0,0,0,,,,
mechanic garage auto,[],[],[],[],0,0,0,0,,,,
mechanic garage bus or truck,[],[],[],[],0,0,0,0,,,,
mechanic garage const equipment,[],[],[],[],0,0,0,0,,,,
mechanic garden equipment,[],[],[],[],0,0,0,0,,,,
mechanic garden implement,[],[],[],[],0,0,0,0,,,,
mechanic garden machinery,[],[],[],[],0,0,0,0,,,,
mechanic garnett,[],[],[],[],0,0,0,0,,,,
mechanic gas appliance air conditioner or furnace,[],[],[],[],0,0,0,0,,,,
mechanic gas appliance exc air conditioner or furnace,[],[],[],[],0,0,0,0,,,,
mechanic gas engine,[],[],[],[],0,0,0,0,,,,
mechanic gas meter,[],[],[],[],0,0,0,0,,,,
mechanic gas welding equipment,[],[],[],[],0,0,0,0,,,,
mechanic gasoline pump,[],[],[],[],0,0,0,0,,,,
mechanic generator,[],[],[],[],0,0,0,0,,,,
mechanic glas,[],[],[],[],0,0,0,0,,,,
mechanic golf cart,[],[],[],[],0,0,0,0,,,,
mechanic gun,[],[],[],[],0,0,0,0,,,,
mechanic gyro,[],[],[],[],0,0,0,0,,,,
mechanic gyroscopic instrument,[],[],[],[],0,0,0,0,,,,
mechanic headlight auto,[],[],[],[],0,0,0,0,,,,
mechanic hearing aid,[],[],[],[],0,0,0,0,,,,
mechanic heater auto,[],[],[],[],0,0,0,0,,,,
mechanic heater exc auto,[],[],[],[],0,0,0,0,,,,
mechanic heating unit,[],[],[],[],0,0,0,0,,,,
mechanic heavy equipment engine,[],[],[],[],0,0,0,0,,,,
mechanic heavy equipment exc engine,[],[],[],[],0,0,0,0,,,,
mechanic hoist,[],[],[],[],0,0,0,0,,,,
mechanic home appliance,[],[],[],[],0,0,0,0,,,,
mechanic household appliance,[],[],[],[],0,0,0,0,,,,
mechanic hydramatic,[],[],[],[],0,0,0,0,,,,
mechanic hydraulic,[],[],[],[],0,0,0,0,,,,
mechanic hydraulic auto jack,[],[],[],[],0,0,0,0,,,,
mechanic hydraulic jack,[],[],[],[],0,0,0,0,,,,
mechanic hydro,[],[],[],[],0,0,0,0,,,,
mechanic hydroelectric machinery,[],[],[],[],0,0,0,0,,,,
mechanic ibm machine,[],[],[],[],0,0,0,0,,,,
mechanic ignition,[],[],[],[],0,0,0,0,,,,
mechanic implement,[],[],[],[],0,0,0,0,,,,
mechanic industrial exc truck,[],[],[],[],0,0,0,0,,,,
mechanic instrument weapons system,[],[],[],[],0,0,0,0,,,,
mechanic instrument,[],[],[],[],0,0,0,0,,,,
mechanic insulation,[],[],[],[],0,0,0,0,,,,
mechanic interlocking,[],[],[],[],0,0,0,0,,,,
mechanic signal,[],[],[],[],0,0,0,0,,,,
mechanic irrigation equipment,[],[],[],[],0,0,0,0,,,,
mechanic jet,[],[],[],[],0,0,0,0,,,,
mechanic jet ski,[],[],[],[],0,0,0,0,,,,
mechanic jewelry,[],[],[],[],0,0,0,0,,,,
mechanic juke box,[],[],[],[],0,0,0,0,,,,
mechanic kiln,[],[],[],[],0,0,0,0,,,,
mechanic knitter,[],[],[],[],0,0,0,0,,,,
mechanic knitting machine,[],[],[],[],0,0,0,0,,,,
mechanic ladle,[],[],[],[],0,0,0,0,,,,
mechanic lamp,[],[],[],[],0,0,0,0,,,,
mechanic landing gear,[],[],[],[],0,0,0,0,,,,
mechanic lathe,[],[],[],[],0,0,0,0,,,,
mechanic launching pad,[],[],[],[],0,0,0,0,,,,
mechanic laundry machine exc home appliance,[],[],[],[],0,0,0,0,,,,
mechanic laundry machine home appliance,[],[],[],[],0,0,0,0,,,,
mechanic lawn mower,[],[],[],[],0,0,0,0,,,,
mechanic lead tank,[],[],[],[],0,0,0,0,,,,
mechanic lift truck,[],[],[],[],0,0,0,0,,,,
mechanic line,[],[],[],[],0,0,0,0,,,,
mechanic lining,[],[],[],[],0,0,0,0,,,,
mechanic link trainer,[],[],[],[],0,0,0,0,,,,
mechanic linoleum,[],[],[],[],0,0,0,0,,,,
mechanic linotype,[],[],[],[],0,0,0,0,,,,
mechanic locomotive,[],[],[],[],0,0,0,0,,,,
mechanic logging equipment,[],[],[],[],0,0,0,0,,,,
mechanic loom,[],[],[],[],0,0,0,0,,,,
mechanic machine gun,[],[],[],[],0,0,0,0,,,,
mechanic machine or machinery,[],[],[],[],0,0,0,0,,,,
mechanic machine or machinery type nec,[],[],[],[],0,0,0,0,,,,
mechanic machine or machinery type n,[],[],[],[],0,0,0,0,,,,
mechanic machine tool,[],[],[],[],0,0,0,0,,,,
mechanic machinery maintenance marine equipment,[],[],[],[],0,0,0,0,,,,
mechanic machinery maintenance sewing machine,[],[],[],[],0,0,0,0,,,,
mechanic machinery maintenance textile machine,[],[],[],[],0,0,0,0,,,,
mechanic mail processing equipment,[],[],[],[],0,0,0,0,,,,
mechanic maintenance,[],[],[],[],0,0,0,0,,,,
mechanic make ready,[],[],[],[],0,0,0,0,,,,
mechanic manual equipment,[],[],[],[],0,0,0,0,,,,
mechanic marine,[],[],[],[],0,0,0,0,,,,
mechanic marine engine,[],[],[],[],0,0,0,0,,,,
mechanic meat block,[],[],[],[],0,0,0,0,,,,
mechanic meter,[],[],[],[],0,0,0,0,,,,
mechanic milking machine,[],[],[],[],0,0,0,0,,,,
mechanic mine car,[],[],[],[],0,0,0,0,,,,
mechanic missile,[],[],[],[],0,0,0,0,,,,
mechanic missile pad,[],[],[],[],0,0,0,0,,,,
mechanic mobile equipment,[],[],[],[],0,0,0,0,,,,
mechanic mobile home,[],[],[],[],0,0,0,0,,,,
mechanic model engine,[],[],[],[],0,0,0,0,,,,
mechanic monotype,[],[],[],[],0,0,0,0,,,,
mechanic motor aircraft,[],[],[],[],0,0,0,0,,,,
mechanic motor auto,[],[],[],[],0,0,0,0,,,,
mechanic motor bike,[],[],[],[],0,0,0,0,,,,
mechanic motor block,[],[],[],[],0,0,0,0,,,,
