contest_id,occupations,num_occupations
186,"['actor', 'agent', 'analyst', 'artist', 'assistant', 'astronaut', 'athlete', 'baker', 'banker', 'bishop', 'bitter', 'bodyguard', 'bos', 'bouncer', 'boxer', 'brainer', 'butler', 'buyer', 'calculator', 'cartoonist', 'ceo', 'chauffeur', 'checker', 'chef', 'chief', 'choru', 'cleaner', 'clown', 'coach', 'comedian', 'companion', 'cook', 'counselor', 'cowboy', 'cpa', 'dc', 'delegate', 'dentist', 'designer', 'director', 'display', 'doctor', 'doorman', 'driver', 'editor', 'education', 'employee', 'escort', 'executive', 'fixer', 'freak', 'fuller', 'guard', 'haberdasher', 'holder', 'interviewer', 'judge', 'jumper', 'landlord', 'laundry', 'lawyer', 'leader', 'lin', 'mayor', 'mechanic', 'media', 'member', 'minister', 'narrator', 'outsider', 'owner', 'photographer', 'physician', 'pimp', 'police', 'president', 'proctologist', 'producer', 'production', 'psychic', 'publicist', 'realtor', 'register', 'renter', 'ruler', 'salesperson', 'sander', 'scout', 'secretary', 'security', 'servant', 'sketcher', 'slipper', 'spokesperson', 'spreader', 'stagehand', 'sticker', 'stylist', 'surrogate', 'taster', 'teller', 'transit', 'turner', 'valet', 'waiter', 'waitres', 'watchman']",107
187,"['accountant', 'advertising', 'agent', 'analyst', 'assistant', 'blower', 'boomer', 'bos', 'camper', 'carpenter', 'ceo', 'charger', 'checker', 'choru', 'clinical', 'clown', 'columnist', 'companion', 'coo', 'cook', 'correspondent', 'counselor', 'decker', 'director', 'doctor', 'driver', 'escort', 'executive', 'farming', 'filler', 'fitnes', 'freak', 'guard', 'header', 'housekeeper', 'hunter', 'investor', 'journalist', 'judge', 'landlord', 'laundry', 'layer', 'layout', 'lcsw', 'maintenance', 'media', 'member', 'miller', 'minister', 'oarsman', 'outsider', 'painter', 'physician', 'practitioner', 'president', 'priest', 'principal', 'printer', 'production', 'psychiatrist', 'psychic', 'psychoanalyst', 'psychologist', 'psychotherapist', 'realtor', 'rider', 'roller', 'roper', 'sander', 'secretary', 'security', 'skinner', 'smoother', 'starter', 'stripper', 'superior', 'surrogate', 'therapist', 'tier', 'vendor', 'volunteer']",81
188,"['admiral', 'agent', 'apothecary', 'applicator', 'astrologer', 'athlete', 'banker', 'bartender', 'blacksmith', 'boner', 'bos', 'breeder', 'builder', 'canter', 'cardiologist', 'changer', 'clipper', 'comedian', 'conditioner', 'cpa', 'display', 'doctor', 'driver', 'dvm', 'equestrian', 'equipment', 'executive', 'farrier', 'freak', 'fuller', 'groom', 'holder', 'horseman', 'internist', 'jockey', 'judge', 'librarian', 'magician', 'maintenance', 'manufacturer', 'mayor', 'md', 'media', 'member', 'miller', 'minister', 'nicker', 'oral', 'orthotic', 'pharmacist', 'physician', 'police', 'politician', 'practitioner', 'priest', 'professor', 'reducer', 'register', 'restorer', 'rider', 'runner', 'salesperson', 'sander', 'scientist', 'security', 'senator', 'softener', 'ta', 'thinner', 'typing', 'vendor', 'veterinarian']",72
189,"['artisan', 'assistant', 'athlete', 'bishop', 'booster', 'bos', 'breeder', 'carrier', 'cartoonist', 'chef', 'clinical', 'commissioner', 'companion', 'congressman', 'consultant', 'cook', 'copper', 'cracker', 'critic', 'dean', 'doctor', 'electrical', 'employee', 'exterminator', 'film', 'finer', 'fuller', 'guard', 'hunter', 'inspector', 'judge', 'lawyer', 'leader', 'mayor', 'member', 'minister', 'nester', 'owner', 'piper', 'pounder', 'president', 'priest', 'principal', 'reinforcer', 'reviewer', 'ringer', 'sampler', 'scavenger', 'shepherd', 'skinner', 'sommelier', 'starter', 'stylist', 'superior', 'taster', 'valet', 'violinist', 'visitor', 'waitres', 'wrapper']",60
190,"['barber', 'boomer', 'chef', 'clinical', 'clipper', 'comedian', 'companion', 'conditioner', 'conservationist', 'consultant', 'coo', 'cook', 'dean', 'display', 'doctor', 'duster', 'education', 'electrical', 'flyer', 'fuller', 'gardener', 'governor', 'grader', 'groom', 'groomer', 'guard', 'haberdasher', 'hunter', 'landscaping', 'layer', 'lookout', 'maintenance', 'mayor', 'media', 'member', 'nester', 'ornithologist', 'picker', 'president', 'professor', 'realtor', 'reviewer', 'roller', 'sander', 'scratcher', 'security', 'shag', 'stylist', 'taxidermist', 'tenant', 'trimmer', 'tucker', 'volunteer']",53
191,"['accompanist', 'actor', 'agent', 'assistant', 'babysitter', 'blaster', 'booster', 'bos', 'breaker', 'cafeteria', 'camper', 'carman', 'carrier', 'cartoonist', 'ceo', 'chef', 'chief', 'commissioner', 'companion', 'cook', 'cowboy', 'cracker', 'critic', 'dc', 'dean', 'designer', 'display', 'doctor', 'driver', 'employee', 'equalizer', 'fatter', 'finer', 'flipper', 'founder', 'freak', 'fuller', 'fumigator', 'governor', 'grinder', 'guard', 'hunter', 'inspector', 'installer', 'investor', 'justice', 'lawyer', 'maintenance', 'mayor', 'member', 'minister', 'minstrel', 'officer', 'owner', 'payroll', 'poet', 'police', 'politician', 'postman', 'president', 'priest', 'rabbi', 'rapper', 'recycling', 'representative', 'resident', 'reviewer', 'runner', 'salesperson', 'security', 'seller', 'server', 'skipper', 'snapper', 'sommelier', 'spacer', 'sponsor', 'steward', 'tipper', 'turner', 'vendor', 'waiter', 'waitres', 'waitress', 'washer', 'watcher', 'wrangler', 'wrestler', 'writer']",89
192,"['accompanist', 'advertising', 'agent', 'assessor', 'attorney', 'blower', 'boner', 'boomer', 'bos', 'broadcaster', 'cardiologist', 'cartoonist', 'ceo', 'charger', 'chief', 'cleaner', 'clerk', 'clown', 'counselor', 'critic', 'dc', 'dispenser', 'diver', 'dj', 'doctor', 'drummer', 'employee', 'equipment', 'escort', 'executive', 'film', 'fitnes', 'freak', 'governor', 'hanker', 'harpist', 'hunter', 'intern', 'investor', 'judge', 'landlord', 'limber', 'lineman', 'loading', 'maestro', 'maintenance', 'media', 'member', 'musician', 'oboist', 'organist', 'outsider', 'pianist', 'piper', 'plumber', 'politician', 'president', 'priest', 'professor', 'purser', 'rabbi', 'register', 'remodeling', 'renter', 'resident', 'rider', 'scientist', 'separator', 'shopper', 'solar', 'spacer', 'spreader', 'starter', 'stripper', 'surgeon', 'ta', 'teller', 'tenant', 'trombonist', 'trooper', 'tuber', 'violinist', 'visitor', 'wheeler']",84
193,"['adapter', 'archaeologist', 'artisan', 'artist', 'assistant', 'barista', 'blogger', 'boomer', 'bootlegger', 'bos', 'brewer', 'bumper', 'burner', 'camper', 'cartoonist', 'charger', 'chef', 'chief', 'choru', 'clicker', 'comedian', 'converter', 'cook', 'cop', 'copper', 'cowboy', 'crane', 'critic', 'dealer', 'dean', 'deputy', 'director', 'dispenser', 'doctor', 'electrical', 'employee', 'equipment', 'executive', 'farmer', 'feller', 'filing', 'film', 'flyer', 'fuller', 'gatherer', 'governor', 'grinder', 'guard', 'hacker', 'heater', 'holder', 'homemaker', 'horseman', 'housekeeper', 'housekeeping', 'hunter', 'inspector', 'intern', 'judge', 'juicer', 'justice', 'lawyer', 'lieutenant', 'lobbyist', 'lookout', 'maintenance', 'maker', 'marshal', 'mason', 'owner', 'packing', 'pitcher', 'president', 'production', 'ranger', 'realtor', 'recycling', 'remodeling', 'resident', 'rider', 'robber', 'ruler', 'runner', 'sailor', 'scientist', 'scout', 'screenwriter', 'security', 'shooter', 'slicker', 'solar', 'starter', 'steamer', 'sticker', 'stirrer', 'ta', 'tamper', 'teacher', 'trader', 'transformer', 'twister', 'vendor', 'waitres', 'wrangler', 'writer']",105
194,"['agent', 'anthropologist', 'anthropology', 'archaeologist', 'assistant', 'boomer', 'brainer', 'buckler', 'bumper', 'camper', 'carman', 'caterer', 'checker', 'chief', 'cleaner', 'clicker', 'colonel', 'conductor', 'construction', 'cooper', 'dancer', 'dc', 'doctor', 'driver', 'farming', 'film', 'gatherer', 'governor', 'historian', 'huckster', 'hunter', 'judge', 'landscaping', 'leader', 'maintenance', 'manufacturer', 'marker', 'mayor', 'military', 'miller', 'model', 'ot', 'owner', 'packing', 'performer', 'poet', 'police', 'president', 'production', 'professor', 'ranger', 'rapper', 'realtor', 'recycling', 'resident', 'rider', 'robber', 'scientist', 'scout', 'security', 'sergeant', 'slicker', 'spreader', 'timer', 'tipper', 'trader', 'trainer', 'transit', 'vendor', 'visitor']",70
195,"['actor', 'alteration', 'ambulance', 'apprentice', 'attorney', 'beautician', 'bitter', 'bluer', 'boomer', 'bos', 'boxer', 'breaker', 'cafeteria', 'carman', 'cartoonist', 'catcher', 'chiropractor', 'choru', 'cleaner', 'climber', 'conditioner', 'construction', 'cook', 'copper', 'costumer', 'cowboy', 'cracker', 'cutter', 'dagger', 'dancer', 'delegate', 'dentist', 'display', 'doctor', 'driver', 'education', 'employee', 'equipment', 'exterminator', 'fatter', 'fitnes', 'freak', 'geologist', 'governor', 'grunt', 'guard', 'hanger', 'hauler', 'heater', 'hoist', 'holder', 'horseman', 'housework', 'judge', 'justice', 'laundry', 'lawyer', 'layer', 'leader', 'lifter', 'loader', 'maintenance', 'maker', 'manufacturer', 'mason', 'mater', 'md', 'mechanic', 'media', 'member', 'military', 'mover', 'nurse', 'orthotic', 'owner', 'packing', 'philosopher', 'physiotherapist', 'pitcher', 'politician', 'president', 'production', 'professor', 'psychologist', 'pt', 'publisher', 'pusher', 'recruiter', 'recycling', 'repairer', 'roller', 'salesperson', 'scientist', 'secretary', 'security', 'senator', 'servant', 'slipper', 'solar', 'starter', 'sticker', 'supervisor', 'teacher', 'technician', 'thrower', 'visitor', 'volunteer', 'washer', 'watcher']",109
196,"['ambassador', 'armorer', 'artisan', 'assistant', 'bishop', 'blacksmith', 'blender', 'blogger', 'bos', 'broker', 'burner', 'ceo', 'charger', 'chaser', 'chef', 'cleaner', 'cleaver', 'clown', 'construction', 'cook', 'copper', 'critic', 'curator', 'dagger', 'doctor', 'drawer', 'driver', 'employee', 'equipment', 'fireman', 'frier', 'governor', 'grinding', 'grocer', 'guard', 'hanker', 'holder', 'homemaker', 'housekeeping', 'housework', 'inspector', 'judge', 'juicer', 'landlord', 'laundry', 'layer', 'leader', 'maid', 'maker', 'marshal', 'mayor', 'media', 'military', 'molecular', 'opener', 'police', 'polisher', 'president', 'producer', 'production', 'recycling', 'register', 'salesperson', 'saucier', 'scrubber', 'security', 'server', 'shredder', 'slicer', 'slipper', 'softener', 'squeezer', 'starter', 'steward', 'strainer', 'taster', 'timer', 'tracer', 'trader', 'volunteer', 'vp', 'waiter', 'washer', 'watchman']",84
197,"['accountant', 'actor', 'advertising', 'advisor', 'advocate', 'agent', 'aide', 'apprentice', 'assistant', 'attorney', 'banker', 'barber', 'barrister', 'blazer', 'blower', 'boiler', 'boomer', 'bos', 'cafeteria', 'caller', 'cartoonist', 'ceo', 'cfo', 'charger', 'chief', 'clerk', 'conditioner', 'construction', 'consultant', 'cook', 'costumer', 'counsellor', 'counselor', 'cpa', 'cracker', 'dancer', 'dc', 'dentist', 'designer', 'director', 'doctor', 'draper', 'drawer', 'education', 'educator', 'employee', 'engineer', 'equalizer', 'evangelist', 'executive', 'farmer', 'filler', 'film', 'firefighter', 'fireman', 'fitnes', 'fundraiser', 'geologist', 'governor', 'heater', 'housekeeper', 'hunter', 'illustrator', 'inspecting', 'inspector', 'intern', 'investor', 'joiner', 'judge', 'justice', 'laundry', 'lawyer', 'layer', 'leader', 'lobbyist', 'maintenance', 'maker', 'manager', 'marshal', 'mayor', 'media', 'member', 'mining', 'mixer', 'operator', 'organizer', 'owner', 'packing', 'pastor', 'piper', 'pitcher', 'politician', 'president', 'printer', 'producer', 'recruiter', 'recycling', 'reporter', 'rider', 'roller', 'salesperson', 'scientist', 'secretary', 'security', 'senator', 'solicitor', 'sprinkler', 'stapler', 'starter', 'sticker', 'straightener', 'teacher', 'technician', 'tester', 'tier', 'topper', 'trader', 'transit', 'valet', 'visitor', 'volunteer', 'vp']",122
198,"['advertising', 'agent', 'arborist', 'artist', 'biologist', 'bluer', 'boomer', 'booster', 'bos', 'cantor', 'chipper', 'choru', 'cleaner', 'colonel', 'companion', 'construction', 'coo', 'cooper', 'cowboy', 'cracker', 'critic', 'dc', 'deacon', 'dean', 'dentist', 'display', 'dj', 'doctor', 'driver', 'drummer', 'entertainer', 'equipment', 'feeder', 'film', 'flyer', 'governor', 'hooker', 'identifier', 'impersonator', 'instrumentalist', 'judge', 'justice', 'lawyer', 'leader', 'lister', 'lyricist', 'media', 'member', 'mentor', 'miller', 'miner', 'minstrel', 'monk', 'musician', 'narrator', 'nester', 'nurse', 'opener', 'ornithologist', 'owner', 'performer', 'picker', 'piper', 'poet', 'president', 'publicist', 'rafter', 'ranger', 'rapper', 'rider', 'roaster', 'rocker', 'runner', 'sander', 'scout', 'secretary', 'security', 'showman', 'singer', 'slicker', 'solar', 'soloist', 'sponsor', 'starter', 'stoner', 'tenant', 'timer', 'trumpeter', 'twister', 'watcher', 'weaver']",91
199,"['actor', 'agent', 'ambulance', 'analyst', 'bagger', 'barber', 'belter', 'bleacher', 'bookie', 'bos', 'brewer', 'broadcaster', 'caller', 'carpenter', 'cartoonist', 'catcher', 'ceo', 'checker', 'chef', 'cleaner', 'commentator', 'commissioner', 'contractor', 'cracker', 'crane', 'dancer', 'designer', 'doctor', 'driver', 'drywaller', 'duller', 'employee', 'equestrian', 'equipment', 'exterminator', 'glazier', 'governor', 'grunt', 'header', 'heater', 'holder', 'housework', 'hunter', 'judge', 'knuckler', 'landlord', 'landscaper', 'laundry', 'lawyer', 'loading', 'lumberjack', 'manager', 'mannequin', 'mariner', 'mayor', 'member', 'mining', 'mover', 'official', 'opener', 'operator', 'organist', 'owner', 'painter', 'picket', 'pitcher', 'police', 'president', 'principal', 'realtor', 'recruiter', 'remodeling', 'representative', 'resident', 'ringer', 'rounder', 'router', 'runner', 'salesperson', 'scalper', 'scorekeeper', 'scout', 'secretary', 'security', 'shag', 'shopper', 'slipper', 'slugger', 'splitter', 'sponsor', 'starter', 'ta', 'teacher', 'technician', 'telemarketer', 'tenant', 'timer', 'truer', 'umpire', 'vendor', 'visitor']",101
200,"['actuary', 'advertising', 'advisor', 'agent', 'amusement', 'analyst', 'archeologist', 'assistant', 'astronaut', 'astronomer', 'astrophysicist', 'attorney', 'banker', 'blazer', 'blower', 'boiler', 'boomer', 'bos', 'brainer', 'breaker', 'broker', 'bumper', 'buyer', 'cafeteria', 'captain', 'cartoonist', 'ceo', 'cfo', 'chief', 'clairvoyant', 'clerk', 'clown', 'competitor', 'conditioner', 'construction', 'consultant', 'cooper', 'cowboy', 'crater', 'critic', 'dc', 'dean', 'detective', 'director', 'display', 'doctor', 'drawer', 'employee', 'entrepreneur', 'executive', 'exterminator', 'filing', 'film', 'financier', 'founder', 'freak', 'fuller', 'governor', 'guard', 'hairdresser', 'historian', 'hunter', 'intern', 'interviewer', 'investor', 'judge', 'justice', 'landlord', 'lawyer', 'leader', 'lookout', 'maintenance', 'maker', 'mammalogist', 'mayor', 'md', 'media', 'member', 'meteorologist', 'miller', 'minister', 'mixer', 'model', 'notary', 'observer', 'outsider', 'owner', 'paleontologist', 'payroll', 'police', 'president', 'priest', 'production', 'professor', 'psychic', 'publicist', 'rabbi', 'renter', 'reporter', 'representative', 'rider', 'salesperson', 'sander', 'scavenger', 'scientist', 'secretary', 'security', 'seller', 'senator', 'shaker', 'solar', 'specialist', 'stamper', 'starter', 'stewardes', 'sticker', 'stripper', 'superior', 'supervisor', 'teller', 'tier', 'trader', 'usher', 'visitor', 'vp', 'writer']",126
201,"['accountant', 'actuary', 'administrator', 'adviser', 'advisor', 'agent', 'aide', 'apprentice', 'artist', 'assistant', 'attorney', 'auditor', 'automotive', 'banker', 'boarder', 'bookkeeper', 'bos', 'brainer', 'breaker', 'bumper', 'calculator', 'camper', 'cargo', 'cartoonist', 'censor', 'ceo', 'charger', 'chief', 'circulator', 'clerk', 'clown', 'columnist', 'comedian', 'conditioner', 'congressman', 'consultant', 'contortionist', 'converter', 'cop', 'cpa', 'cpm', 'cracker', 'critic', 'cruiser', 'dc', 'delegate', 'demonstrator', 'dispenser', 'doctor', 'driver', 'economist', 'elder', 'electrical', 'employee', 'equipment', 'executive', 'filler', 'fixer', 'founder', 'freak', 'governor', 'grinding', 'guard', 'header', 'hoist', 'holder', 'humorist', 'impersonator', 'import', 'inspecting', 'inspector', 'intern', 'journalist', 'judge', 'juggler', 'jumper', 'justice', 'landlord', 'lawyer', 'layer', 'leader', 'litigator', 'magician', 'maintenance', 'maker', 'manager', 'manufacturer', 'mechanic', 'media', 'member', 'milkman', 'miller', 'model', 'navigator', 'observer', 'official', 'owner', 'packing', 'painter', 'philosopher', 'physicist', 'police', 'policeman', 'politician', 'president', 'priest', 'production', 'professor', 'psychic', 'psychologist', 'publicist', 'puller', 'purchaser', 'pusher', 'reverend', 'rider', 'ringer', 'ringmaster', 'roller', 'runner', 'sailor', 'salesperson', 'scientist', 'secretary', 'security', 'senator', 'slacker', 'smoother', 'solar', 'spanner', 'squeezer', 'starter', 'statistician', 'steward', 'sticker', 'supervisor', 'ta', 'technician', 'therapist', 'thinner', 'trainer', 'transformer', 'volunteer', 'wiper', 'writer']",145
202,"['acrobat', 'advertising', 'agent', 'ambulance', 'amusement', 'apprentice', 'astronaut', 'babysitter', 'baller', 'bitter', 'bleacher', 'boomer', 'bos', 'broker', 'butler', 'cartoonist', 'chaperone', 'checker', 'chief', 'cleaner', 'clown', 'cop', 'counselor', 'dinger', 'doctor', 'drawer', 'dresser', 'driver', 'education', 'electrical', 'engineer', 'exterminator', 'film', 'freak', 'gopher', 'governor', 'judge', 'justice', 'lawyer', 'layer', 'leader', 'lifeguard', 'maintenance', 'media', 'member', 'mixer', 'narrator', 'nester', 'officer', 'owner', 'pointer', 'police', 'president', 'production', 'professor', 'psychic', 'psychologist', 'recruiter', 'rocker', 'ruler', 'scorekeeper', 'servant', 'skimmer', 'slipper', 'superior', 'ta', 'taxidermist', 'teller', 'tipper', 'transit', 'writer']",71
203,"['actor', 'advocate', 'agent', 'ambulance', 'anaesthesiologist', 'analyst', 'attorney', 'barkeep', 'bartender', 'bitter', 'boarder', 'boiler', 'bos', 'boxer', 'brainer', 'builder', 'bumper', 'chaser', 'chef', 'chief', 'chiropractor', 'clown', 'colonel', 'comedian', 'construction', 'consultant', 'contractor', 'cook', 'cop', 'counselor', 'cracker', 'demonstrator', 'dermatologist', 'detective', 'director', 'doctor', 'editor', 'emt', 'equestrian', 'farmer', 'filler', 'fireman', 'freak', 'grader', 'grinding', 'guard', 'herbalist', 'holder', 'horseman', 'hunter', 'imam', 'import', 'investor', 'jigger', 'judge', 'juggler', 'justice', 'lawyer', 'liner', 'maker', 'media', 'medic', 'member', 'mender', 'miller', 'minister', 'mixologist', 'monk', 'nurse', 'officer', 'opener', 'organizer', 'orthopedist', 'owner', 'paramedic', 'performer', 'physician', 'picker', 'police', 'politician', 'pollster', 'president', 'priest', 'provost', 'psychic', 'rabbi', 'roustabout', 'ruler', 'sander', 'secretary', 'security', 'servant', 'shooter', 'smoother', 'sniper', 'spokesperson', 'sponsor', 'sticker', 'surgeon', 'therapist', 'timer', 'trader', 'tumbler', 'veterinarian']",104
204,"['acrobat', 'actor', 'admiral', 'advertising', 'advisor', 'agent', 'artisan', 'artist', 'assistant', 'babysitter', 'blacksmith', 'blogger', 'boarder', 'boomer', 'bos', 'breaker', 'broker', 'buyer', 'cafeteria', 'cartoonist', 'ceo', 'chef', 'clairvoyant', 'cleaner', 'clown', 'cobbler', 'collector', 'colonel', 'commentator', 'consultant', 'cook', 'cop', 'copper', 'cracker', 'cutter', 'dagger', 'decorator', 'dentist', 'designer', 'dispenser', 'display', 'doctor', 'drawer', 'dresser', 'driver', 'education', 'equipment', 'executive', 'exterminator', 'farmer', 'film', 'finer', 'fitnes', 'fixer', 'flyer', 'freak', 'gardener', 'gastroenterologist', 'gatherer', 'governor', 'grader', 'grinder', 'guard', 'hacker', 'handyman', 'hanger', 'host', 'housework', 'hunter', 'inspector', 'installer', 'intern', 'judge', 'justice', 'landlady', 'landlord', 'laundry', 'lawyer', 'layout', 'limber', 'loading', 'lumberjack', 'magician', 'maintenance', 'maker', 'marker', 'md', 'media', 'member', 'military', 'minister', 'missionary', 'model', 'monk', 'naturopath', 'nutritionist', 'observer', 'owner', 'physician', 'pimp', 'pitcher', 'poet', 'police', 'politician', 'postman', 'preacher', 'president', 'producer', 'professor', 'prostitute', 'psychologist', 'raiser', 'ranger', 'rapper', 'realtor', 'register', 'remodeling', 'renter', 'restauranteur', 'reverend', 'reviewer', 'robber', 'router', 'scavenger', 'scientist', 'scout', 'security', 'seller', 'slasher', 'sniper', 'sponsor', 'stager', 'starter', 'stoner', 'taker', 'taxidermist', 'teacher', 'teller', 'tenant', 'thinner', 'thrower', 'timer', 'trapper', 'turnkey', 'visitor', 'volunteer', 'washer', 'watcher', 'weaver', 'wrapper']",150
205,"['advertising', 'advocate', 'agent', 'analyst', 'archer', 'architect', 'artist', 'assistant', 'attorney', 'babysitter', 'blower', 'boner', 'bos', 'brainer', 'breaker', 'broker', 'builder', 'buyer', 'carpenter', 'cartoonist', 'ceo', 'chaperone', 'chiropractor', 'cleaner', 'clicker', 'colonel', 'companion', 'conservationist', 'construction', 'cook', 'cop', 'counselor', 'cracker', 'crater', 'critic', 'custom', 'dancer', 'dean', 'decorator', 'dentist', 'designer', 'director', 'display', 'doctor', 'driver', 'drummer', 'ecologist', 'employee', 'entrepreneur', 'exterminator', 'feeder', 'fireman', 'fuller', 'gopher', 'governor', 'guard', 'housekeeper', 'hunter', 'intern', 'investor', 'journalist', 'judge', 'justice', 'knocker', 'landlady', 'landlord', 'laundry', 'lawyer', 'layout', 'lookout', 'magician', 'maintenance', 'maker', 'mayor', 'member', 'miller', 'model', 'mover', 'necker', 'observer', 'otolaryngologist', 'owner', 'painter', 'photographer', 'physician', 'plunger', 'police', 'president', 'proctologist', 'pt', 'puppeteer', 'raiser', 'realtor', 'remodeling', 'renter', 'resident', 'ringmaster', 'riser', 'secretary', 'security', 'seller', 'shag', 'shrinker', 'solar', 'solicitor', 'sponsor', 'springer', 'starter', 'stripper', 'taxidermist', 'tenant', 'tier', 'tucker', 'urologist', 'usher', 'veterinarian', 'visitor', 'volunteer', 'zookeeper', 'zoologist']",120
206,"['advertising', 'agent', 'ambassador', 'athlete', 'baller', 'ballerina', 'beautician', 'blacksmith', 'boomer', 'bos', 'breaker', 'buyer', 'canter', 'cantor', 'cartoonist', 'cattleman', 'charger', 'chaser', 'chef', 'chief', 'cleaner', 'clerk', 'clown', 'cobbler', 'consultant', 'cop', 'counselor', 'cowboy', 'critic', 'dancer', 'dc', 'deputy', 'designer', 'doctor', 'drawer', 'dresser', 'driver', 'employee', 'equestrian', 'equipment', 'farmer', 'farrier', 'feller', 'filing', 'founder', 'freak', 'gambler', 'governor', 'guard', 'haberdasher', 'herder', 'horseman', 'horseshoer', 'hunter', 'journalist', 'judge', 'jumper', 'laundry', 'lawyer', 'leader', 'maker', 'marker', 'media', 'member', 'miller', 'milliner', 'model', 'nurse', 'orthotic', 'owner', 'philosopher', 'pimp', 'planter', 'poet', 'police', 'president', 'production', 'puppeteer', 'ranger', 'register', 'reviewer', 'rider', 'ringer', 'runner', 'sailor', 'salesperson', 'security', 'setter', 'sewing', 'sheriff', 'shoemaker', 'shopper', 'sketcher', 'slicker', 'slipper', 'starter', 'stylist', 'ta', 'thinner', 'thrower', 'timer', 'topper', 'trainer', 'tucker', 'twister', 'veterinarian', 'wrangler']",107
207,"['actor', 'actres', 'adapter', 'advertising', 'agent', 'agitator', 'archer', 'architect', 'architectural', 'astronaut', 'banker', 'bartender', 'blender', 'boomer', 'booster', 'bos', 'brainer', 'breaker', 'broker', 'builder', 'burner', 'buyer', 'cartoonist', 'catcher', 'ceo', 'charter', 'chef', 'cleaner', 'companion', 'competitor', 'conditioner', 'construction', 'consultant', 'cook', 'cop', 'copper', 'dc', 'decker', 'designer', 'developer', 'dishwasher', 'dispenser', 'display', 'diver', 'doctor', 'doorman', 'drawer', 'drier', 'dropper', 'drummer', 'electrical', 'employee', 'entertainer', 'entrepreneur', 'equipment', 'executive', 'fitnes', 'fixer', 'flipper', 'folder', 'freak', 'fuller', 'groom', 'heater', 'historian', 'host', 'housekeeper', 'housekeeping', 'hunter', 'import', 'inspector', 'installer', 'investor', 'jogger', 'journalist', 'judge', 'landlord', 'lather', 'launderer', 'laundry', 'lawyer', 'layout', 'leader', 'leaser', 'lin', 'loader', 'loading', 'lobbyist', 'maintenance', 'maker', 'manufacturer', 'masker', 'mayor', 'media', 'member', 'military', 'miller', 'mixer', 'model', 'monk', 'official', 'owner', 'picket', 'politician', 'prefect', 'president', 'principal', 'proctor', 'producer', 'purifier', 'realtor', 'recycling', 'remodeling', 'renter', 'representative', 'resident', 'ringer', 'roller', 'salesperson', 'secretary', 'security', 'seller', 'senator', 'shaker', 'soaker', 'softener', 'solar', 'spinner', 'sponsor', 'sprinkler', 'starcher', 'starter', 'superior', 'surveyor', 'swimmer', 'tanner', 'tenant', 'tier', 'timer', 'transformer', 'transit', 'tumbler', 'turnkey', 'vendor', 'visitor', 'volunteer', 'washer', 'wrestler', 'wringer', 'writer']",150
208,"['advertising', 'agent', 'ager', 'artisan', 'baller', 'barkeep', 'bitter', 'boomer', 'bos', 'breaker', 'carney', 'chef', 'construction', 'cop', 'costumer', 'cowboy', 'cracker', 'crane', 'director', 'display', 'doctor', 'education', 'employee', 'engineer', 'equipment', 'excavator', 'executive', 'filing', 'fitnes', 'founder', 'grunt', 'holder', 'housework', 'intern', 'judge', 'justice', 'labourer', 'landscaping', 'laundry', 'lawyer', 'leader', 'liner', 'lookout', 'maintenance', 'maker', 'marker', 'masker', 'mason', 'mayor', 'media', 'member', 'mixologist', 'monk', 'owner', 'payroll', 'photographer', 'pointer', 'politician', 'president', 'production', 'professor', 'psychologist', 'pusher', 'register', 'rocker', 'roller', 'rounder', 'sailor', 'salesperson', 'scaler', 'scientist', 'secretary', 'security', 'seller', 'shaker', 'sommelier', 'speechwriter', 'starter', 'stoner', 'supervisor', 'teacher', 'timer', 'trainer', 'tumbler', 'valet', 'visitor', 'vp', 'waitres']",88
209,"['agent', 'analyst', 'architect', 'architectural', 'attorney', 'binder', 'bishop', 'bos', 'builder', 'butler', 'charger', 'checker', 'climber', 'collector', 'conditioner', 'construction', 'constructor', 'cook', 'cooper', 'cop', 'counselor', 'designer', 'director', 'doctor', 'dresser', 'education', 'elder', 'electrical', 'engineer', 'entrepreneur', 'exterminator', 'fixer', 'freak', 'grader', 'guard', 'hoist', 'inspector', 'judge', 'justice', 'kindergartner', 'landlord', 'landscaping', 'lawyer', 'layer', 'layout', 'loader', 'lookout', 'maintenance', 'maker', 'mason', 'owner', 'police', 'politician', 'postman', 'president', 'principal', 'printer', 'professor', 'rater', 'realtor', 'register', 'remodeling', 'rider', 'roller', 'salesperson', 'secretary', 'security', 'slipper', 'solicitor', 'stylist', 'teacher', 'tenant', 'tutor', 'valet', 'visitor', 'washer']",76
